Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
76	7.371373	-15.194538	-28.145161	18.681167	16.145004	84.879407	4.701366	-0.315386	-4.592418	5.983200	-16.091544	-28.052776	22.089965	16.149591	85.140999	2.976489	-1.544007	-4.518347	6.651134	-16.890669	-28.746437	18.924725	18.784834	83.029647	4.249297	-0.374280	-4.322675	7.135392	-15.828324	-28.875460	17.859425	17.836631	82.360765	5.153609	0.016422	-4.597172	6.368746	-15.641912	-29.523621	18.225735	15.735677	84.363029	5.387889	0.593042	-5.886213	6.090893	-16.362342	-28.289897	22.751279	17.514270	84.071674	4.562481	-0.579589	-5.193219	6.024219	-17.394577	-29.055517	22.655669	20.692062	83.120168	4.329053	-0.664064	-4.798113	6.767216	-16.439696	-28.642308	18.706887	16.699052	84.203031	3.906166	0.126152	-4.975243	7.169298	-16.896386	-29.082434	18.314974	17.725113	83.323139	3.951902	-0.507730	-3.116271	6.520100	-15.959059	-28.415530	20.133563	17.305754	83.289535	4.516046	0.138194	-5.892387	6.902428	-15.732444	-26.491648	18.827552	15.912522	83.100733	4.439003	0.637266	-7.019241	6.714417	-15.334891	-29.181048	19.232137	15.803761	83.752565	4.296390	-0.823525	-4.544246	6.041937	-16.835430	-29.604182	19.027563	16.242572	83.985011	4.554133	0.472883	-4.693234	6.048715	-16.173966	-29.353452	20.547047	18.194582	83.093400	5.823855	1.795089	-5.066507	6.903730	-16.172156	-28.451603	20.360968	18.257534	83.307043	4.032949	-0.462504	-4.311839	7.046621	-17.764447	-28.557454	20.764279	19.463412	83.484306	3.838001	-1.453171	-3.108157	6.330562	-14.726727	-27.577092	19.095917	17.844872	82.574990	4.367731	0.073945	-3.981168	7.310491	-14.045428	-28.735646	21.030452	16.966950	84.038680	3.898935	-0.648919	-4.777331	6.307133	-15.037695	-27.491348	20.163354	16.685152	83.112402	3.719038	-0.667198	-3.561078	6.770055	-17.036542	-29.323052	19.830134	18.429605	83.362057	4.462768	0.076903	-4.829065	7.128370	-14.824719	-29.793225	21.151961	18.110567	83.301398	5.291340	-0.510140	-3.586451
77	7.515746	-15.033637	-29.879404	18.734511	16.697921	83.124359	4.623799	-0.209604	-5.341761	6.323357	-16.390936	-29.812176	22.056154	17.245188	83.342052	2.894653	-1.538302	-5.326661	6.835260	-16.952921	-30.415912	18.764181	19.564136	81.090400	4.192690	-0.219330	-4.881393	7.353090	-15.793842	-30.554706	17.456709	18.442200	80.574624	5.040751	0.147928	-5.145435	6.548189	-15.804712	-31.233138	18.065252	16.376799	82.592634	5.254685	0.781712	-6.713283	6.454719	-16.654837	-30.044036	22.665902	18.489790	82.355071	4.548721	-0.487174	-6.023864	6.252344	-17.655856	-30.752703	22.518204	21.545286	81.204420	4.341679	-0.344734	-5.478990	6.994248	-16.721941	-30.359681	18.614781	17.410286	82.399007	3.775992	0.184007	-5.741768	7.268128	-16.897750	-30.685760	18.177854	18.028923	81.496107	3.908705	-0.406351	-3.730242	6.752254	-16.462006	-30.039456	20.271773	18.299927	81.387046	4.306323	0.010546	-6.422862	7.307352	-16.022126	-28.266207	18.468345	16.696098	81.559105	4.369866	0.817804	-7.564384	6.840206	-15.568539	-30.945784	19.337038	16.660753	81.968708	4.192968	-0.864862	-5.345418	6.252255	-16.986894	-31.298746	19.090796	16.940896	82.222701	4.532009	0.644083	-5.382944	6.338107	-16.612188	-30.828817	20.423821	19.348970	81.013953	5.789114	2.123304	-5.539251	7.047574	-16.278378	-30.041087	20.058689	19.126902	81.423762	4.004043	-0.123439	-4.917708	7.219790	-17.885187	-30.016761	20.412676	20.383603	81.363352	3.755883	-1.060653	-3.872637	6.524595	-15.098322	-29.216257	18.961104	18.749202	80.778631	4.314279	0.311197	-4.698094	7.522354	-14.398278	-30.325823	20.917155	18.117251	82.096983	3.802200	-0.440599	-5.548412	6.666249	-15.596219	-29.084115	19.966748	17.912618	81.171092	3.669847	-0.372181	-4.277753	6.953520	-17.158624	-30.997697	19.526838	19.026226	81.612281	4.370863	0.272628	-5.491748	7.273336	-15.123873	-31.439894	20.956305	18.853097	81.388377	5.165734	-0.240570	-4.411141
78	7.547722	-14.956573	-31.448169	18.890295	17.411142	80.951963	4.469890	-0.018509	-6.016017	6.575734	-16.700927	-31.391115	22.014529	18.495680	81.106024	2.764911	-1.424762	-6.060305	6.912562	-17.036502	-31.913085	18.671343	20.440496	78.709148	4.082919	-0.032981	-5.358376	7.475959	-15.816874	-32.062194	17.188334	19.168865	78.392993	4.865793	0.293998	-5.638498	6.687504	-16.071859	-32.801394	18.006319	17.216447	80.457942	5.050776	0.990385	-7.479743	6.748099	-16.974913	-31.636059	22.536500	19.635538	80.220555	4.491573	-0.312711	-6.786644	6.364990	-17.890540	-32.312286	22.351921	22.434747	78.945541	4.307531	-0.017089	-6.108571	7.132325	-17.016117	-31.900886	18.626764	18.237582	80.180117	3.585997	0.245461	-6.461215	7.263452	-16.994517	-32.088963	18.134495	18.495897	79.209027	3.817022	-0.256632	-4.327428	6.931688	-17.110382	-31.412989	20.460117	19.538513	79.001119	4.024605	-0.067639	-6.874586	7.642800	-16.336255	-29.907703	18.227523	17.612616	79.659829	4.261800	0.983334	-8.058015	6.867672	-15.840238	-32.500633	19.432558	17.687300	79.738480	4.068107	-0.778040	-6.103959	6.371446	-17.144165	-32.810008	19.218799	17.766686	80.021967	4.478759	0.841120	-6.018183	6.549205	-17.004130	-32.127379	20.316372	20.580227	78.546022	5.721752	2.436230	-6.007936	7.077699	-16.358326	-31.493361	19.793266	20.036964	79.178236	3.930320	0.240006	-5.476926	7.283904	-17.976028	-31.320014	20.122816	21.375054	78.851004	3.632504	-0.672362	-4.603297	6.629877	-15.442445	-30.715688	18.970413	19.737193	78.578221	4.191860	0.511850	-5.381509	7.621969	-14.707260	-31.769957	20.781680	19.336606	79.758909	3.688193	-0.155134	-6.250031	6.942133	-16.092508	-30.539183	19.832172	19.207436	78.873456	3.570333	-0.086284	-4.955814	7.017252	-17.272637	-32.522233	19.300821	19.704089	79.469614	4.206959	0.489990	-6.100772	7.302368	-15.379806	-32.937983	20.764635	19.646628	79.090972	5.004111	0.045737	-5.199115
79	7.500851	-15.030106	-32.799059	19.138359	18.357219	78.330511	4.250273	0.238969	-6.614683	6.739714	-17.057169	-32.751251	21.948158	19.912558	78.415813	2.594344	-1.219557	-6.715942	6.929065	-17.182919	-33.228587	18.614090	21.446392	75.943081	3.939334	0.155958	-5.771655	7.532801	-15.935563	-33.353578	17.045390	20.068211	75.791796	4.633407	0.441653	-6.089167	6.801665	-16.518291	-34.148984	18.076513	18.360269	77.844236	4.764629	1.195399	-8.159575	6.972538	-17.340561	-33.029879	22.360957	20.958639	77.651852	4.392562	-0.088471	-7.479684	6.348535	-18.115930	-33.631068	22.137009	23.393371	76.240099	4.212164	0.276743	-6.671228	7.200154	-17.350664	-33.208296	18.716970	19.233549	77.514891	3.346963	0.308152	-7.124696	7.199620	-17.214797	-33.282816	18.150526	19.149226	76.520585	3.685316	-0.084778	-4.916097	7.089326	-17.906782	-32.544292	20.659022	21.022086	76.190280	3.695505	-0.104391	-7.269186	7.900577	-16.729696	-31.323239	18.121046	18.739658	77.286731	4.109030	1.108062	-8.486661	6.839486	-16.177864	-33.844141	19.503870	18.890179	77.125532	3.929155	-0.596883	-6.832071	6.431665	-17.331970	-34.147284	19.377085	18.731122	77.448247	4.400660	1.043902	-6.610195	6.682422	-17.379434	-33.219617	20.211768	21.916206	75.671312	5.622790	2.700030	-6.467748	7.013367	-16.469374	-32.759537	19.563951	21.039188	76.548144	3.813436	0.586068	-5.987700	7.253974	-18.090049	-32.431339	19.897224	22.481976	75.928059	3.472631	-0.339073	-5.283730	6.678338	-15.798929	-32.062570	19.076926	20.844778	76.022737	4.020999	0.662984	-6.021427	7.617675	-14.995004	-33.033765	20.626016	20.642590	77.011205	3.563737	0.167148	-6.887696	7.104264	-16.539084	-31.785554	19.765993	20.603894	76.118223	3.412626	0.149140	-5.579240	6.986450	-17.430633	-33.844363	19.152451	20.521331	76.909342	3.972386	0.697298	-6.657030	7.240781	-15.643829	-34.238308	20.566440	20.544808	76.390836	4.810254	0.312156	-5.956818
80	7.420737	-15.304555	-33.892558	19.452436	19.596362	75.252752	3.982148	0.517538	-7.146069	6.828169	-17.483704	-33.874274	21.838645	21.495080	75.283933	2.396607	-0.960017	-7.294737	6.912955	-17.443953	-34.294527	18.557317	22.653951	72.717118	3.771384	0.316029	-6.121191	7.559345	-16.173680	-34.396169	16.990441	21.182074	72.769568	4.355292	0.568895	-6.516376	6.913808	-17.130129	-35.288274	18.237963	19.779436	74.830496	4.423035	1.367110	-8.765323	7.138292	-17.762251	-34.204330	22.134945	22.456501	74.658375	4.251364	0.147822	-8.105888	6.247011	-18.354275	-34.707517	21.865383	24.429334	73.165004	4.067050	0.514108	-7.179340	7.221803	-17.747818	-34.249429	18.839070	20.435783	74.402854	3.076146	0.365621	-7.730438	7.105697	-17.615443	-34.184948	18.193493	20.075108	73.342887	3.516546	0.077797	-5.492845	7.232857	-18.866760	-33.373162	20.815301	22.793708	72.877810	3.338942	-0.108406	-7.607232	8.110279	-17.219658	-32.509862	18.096289	20.068281	74.516608	3.923146	1.179367	-8.868858	6.784492	-16.628527	-34.900437	19.517887	20.339496	74.051942	3.776967	-0.346229	-7.526414	6.454316	-17.587943	-35.255022	19.523384	19.905111	74.428746	4.295678	1.241534	-7.156401	6.747695	-17.775016	-34.087290	20.089629	23.381570	72.395106	5.495775	2.879736	-6.911004	6.891595	-16.660755	-33.797517	19.354151	22.185799	73.528544	3.660983	0.872082	-6.449190	7.157460	-18.276016	-33.328044	19.710999	23.742153	72.598673	3.286062	-0.096406	-5.901353	6.685248	-16.213058	-33.187811	19.238390	22.152512	73.028484	3.811165	0.751600	-6.594893	7.537171	-15.304363	-34.087346	20.437796	22.066397	73.862529	3.432031	0.485751	-7.468785	7.183827	-16.981163	-32.838023	19.732327	22.114312	72.987705	3.218224	0.316760	-6.153624	6.895549	-17.666144	-34.931672	19.054271	21.520190	73.932283	3.682398	0.870483	-7.162237	7.126019	-15.970142	-35.297344	20.339293	21.600866	73.290856	4.592461	0.524541	-6.684084
81	7.343135	-15.822917	-34.681747	19.793084	21.190881	71.684622	3.685094	0.761930	-7.615535	6.858505	-18.002762	-34.728766	21.652114	23.251795	71.698144	2.193902	-0.701273	-7.798312	6.902095	-17.834153	-35.112087	18.443750	24.070413	69.087952	3.598582	0.424873	-6.429339	7.582862	-16.557772	-35.144729	16.975331	22.556393	69.297584	4.047907	0.646315	-6.935729	7.033110	-17.936633	-36.137908	18.460718	21.547470	71.305062	4.034599	1.463122	-9.281868	7.257018	-18.261292	-35.119935	21.830719	24.141466	71.222174	4.067611	0.364257	-8.668253	6.068828	-18.640559	-35.434360	21.487173	25.588747	69.620755	3.867147	0.659917	-7.626665	7.218754	-18.231396	-34.981928	18.930757	21.884901	70.821713	2.795551	0.402437	-8.279740	7.020365	-18.186508	-34.803013	18.207525	21.269056	69.737433	3.331939	0.195057	-6.056171	7.361074	-19.935811	-33.937246	20.868670	24.777980	69.145737	2.989313	-0.105998	-7.911814	8.276451	-17.855957	-33.359262	18.116497	21.672670	71.238427	3.704386	1.162575	-9.205680	6.737198	-17.202609	-35.683865	19.452086	22.024691	70.577853	3.620329	-0.081812	-8.190026	6.474003	-17.928196	-36.141915	19.613618	21.293398	71.022988	4.170716	1.423773	-7.671919	6.754254	-18.225884	-34.697577	19.909096	25.000511	68.698767	5.346029	2.950772	-7.330191	6.745480	-16.970188	-34.559496	19.132770	23.526955	70.090935	3.482235	1.060195	-6.860686	7.017708	-18.573683	-33.981736	19.519195	25.190915	68.843943	3.083469	0.032683	-6.447034	6.677918	-16.711287	-34.090760	19.384913	23.673194	69.644588	3.583463	0.786977	-7.107142	7.406721	-15.684156	-34.889871	20.182733	23.646677	70.297429	3.295768	0.773884	-7.999391	7.187406	-17.462775	-33.618278	19.686793	23.814391	69.381082	2.998968	0.371880	-6.659733	6.779480	-18.006484	-35.740549	18.952080	22.746912	70.516401	3.364387	0.988434	-7.617055	6.988182	-16.404602	-36.064411	20.044521	22.864968	69.769946	4.363169	0.658060	-7.371356
82	7.294438	-16.579553	-35.159417	20.082956	23.142342	67.649432	3.390644	0.921018	-8.037871	6.857125	-18.622296	-35.312820	21.348585	25.170866	67.692898	2.009282	-0.499872	-8.243142	6.924591	-18.392731	-35.620654	18.188186	25.733048	65.008456	3.431774	0.452680	-6.709648	7.625353	-17.097683	-35.587719	16.928887	24.198305	65.394654	3.738151	0.644221	-7.362034	7.152219	-18.857839	-36.743873	18.656440	23.563704	67.374363	3.636395	1.483701	-9.738919	7.344267	-18.858074	-35.760236	21.411728	26.004494	67.367878	3.854817	0.542183	-9.177820	5.857635	-18.998147	-35.861465	20.991198	26.862723	65.707310	3.636833	0.725643	-8.039601	7.208741	-18.808332	-35.406974	18.925902	23.575866	66.804748	2.530819	0.399127	-8.786675	6.979664	-18.952189	-35.076478	18.109653	22.779091	65.658799	3.150822	0.220224	-6.602331	7.463549	-21.086124	-34.211398	20.724775	26.932603	64.983384	2.677038	-0.120277	-8.202455	8.416848	-18.621027	-33.911848	18.111435	23.500661	67.556058	3.470757	1.064425	-9.516899	6.726550	-17.939776	-36.143062	19.254166	23.985767	66.656746	3.466592	0.139730	-8.819993	6.521523	-18.390943	-36.751066	19.580514	22.947544	67.184720	4.030349	1.571864	-8.171862	6.721939	-18.759968	-35.044289	19.611635	26.768630	64.610731	5.185838	2.917287	-7.724475	6.607609	-17.416117	-35.034325	18.850877	25.081968	66.253852	3.293015	1.132690	-7.233939	6.863041	-18.998513	-34.394127	19.253321	26.827654	64.696241	2.881278	0.053632	-6.928747	6.677845	-17.337746	-34.709452	19.429141	25.461754	65.817538	3.354046	0.765046	-7.559541	7.258390	-16.175552	-35.428742	19.815121	25.395290	66.346693	3.164390	1.017620	-8.495622	7.154427	-18.006676	-34.159470	19.568813	25.692368	65.395883	2.779731	0.328835	-7.109782	6.672515	-18.457590	-36.261349	18.779011	24.210660	66.687657	3.051409	1.038452	-8.033831	6.856683	-16.972569	-36.526969	19.635872	24.348678	65.855907	4.137490	0.707959	-8.015196
83	7.285666	-17.554790	-35.306045	20.202792	25.432222	63.150200	3.133441	0.959255	-8.427735	6.850364	-19.356634	-35.600744	20.852504	27.236627	63.275577	1.861687	-0.412154	-8.644124	6.992804	-19.114125	-35.835662	17.726554	27.594475	60.540117	3.272512	0.389416	-6.979293	7.700004	-17.807855	-35.698663	16.764662	26.112132	61.050544	3.454332	0.532731	-7.802843	7.256450	-19.855996	-37.046023	18.691244	25.816368	62.968764	3.270381	1.405573	-10.143261	7.408712	-19.582709	-36.080251	20.812725	28.033210	63.086746	3.632968	0.658794	-9.640338	5.646534	-19.491073	-35.918462	20.307533	28.287023	61.362632	3.388734	0.689149	-8.433915	7.206928	-19.488112	-35.513664	18.732204	25.501217	62.363830	2.311268	0.324575	-9.263961	6.999640	-19.882327	-35.041226	17.834774	24.551203	61.189291	2.988527	0.142941	-7.130270	7.534339	-22.265367	-34.239863	20.323285	29.148247	60.498488	2.419625	-0.164693	-8.502988	8.529127	-19.544947	-34.089854	17.985207	25.576721	63.398641	3.235288	0.859166	-9.809324	6.761262	-18.829801	-36.313826	18.897840	26.176472	62.355399	3.316772	0.274005	-9.421849	6.614902	-18.984298	-37.090375	19.377923	24.841145	62.973601	3.884932	1.672106	-8.679453	6.667314	-19.405388	-35.103647	19.120506	28.674516	60.131377	5.031005	2.779928	-8.092711	6.502091	-18.021336	-35.198007	18.443558	26.868324	62.008202	3.107761	1.072032	-7.582656	6.716324	-19.561567	-34.552869	18.820278	28.638578	60.168383	2.697531	-0.018452	-7.360637	6.701639	-18.096895	-35.049495	19.301554	27.489224	61.606022	3.140851	0.693941	-7.974971	7.117126	-16.819692	-35.674180	19.275356	27.316828	62.010810	3.052348	1.202123	-8.972983	7.102047	-18.651022	-34.383631	19.263562	27.790145	60.960953	2.584008	0.172983	-7.499506	6.607543	-19.032112	-36.462415	18.446080	25.924940	62.444256	2.776369	0.995824	-8.427391	6.754892	-17.700386	-36.661533	19.048697	26.055246	61.553395	3.929051	0.673315	-8.613647
84	7.308349	-18.672988	-35.165970	20.031600	27.931674	58.291252	2.937001	0.876879	-8.804365	6.856557	-20.197030	-35.613955	20.111965	29.385363	58.521858	1.751300	-0.454690	-9.013101	7.112436	-20.002289	-35.739451	16.974221	29.603413	55.687435	3.120419	0.219507	-7.237323	7.802607	-18.660178	-35.513882	16.398107	28.219170	56.340313	3.218887	0.309551	-8.252035	7.341155	-20.872470	-37.113655	18.493498	28.184955	58.229569	2.957475	1.246234	-10.518832	7.454686	-20.431307	-36.090436	19.989073	30.164234	58.439403	3.419765	0.698328	-10.059074	5.471256	-20.119282	-35.708466	19.440615	29.820227	56.718673	3.140549	0.571554	-8.828051	7.227216	-20.264600	-35.350391	18.285464	27.600308	57.585336	2.146889	0.167447	-9.718820	7.094492	-20.961483	-34.696979	17.281468	26.533807	56.364925	2.856485	-0.046764	-7.632069	7.562230	-23.429372	-34.024043	19.579843	31.317869	55.746630	2.225013	-0.251510	-8.829715	8.612769	-20.571503	-33.991876	17.688150	27.784248	58.913679	3.012744	0.570176	-10.095679	6.841465	-19.868953	-36.188874	18.315643	28.553333	57.685834	3.162148	0.276001	-9.990656	6.770808	-19.735922	-37.118414	18.914355	26.964651	58.387891	3.744285	1.700595	-9.211050	6.609675	-20.165425	-34.898277	18.377353	30.656483	55.332097	4.896020	2.551621	-8.432806	6.442018	-18.775771	-35.083478	17.847782	28.837897	57.420062	2.937842	0.891149	-7.925122	6.596774	-20.247599	-34.489032	18.141403	30.550875	55.349964	2.545686	-0.148270	-7.771769	6.763278	-19.004129	-35.071442	18.896868	29.736293	57.012153	2.964278	0.564868	-8.367096	7.002374	-17.626083	-35.644119	18.527249	29.366083	57.354778	2.969890	1.311171	-9.447270	7.051282	-19.381308	-34.351819	18.731935	30.029730	56.205543	2.417381	-0.060415	-7.856106	6.597161	-19.723530	-36.368673	17.896979	27.842904	57.851970	2.555458	0.844748	-8.810334	6.698148	-18.584661	-36.509931	18.238284	27.923652	56.941471	3.745964	0.568271	-9.169566
85	7.354001	-19.881451	-34.758758	19.438834	30.497472	53.160823	2.807967	0.667845	-9.176292	6.885669	-21.137223	-35.355143	19.048800	31.515849	53.494251	1.664642	-0.634528	-9.349329	7.263622	-20.999408	-35.390891	15.908925	31.622225	50.549288	2.977497	-0.047394	-7.469362	7.915037	-19.614478	-35.047911	15.725309	30.404941	51.323102	3.041512	-0.027468	-8.700436	7.395016	-21.871176	-36.908718	17.898544	30.577265	53.164350	2.714817	0.976501	-10.864070	7.475483	-21.387597	-35.782871	18.862945	32.294310	53.470841	3.225430	0.636544	-10.421431	5.384165	-20.924694	-35.241393	18.309257	31.438186	51.793691	2.903651	0.362044	-9.219625	7.289502	-21.140572	-34.955091	17.494516	29.793163	52.546330	2.034561	-0.075911	-10.139601	7.251309	-22.123814	-34.119377	16.410603	28.588835	51.311404	2.751189	-0.329353	-8.102616	7.546886	-24.535724	-33.611274	18.488928	33.326237	50.843545	2.068827	-0.390218	-9.188114	8.642001	-21.661263	-33.608847	17.095796	30.009531	54.126832	2.819476	0.189979	-10.379074	6.945483	-20.998745	-35.822796	17.476685	30.995979	52.745774	2.987725	0.143336	-10.525347	6.983061	-20.632155	-36.856516	18.140886	29.231225	53.505716	3.616181	1.655049	-9.761695	6.564817	-21.046076	-34.426905	17.297228	32.624768	50.263334	4.785895	2.242576	-8.735119	6.435387	-19.673121	-34.698452	16.978244	30.922518	52.531389	2.785944	0.595023	-8.270008	6.520988	-21.053447	-34.206909	17.135110	32.482322	50.306005	2.432860	-0.328860	-8.179086	6.858412	-20.030535	-34.808792	18.167332	32.101758	52.126965	2.826238	0.372521	-8.741728	6.926852	-18.609090	-35.334596	17.515331	31.482760	52.415480	2.920570	1.310553	-9.919477	7.013814	-20.207663	-34.019780	17.832785	32.343768	51.136897	2.279255	-0.374391	-8.191737	6.642985	-20.528461	-35.989777	17.056174	29.891714	52.961339	2.391362	0.557509	-9.183348	6.701430	-19.632469	-36.090690	17.148618	29.887278	52.071617	3.587294	0.390071	-9.670903
86	7.411718	-21.117583	-34.156414	18.410897	32.945059	47.917253	2.715878	0.348762	-9.544595	6.937381	-22.148287	-34.882847	17.668029	33.513955	48.310520	1.574292	-0.926696	-9.652928	7.418599	-22.037132	-34.834118	14.507315	33.482349	45.214432	2.839062	-0.409164	-7.659057	8.006802	-20.590580	-34.373685	14.712935	32.485846	46.143463	2.896161	-0.448740	-9.143057	7.418096	-22.827129	-36.507899	16.931477	32.866852	47.933409	2.511793	0.611064	-11.180738	7.462321	-22.397099	-35.215340	17.429502	34.295569	48.296594	3.042491	0.469236	-10.724505	5.398044	-21.859781	-34.651637	16.954650	33.057454	46.740099	2.676277	0.090956	-9.594319	7.401771	-22.089726	-34.409902	16.354605	31.956070	47.378216	1.947022	-0.386445	-10.512169	7.454714	-23.292670	-33.371830	15.178575	30.545800	46.155629	2.658265	-0.691330	-8.529941	7.491917	-25.547058	-33.024516	17.043749	35.059275	45.881243	1.917251	-0.597934	-9.578787	8.617858	-22.744864	-33.052869	16.223432	32.114108	49.202919	2.649781	-0.242082	-10.658270	7.042334	-22.137300	-35.251639	16.327433	33.336894	47.633326	2.770583	-0.127303	-11.020066	7.236090	-21.656902	-36.305530	16.987850	31.518937	48.394603	3.503195	1.534079	-10.310807	6.542141	-22.018369	-33.750077	15.876266	34.449462	45.047236	4.689407	1.890364	-8.994639	6.470874	-20.667314	-34.104127	15.815605	32.992494	47.456738	2.635523	0.203933	-8.612195	6.492212	-21.947995	-33.745657	15.808944	34.329278	45.151257	2.341559	-0.567355	-8.579853	6.971797	-21.130598	-34.284413	17.047553	34.436379	47.041912	2.708719	0.100735	-9.089698	6.887330	-19.739202	-34.803829	16.240671	33.558482	47.297871	2.889406	1.187052	-10.373834	6.987516	-21.089454	-33.475403	16.592812	34.591634	45.914075	2.142725	-0.742605	-8.518489	6.724728	-21.406248	-35.393051	15.915079	31.938494	47.889805	2.254293	0.141117	-9.538144	6.762311	-20.810831	-35.470333	15.795260	31.841926	47.049206	3.431541	0.140703	-10.105601
87	7.474705	-22.332088	-33.393408	16.922560	35.076209	42.694115	2.618076	-0.075509	-9.903732	7.014557	-23.211846	-34.222900	15.961241	35.234337	43.075073	1.440923	-1.315665	-9.918362	7.547608	-23.041520	-34.136562	12.817638	35.016492	39.814486	2.681587	-0.843018	-7.803132	8.049358	-21.522779	-33.522478	13.317765	34.255232	40.925713	2.739627	-0.923962	-9.577578	7.393358	-23.696278	-35.896616	15.490153	34.852379	42.635210	2.314112	0.137191	-11.449642	7.407062	-23.401660	-34.426569	15.675894	36.005743	43.023383	2.841587	0.176853	-10.962173	5.559403	-22.914965	-34.005003	15.340433	34.572841	41.659829	2.441328	-0.239981	-9.930081	7.565368	-23.073803	-33.763297	14.840115	33.918594	42.208916	1.842928	-0.748767	-10.818085	7.686024	-24.404226	-32.521024	13.622019	32.263849	41.028377	2.547474	-1.106788	-8.907881	7.409917	-26.443142	-32.302076	15.307188	36.437868	40.961382	1.725332	-0.876756	-9.993671	8.534677	-23.772563	-32.345009	14.994619	33.917134	44.245243	2.491406	-0.697953	-10.924141	7.102556	-23.204519	-34.526471	14.873140	35.413326	42.472641	2.485377	-0.512166	-11.471300	7.497001	-22.762110	-35.505306	15.459538	33.671420	43.159103	3.394742	1.348042	-10.831706	6.545983	-23.047146	-32.904531	14.104274	35.957783	39.791862	4.584984	1.524169	-9.202453	6.535591	-21.715824	-33.327297	14.330186	34.891847	42.290027	2.453119	-0.276898	-8.939340	6.515748	-22.910172	-33.109807	14.157469	35.977348	39.978734	2.233792	-0.885214	-8.953606	7.079890	-22.233255	-33.556693	15.547422	36.569376	41.883582	2.572397	-0.252065	-9.402636	6.876922	-20.994673	-34.075170	14.685327	35.454002	42.085302	2.851257	0.925101	-10.779574	6.968603	-22.003051	-32.712165	14.929567	36.571275	40.639361	1.962594	-1.169882	-8.830294	6.820977	-22.312225	-34.615374	14.444007	33.813685	42.749066	2.093342	-0.400349	-9.858885	6.874911	-22.088282	-34.670599	14.176628	33.669362	41.954003	3.244715	-0.184259	-10.452138
