Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
78	3.208817	-13.030410	-15.082319	19.279702	21.953814	73.457542	-2.205645	-17.442375	-6.970652	3.871122	-12.742554	-13.527909	18.435855	23.742229	71.200799	-0.578394	-13.990551	-8.896360	4.054923	-12.839471	-15.222578	17.189019	22.400586	73.358775	-1.569186	-15.118632	-7.239382	4.533609	-12.543065	-14.083227	18.610472	24.957753	70.220635	-1.297604	-15.923280	-8.914377	4.291563	-13.436249	-16.199946	19.313299	23.500806	72.395286	-2.227817	-15.577879	-8.559733	4.079121	-12.136546	-15.666383	17.741557	24.709562	70.513577	-2.088047	-15.379025	-8.454065	2.850600	-14.764355	-16.432282	19.651166	24.364833	71.631180	-2.252546	-16.518591	-6.661819	3.903587	-12.257993	-13.538832	17.159146	25.088290	69.509953	-0.677230	-13.583388	-8.144713	3.266292	-13.405827	-15.204427	17.185869	24.610796	69.647053	-0.376219	-14.280532	-8.305217	3.705522	-13.781488	-13.989051	17.976073	24.543119	71.150920	0.092603	-14.222379	-7.972511	4.367825	-12.711888	-14.731486	16.119329	24.767069	71.930302	-2.726444	-14.939910	-4.944569	3.342592	-14.407978	-14.812949	18.183837	26.003223	70.146112	-0.601609	-13.071960	-8.523360	3.905896	-14.162207	-15.726444	17.738667	24.513220	71.584297	-1.345736	-15.299172	-6.538246	4.649311	-12.208619	-15.364994	17.315357	24.220434	69.472701	-1.552761	-14.420794	-7.055373	4.828882	-12.524408	-14.805357	18.608688	25.304961	69.887430	-2.044421	-14.631638	-6.936074	4.081939	-13.909606	-14.433868	18.666943	23.423283	71.599923	-1.914216	-15.266205	-7.878672	3.586123	-14.513048	-15.579833	17.258658	25.055430	71.496227	-1.032793	-13.910076	-8.155587	3.151968	-13.421677	-14.635524	18.286316	23.393483	72.939975	-1.331664	-15.087952	-6.282414	4.752097	-12.841695	-16.360201	16.395999	25.878441	70.419674	-0.815821	-13.431125	-7.994037	3.268931	-11.668342	-15.726051	17.669781	24.509123	70.362381	-0.794056	-13.162858	-8.334129	3.846549	-14.118945	-16.251730	16.736665	24.429786	71.375039	0.224369	-13.674835	-7.172391	4.395630	-13.786418	-15.884088	17.677148	25.002661	70.510332	-1.207014	-14.263373	-5.965466
79	3.109746	-14.088835	-15.191722	18.991871	24.452312	70.000213	-2.261052	-16.860036	-7.596753	3.725195	-13.697837	-13.624402	18.247922	26.007195	67.812872	-0.906231	-13.671911	-9.207522	3.821282	-13.721651	-15.024352	16.985214	24.517734	69.715343	-1.770763	-14.953710	-7.729281	4.277503	-13.519693	-14.010338	18.464951	27.296381	66.655660	-1.435281	-15.504979	-9.203160	4.041515	-14.462859	-16.054010	19.343224	25.999319	68.725781	-2.417755	-15.458415	-8.867283	3.848774	-13.107735	-15.338080	17.346209	27.029605	66.709457	-2.464159	-15.247402	-8.581189	2.664068	-15.665875	-16.233466	19.466751	26.711127	67.874883	-2.474519	-16.037472	-6.936581	3.667563	-13.143260	-13.260480	16.923909	27.386095	65.825265	-1.119698	-13.517383	-8.342319	3.034560	-14.290950	-14.951832	16.964299	26.810478	65.958399	-0.774297	-14.108550	-8.517918	3.446453	-14.652864	-13.816252	17.779240	26.742947	67.562767	-0.139195	-14.132527	-8.264473	4.177037	-13.633001	-14.599963	15.829746	26.707253	68.483745	-2.924194	-14.813439	-5.314515	3.082806	-15.292725	-14.804957	18.064552	28.160477	66.586746	-0.971903	-13.060057	-8.746045	3.716980	-14.960332	-15.551994	17.568207	26.769442	67.806492	-1.795551	-15.324090	-6.848521	4.566846	-12.958219	-15.025922	17.002918	26.620229	65.696897	-1.879023	-14.210686	-7.191594	4.643633	-13.551239	-14.714295	18.354080	27.623466	66.403195	-2.265284	-14.159909	-7.171783	3.891677	-14.829987	-14.209520	18.522508	25.760455	67.833607	-2.116611	-15.055138	-8.223048	3.323733	-15.306626	-15.645935	16.925693	26.921600	68.072633	-1.264836	-13.685802	-8.528972	3.035055	-14.223229	-14.467317	18.000392	25.656866	69.322096	-1.532562	-14.677596	-6.567506	4.569059	-13.628339	-16.207682	16.146805	27.840916	66.902357	-1.239565	-13.293801	-8.197706	3.163598	-12.582579	-15.570435	17.257845	26.836438	66.772650	-1.195421	-12.894418	-8.559721	3.660534	-14.973343	-16.176161	16.486905	26.490720	67.814963	-0.271210	-13.631269	-7.347218	4.130876	-14.778872	-15.736319	17.613580	27.239591	66.851173	-1.444266	-14.031434	-6.246354
80	2.929380	-15.133678	-14.985260	18.575227	27.018148	66.153704	-2.444008	-16.267846	-8.059921	3.523587	-14.604601	-13.466082	17.978248	28.313298	64.066486	-1.320732	-13.412024	-9.368372	3.542253	-14.551936	-14.587239	16.720725	26.712153	65.727989	-2.080182	-14.831741	-8.082840	3.969271	-14.415358	-13.718341	18.171184	29.649068	62.756490	-1.662001	-15.059080	-9.289934	3.747043	-15.413892	-15.677260	19.209757	28.537839	64.741197	-2.693414	-15.350098	-9.023680	3.580126	-14.062025	-14.838465	16.856005	29.358181	62.626453	-2.896071	-15.102063	-8.567500	2.450395	-16.489214	-15.844029	19.147711	29.065597	63.847308	-2.752394	-15.537294	-7.084132	3.387971	-14.004865	-12.792562	16.617509	29.721180	61.828429	-1.649242	-13.501682	-8.392728	2.757986	-15.141222	-14.506864	16.656428	29.055812	61.953838	-1.263070	-13.933969	-8.563158	3.125717	-15.501767	-13.447053	17.497674	28.978795	63.663091	-0.485226	-14.042473	-8.408954	3.908815	-14.528054	-14.272062	15.563456	28.681472	64.721143	-3.225026	-14.733066	-5.565079	2.784196	-16.152232	-14.605101	17.853470	30.363302	62.732168	-1.416224	-13.062515	-8.860481	3.474718	-15.727076	-15.139865	17.320900	29.078398	63.698043	-2.368544	-15.314830	-6.996326	4.453082	-13.636771	-14.425639	16.551480	29.050932	61.586513	-2.306310	-14.041529	-7.165571	4.394974	-14.511440	-14.384323	18.004430	29.933253	62.605837	-2.552249	-13.721868	-7.271448	3.643974	-15.674416	-13.776879	18.303589	28.132025	63.773229	-2.416697	-14.836925	-8.427935	3.010563	-16.023369	-15.453862	16.555867	28.807719	64.303815	-1.608865	-13.525790	-8.738553	2.879213	-14.971304	-14.081867	17.658807	27.952029	65.422209	-1.822653	-14.320974	-6.737818	4.338442	-14.328495	-15.835382	15.858796	29.808160	63.058510	-1.767558	-13.227668	-8.228476	3.014257	-13.515203	-15.212304	16.800370	29.218044	62.879013	-1.702215	-12.696768	-8.669431	3.413846	-15.782393	-15.851073	16.192974	28.591829	63.903402	-0.892972	-13.597166	-7.373771	3.817869	-15.719569	-15.366757	17.470025	29.537482	62.866043	-1.761303	-13.826638	-6.399863
81	2.680490	-16.123322	-14.517584	18.025939	29.581045	61.972555	-2.732364	-15.686294	-8.355990	3.279988	-15.442957	-13.071128	17.581208	30.624767	59.991947	-1.796025	-13.204836	-9.381159	3.226511	-15.325701	-13.957363	16.364151	28.955963	61.426977	-2.480943	-14.734172	-8.289148	3.627776	-15.219112	-13.244803	17.704912	31.970126	58.583380	-1.945102	-14.602745	-9.208599	3.416666	-16.255611	-15.081325	18.853440	31.057525	60.444127	-3.038166	-15.240878	-9.008595	3.266622	-14.957922	-14.143679	16.209224	31.636343	58.202197	-3.372769	-14.930218	-8.361691	2.205678	-17.184966	-15.232575	18.602025	31.364180	59.490248	-3.066765	-15.019110	-7.049710	3.070978	-14.813564	-12.131120	16.161453	32.044575	57.500576	-2.244757	-13.517031	-8.265938	2.440221	-15.933713	-13.877275	16.194994	31.301266	57.631465	-1.799221	-13.742530	-8.420954	2.747474	-16.308823	-12.888022	17.086841	31.223480	59.435359	-0.935641	-13.948343	-8.381124	3.563559	-15.380203	-13.741909	15.278390	30.686370	60.600870	-3.629059	-14.681867	-5.655092	2.435058	-16.961886	-14.166453	17.464223	32.580191	58.508398	-1.928740	-13.081598	-8.819736	3.173246	-16.441323	-14.486743	16.927361	31.398298	59.236027	-3.025217	-15.243085	-6.944052	4.305166	-14.247632	-13.609994	15.926836	31.466204	57.188257	-2.805139	-13.900493	-6.985542	4.079753	-15.374059	-13.816587	17.507056	32.181279	58.499363	-2.880567	-13.319286	-7.218057	3.323167	-16.395557	-13.105897	17.925006	30.490637	59.356161	-2.803143	-14.597375	-8.435546	2.659139	-16.663230	-15.034187	16.117865	30.707223	60.216548	-2.047576	-13.427296	-8.782335	2.673220	-15.634586	-13.428864	17.196103	30.256707	61.158848	-2.209450	-14.029854	-6.736632	4.068315	-14.951567	-15.276915	15.487275	31.770987	58.923338	-2.374484	-13.206137	-8.089961	2.807999	-14.431580	-14.608686	16.228320	31.613884	58.605152	-2.308944	-12.583936	-8.609807	3.114904	-16.540773	-15.317024	15.818013	30.711073	59.668368	-1.599280	-13.563132	-7.244346	3.464316	-16.567230	-14.767259	17.165247	31.850027	58.541174	-2.138386	-13.636326	-6.398305
82	2.360713	-16.995090	-13.770007	17.268882	32.046886	57.431837	-3.111364	-15.119827	-8.449539	2.992703	-16.167363	-12.391456	16.950772	32.875140	55.548468	-2.309869	-13.044626	-9.216736	2.873553	-16.013439	-13.123631	15.824080	31.199682	56.773238	-2.958828	-14.641262	-8.311297	3.261008	-15.898412	-12.575480	16.990991	34.184094	54.131586	-2.269555	-14.154672	-8.949479	3.063164	-16.965259	-14.298622	18.227797	33.476434	55.887033	-3.415123	-15.118767	-8.831305	2.921322	-15.766269	-13.305869	15.388756	33.798827	53.526299	-3.855668	-14.730460	-8.005494	1.939301	-17.752549	-14.456169	17.816274	33.542601	54.891875	-3.377334	-14.490000	-6.865411	2.724997	-15.537066	-11.294683	15.480515	34.271055	52.880005	-2.861217	-13.531524	-7.963854	2.091792	-16.643349	-13.093116	15.524131	33.474704	53.040701	-2.327887	-13.529677	-8.104640	2.327298	-17.048359	-12.167783	16.495451	33.420434	54.917416	-1.449123	-13.843141	-8.184273	3.155355	-16.171747	-13.025525	14.902764	32.686409	56.139303	-4.104975	-14.617907	-5.573251	2.044379	-17.699094	-13.534062	16.862048	34.740440	54.003676	-2.462572	-13.104453	-8.644719	2.815779	-17.071291	-13.613873	16.309256	33.648827	54.455598	-3.694023	-15.087592	-6.693745	4.107397	-14.775672	-12.574876	15.045777	33.779849	52.489941	-3.353909	-13.782639	-6.628903	3.702058	-16.118309	-13.048224	16.816818	34.300499	54.137255	-3.212445	-12.942218	-7.020699	2.949017	-16.990224	-12.259902	17.344195	32.766702	54.679946	-3.215981	-14.332684	-8.277312	2.270551	-17.205971	-14.361807	15.532488	32.589623	55.769805	-2.572025	-13.387275	-8.627066	2.426231	-16.212512	-12.572507	16.572713	32.521416	56.609700	-2.650920	-13.775783	-6.582925	3.759317	-15.485902	-14.523403	14.946452	33.694892	54.466696	-3.038680	-13.200077	-7.755777	2.555029	-15.294675	-13.817134	15.500603	33.951936	54.043151	-2.953837	-12.524620	-8.403984	2.757814	-17.220911	-14.556327	15.270052	32.796063	55.067880	-2.351098	-13.505646	-6.927300	3.081366	-17.283931	-13.956523	16.615330	34.089858	53.922828	-2.531756	-13.437572	-6.246087
83	1.984806	-17.697108	-12.775275	16.249079	34.303187	52.589516	-3.531971	-14.571635	-8.350278	2.673495	-16.761274	-11.478233	16.060679	34.989621	50.832453	-2.820196	-12.908235	-8.910760	2.494384	-16.603529	-12.139157	15.059307	33.358942	51.862398	-3.458437	-14.537834	-8.183265	2.882166	-16.439303	-11.731032	16.004146	36.209784	49.457313	-2.613443	-13.735559	-8.538651	2.695534	-17.485792	-13.325696	17.232889	35.653066	51.090957	-3.782915	-14.970314	-8.479496	2.547878	-16.415051	-12.313740	14.312263	35.710523	48.605583	-4.299756	-14.497831	-7.498132	1.652796	-18.138728	-13.501787	16.693031	35.466517	50.061337	-3.638965	-13.961196	-6.521294	2.357715	-16.132853	-10.304259	14.510331	36.279705	48.028243	-3.442174	-13.516104	-7.504755	1.718357	-17.214529	-12.151861	14.550599	35.450786	48.199561	-2.792072	-13.292078	-7.612803	1.879291	-17.663084	-11.283252	15.626267	35.460694	50.113609	-1.976554	-13.713754	-7.798549	2.700566	-16.874270	-12.143350	14.349845	34.604626	51.381187	-4.600680	-14.493327	-5.327854	1.609164	-18.294412	-12.675037	15.934307	36.712616	49.219133	-2.977678	-13.112952	-8.316203	2.411517	-17.566652	-12.547832	15.387835	35.708335	49.417126	-4.291622	-14.836408	-6.265842	3.861811	-15.223567	-11.389309	13.924189	35.916736	47.588312	-3.909857	-13.675428	-6.140382	3.256447	-16.692727	-12.085358	15.852230	36.166448	49.541140	-3.499895	-12.583808	-6.672993	2.530082	-17.399941	-11.228735	16.445129	34.829312	49.761326	-3.597946	-14.036320	-7.931312	1.858007	-17.657788	-13.497914	14.764767	34.404265	51.056249	-3.133566	-13.379486	-8.312157	2.132979	-16.660832	-11.504649	15.685793	34.646210	51.762209	-3.112696	-13.544082	-6.248972	3.426383	-15.938861	-13.629993	14.204277	35.532506	49.774565	-3.704869	-13.172145	-7.277575	2.250101	-16.034894	-12.826565	14.520038	36.105142	49.195889	-3.577320	-12.506201	-8.035434	2.356183	-17.813357	-13.624072	14.510454	34.775855	50.196592	-3.084149	-13.405914	-6.468966	2.681118	-17.825864	-12.953922	15.742083	36.133343	49.079688	-2.887638	-13.212058	-5.963877
84	1.571614	-18.179397	-11.564987	14.927638	36.223747	47.520188	-3.935791	-14.051324	-8.082304	2.324993	-17.143215	-10.304807	14.802944	36.801221	45.857991	-3.277617	-12.786139	-8.459263	2.090385	-17.030651	-10.997305	13.948563	35.264789	46.718895	-3.916910	-14.408225	-7.897475	2.504711	-16.815571	-10.729967	14.733360	37.952037	44.627173	-2.952266	-13.364870	-8.012090	2.329223	-17.814319	-12.216694	15.900345	37.506069	46.158549	-4.102398	-14.792300	-8.003792	2.161644	-16.867697	-11.191187	12.980139	37.286613	43.530622	-4.663134	-14.239265	-6.898352	1.355724	-18.334645	-12.401328	15.244093	37.051731	45.087355	-3.818384	-13.451132	-6.068584	1.977596	-16.544221	-9.173818	13.202184	37.920220	43.017665	-3.932402	-13.448285	-6.925601	1.332481	-17.625839	-11.091022	13.290631	37.147090	43.214984	-3.165146	-13.037520	-7.014642	1.428301	-18.121461	-10.277015	14.475384	37.258433	45.132078	-2.459717	-13.553630	-7.276404	2.216544	-17.434050	-11.112170	13.529693	36.319101	46.388459	-5.045311	-14.271112	-4.943087	1.146741	-18.706591	-11.621349	14.672974	38.390328	44.259105	-3.439573	-13.089568	-7.874594	1.976809	-17.859877	-11.312080	14.096126	37.420350	44.195474	-4.737428	-14.487831	-5.697545	3.561817	-15.533603	-10.060906	12.501962	37.700236	42.517727	-4.426555	-13.571560	-5.535555	2.765166	-17.091640	-10.990046	14.630544	37.721371	44.812233	-3.708521	-12.237420	-6.227539	2.095699	-17.609413	-10.052527	15.215673	36.584168	44.704284	-3.896410	-13.718034	-7.440637	1.429690	-17.964496	-12.422718	13.708955	36.031957	46.088246	-3.685943	-13.390607	-7.830377	1.805271	-16.958190	-10.276763	14.513783	36.537880	46.709808	-3.545585	-13.315571	-5.774379	3.074222	-16.260617	-12.588191	13.155979	37.159138	44.857850	-4.299120	-13.083948	-6.675578	1.907754	-16.604372	-11.685776	13.272344	37.968950	44.169365	-4.118878	-12.506353	-7.554338	1.910699	-18.255900	-12.504185	13.428844	36.496618	45.070271	-3.712478	-13.241891	-5.887044	2.275852	-18.140541	-11.772423	14.482553	37.828663	44.089290	-3.149554	-12.954866	-5.583204
85	1.141072	-18.370736	-10.150926	13.265928	37.636926	42.295133	-4.258293	-13.580215	-7.676371	1.966104	-17.313096	-8.958475	13.240479	38.253109	40.757577	-3.653765	-12.672229	-7.933353	1.676909	-17.285682	-9.749770	12.531858	36.828390	41.476938	-4.286736	-14.252058	-7.525730	2.145188	-16.965932	-9.572607	13.152887	39.268132	39.709936	-3.252904	-13.068379	-7.412424	1.987089	-17.870057	-10.973032	14.167960	38.822251	41.154353	-4.317620	-14.576080	-7.427563	1.780048	-17.050354	-9.926872	11.368237	38.382558	38.376004	-4.892000	-13.961369	-6.269269	1.060132	-18.291581	-11.152946	13.451289	38.152583	40.039898	-3.881041	-12.987174	-5.557318	1.598807	-16.737660	-7.933991	11.586900	39.094999	37.954475	-4.297460	-13.323295	-6.302132	0.942689	-17.788614	-9.890994	11.682436	38.364374	38.157886	-3.398448	-12.778956	-6.360413	1.001208	-18.323209	-9.138718	12.956368	38.614484	40.037590	-2.825036	-13.356748	-6.645069	1.728850	-17.797047	-9.964552	12.406626	37.709609	41.278042	-5.364676	-13.948569	-4.483673	0.680876	-18.862428	-10.375065	13.043778	39.613709	39.214427	-3.803686	-13.024362	-7.359698	1.541500	-17.912862	-9.953310	12.456246	38.678587	38.907112	-4.991423	-14.071783	-5.069132	3.233526	-15.680556	-8.647588	10.847844	39.081093	37.392167	-4.868817	-13.468447	-4.897013	2.246207	-17.236777	-9.771184	13.098017	38.788681	40.014178	-3.784214	-11.916758	-5.720678	1.678594	-17.565399	-8.744613	13.618724	37.882081	39.598881	-4.061520	-13.393754	-6.842472	1.003764	-18.107950	-11.193113	12.382487	37.402182	40.997413	-4.182580	-13.404810	-7.257311	1.456669	-17.046847	-8.904872	13.009499	38.046668	41.529278	-3.900662	-13.083384	-5.200282	2.714092	-16.440100	-11.440778	11.835065	38.514380	39.829129	-4.772469	-12.937602	-6.039231	1.544771	-16.924314	-10.414298	11.725619	39.384036	39.052175	-4.511791	-12.520028	-7.015299	1.446387	-18.526754	-11.249984	12.056836	37.885715	39.827742	-4.187462	-13.030584	-5.270796	1.878621	-18.211349	-10.449975	12.866502	39.073620	39.058608	-3.282876	-12.680879	-5.160686
86	0.718582	-18.284762	-8.596854	11.342133	38.521385	37.025222	-4.467286	-13.174242	-7.211549	1.621050	-17.189570	-7.459067	11.344523	39.152526	35.622051	-3.891551	-12.583035	-7.388419	1.273060	-17.287110	-8.395151	10.765041	37.823292	36.240504	-4.497710	-14.073348	-7.120208	1.817915	-16.888001	-8.294958	11.332581	40.133188	34.799406	-3.494198	-12.854526	-6.809390	1.687771	-17.668351	-9.640800	12.143532	39.588374	36.173813	-4.417970	-14.339256	-6.823533	1.426497	-16.927519	-8.525676	9.508592	38.922756	33.238271	-4.955805	-13.684039	-5.692134	0.783076	-17.991699	-9.769597	11.364824	38.692902	35.002976	-3.823461	-12.596150	-5.058606	1.241138	-16.649898	-6.592053	9.674761	39.642057	32.941046	-4.487112	-13.147281	-5.712038	0.562493	-17.709190	-8.577947	9.815487	39.086253	33.133991	-3.501922	-12.544983	-5.728999	0.618922	-18.266973	-7.898627	11.142863	39.494028	34.945186	-3.051093	-13.148943	-5.984847	1.265084	-17.869957	-8.697556	10.922133	38.588492	36.159586	-5.468597	-13.529437	-4.018864	0.245747	-18.729565	-8.968031	11.092987	40.290388	34.195619	-4.041982	-12.933698	-6.834107	1.144369	-17.657705	-8.490931	10.470442	39.318674	33.664489	-5.004338	-13.626041	-4.468117	2.903369	-15.570534	-7.161638	8.952863	39.854296	32.313168	-5.170943	-13.378849	-4.311982	1.734748	-17.144985	-8.479693	11.333695	39.380101	35.241005	-3.735285	-11.642608	-5.221415	1.314299	-17.253401	-7.337014	11.695741	38.643108	34.547202	-4.084630	-13.091895	-6.204819	0.603314	-17.996575	-9.801575	10.721459	38.327794	35.881075	-4.557726	-13.422045	-6.644670	1.112767	-16.893511	-7.421082	11.194888	39.070284	36.327672	-4.148992	-12.861233	-4.602338	2.356248	-16.404058	-10.176131	10.190917	39.423382	34.766497	-5.033179	-12.740594	-5.459468	1.188539	-16.955643	-9.042434	9.913489	40.259228	33.952268	-4.720011	-12.558625	-6.492770	0.989322	-18.517645	-9.851126	10.333518	38.725851	34.578767	-4.405132	-12.790900	-4.715482	1.507534	-17.986581	-8.996129	10.902544	39.702158	34.087474	-3.249361	-12.419467	-4.753355
87	0.340595	-17.860337	-6.926248	9.183208	38.711180	31.817255	-4.502213	-12.885920	-6.761064	1.316478	-16.813234	-5.881823	9.233820	39.530553	30.562707	-3.993884	-12.539942	-6.892895	0.898205	-17.059110	-6.968684	8.765968	38.253153	31.116295	-4.551766	-13.898176	-6.749518	1.553368	-16.521781	-6.895058	9.292986	40.391101	30.007777	-3.645295	-12.767487	-6.287633	1.461412	-17.171573	-8.236181	9.884977	39.687520	31.312543	-4.384271	-14.114355	-6.259900	1.129687	-16.500411	-7.011529	7.471407	38.889040	28.220697	-4.847510	-13.441398	-5.242370	0.544886	-17.449886	-8.276872	9.076149	38.653523	30.062895	-3.664911	-12.308391	-4.646552	0.920470	-16.325421	-5.183454	7.590147	39.628783	28.061678	-4.518282	-12.963834	-5.214460	0.215660	-17.355071	-7.159169	7.741674	39.212559	28.256115	-3.472414	-12.386916	-5.199529	0.312689	-17.912011	-6.553007	9.068328	39.783130	29.964441	-3.110046	-12.973586	-5.371092	0.845393	-17.667763	-7.336944	9.162840	38.947242	31.143204	-5.356022	-13.065389	-3.622821	-0.120606	-18.315020	-7.443464	8.916118	40.390783	29.309512	-4.153739	-12.854245	-6.365968	0.813431	-17.142773	-6.970723	8.274482	39.403675	28.562273	-4.824374	-13.208845	-3.975497	2.603505	-15.226999	-5.640703	6.919125	40.066796	27.371883	-5.328253	-13.321361	-3.853387	1.267348	-16.793050	-7.139675	9.378015	39.421178	30.588948	-3.560269	-11.463494	-4.798422	1.035087	-16.693306	-5.865888	9.533740	38.847788	29.644956	-3.988683	-12.851930	-5.602644	0.246291	-17.652607	-8.308292	8.819198	38.799656	30.856668	-4.801836	-13.453805	-6.063636	0.805333	-16.491431	-5.863565	9.137408	39.555218	31.217453	-4.280634	-12.683600	-4.066442	2.014147	-16.167228	-8.821629	8.316883	39.887509	29.770956	-5.079911	-12.539523	-5.009714	0.869104	-16.696200	-7.596623	7.910884	40.565609	28.974543	-4.741447	-12.647615	-6.058046	0.567385	-18.236445	-8.347467	8.360399	39.022272	29.442071	-4.378798	-12.572324	-4.298297	1.176874	-17.520873	-7.458952	8.732379	39.771023	29.249481	-3.088694	-12.206227	-4.415858
88	0.030197	-17.194083	-5.211107	6.927074	38.356289	26.756061	-4.385878	-12.729749	-6.388509	1.088978	-16.191910	-4.277415	6.993541	39.323879	25.712930	-3.951197	-12.584427	-6.525947	0.581218	-16.597123	-5.491047	6.625331	38.026205	26.240263	-4.437254	-13.768345	-6.483891	1.357062	-15.949329	-5.426894	7.160635	40.159445	25.406760	-3.727422	-12.805334	-5.899930	1.321819	-16.430456	-6.791295	7.524069	39.187069	26.645916	-4.248097	-13.942946	-5.800724	0.923533	-15.798592	-5.422215	5.348477	38.293145	23.440689	-4.584317	-13.279007	-4.987157	0.368411	-16.708002	-6.711852	6.700329	38.042894	25.319969	-3.440669	-12.172298	-4.395645	0.665913	-15.773280	-3.729300	5.433816	39.014285	23.450648	-4.390882	-12.838668	-4.882177	-0.075541	-16.781979	-5.681903	5.584111	38.818627	23.613994	-3.360799	-12.352675	-4.823122	0.096586	-17.310272	-5.125065	6.852567	39.541790	25.185947	-3.042009	-12.880988	-4.870752	0.504940	-17.162713	-5.885920	7.179191	38.675545	26.370706	-5.001813	-12.622959	-3.390051	-0.378189	-17.652318	-5.848337	6.629373	39.921576	24.666809	-4.163314	-12.840462	-6.022297	0.592232	-16.374305	-5.420429	5.970914	38.893317	23.741919	-4.477502	-12.907054	-3.700604	2.370708	-14.653496	-4.116157	4.834983	39.674560	22.697281	-5.324076	-13.333607	-3.617509	0.866640	-16.241042	-5.782879	7.332515	38.995036	26.133140	-3.308283	-11.416943	-4.501640	0.869421	-15.928473	-4.362881	7.235349	38.505834	24.991625	-3.815680	-12.726570	-5.108189	-0.035644	-17.081146	-6.753964	6.745785	38.738550	26.068119	-4.898246	-13.530901	-5.587991	0.567170	-15.856750	-4.271517	6.926146	39.473921	26.319393	-4.299997	-12.601500	-3.683799	1.710907	-15.717438	-7.386279	6.277614	39.832516	24.970377	-4.889853	-12.398744	-4.787518	0.618308	-16.164474	-6.099097	5.812231	40.306440	24.228895	-4.603138	-12.824581	-5.776365	0.217993	-17.667851	-6.753502	6.217302	38.706783	24.559153	-4.109634	-12.448156	-4.117597	0.916722	-16.825491	-5.862689	6.463969	39.225132	24.660296	-2.846985	-12.104805	-4.227473
