Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
37	1.678245	-2.053371	30.386963	0.289101	26.996767	14.291821	-3.558836	-18.931943	6.063958	1.015268	-2.652646	28.861110	1.259462	24.752759	17.098322	-1.486678	-16.318660	3.317622	2.239148	-1.650404	31.627746	1.049178	27.193793	14.207321	-9.048862	-20.974274	6.385218	0.971579	-2.188138	30.658757	1.598875	28.213600	15.937410	-4.848532	-18.517219	6.994729	2.849373	-1.370589	31.119214	0.956155	27.729035	14.885139	-7.097762	-19.606545	4.936567	2.667519	-2.598157	30.509724	0.573651	28.056152	14.112072	-7.302564	-17.909858	5.157231	2.188382	-2.322413	29.345787	1.522614	27.590920	15.835952	-7.793615	-18.549181	7.153893	2.826520	-2.146445	31.221543	1.281383	27.434426	15.462352	-9.312082	-19.201239	7.630167	2.759746	-1.462940	31.018139	0.733200	27.215480	14.317380	-9.652285	-20.359703	10.217084	1.312309	-2.331789	30.740920	0.304589	26.676849	14.188958	-4.635069	-18.660869	11.199227	1.740805	-2.454497	30.699492	0.834614	26.522596	14.866145	-7.072754	-16.980535	7.519617	1.974044	-1.669749	31.536199	0.098457	26.463070	13.090527	-8.863997	-20.524816	7.717078	2.980948	-1.915457	31.211179	1.564091	28.176939	15.113617	-9.938649	-20.503000	7.812420	1.400511	-1.943426	30.505747	1.483632	27.442221	16.024357	-5.352759	-16.375454	3.877780	1.247067	-1.634341	30.396130	1.087435	27.758842	14.960121	-5.370851	-17.989751	5.041179	-0.537705	-2.323302	30.351155	1.705377	27.154911	15.568111	-5.648678	-16.843452	5.397292	3.494379	-2.287749	30.717583	0.995676	27.260226	14.106563	-10.997251	-21.057655	7.266975	2.054321	-1.656212	30.323246	1.319849	28.437892	14.854802	-7.667214	-18.801888	8.501637	1.366531	-2.721652	30.076931	1.108981	26.032357	15.690004	-5.122046	-16.389165	4.443952	0.114362	-2.021686	29.934591	0.507539	28.171271	13.967347	-4.219413	-16.585044	5.299464	1.296133	-2.435062	29.270836	0.891226	27.187488	15.312620	-4.651236	-18.065924	6.645733	1.013594	-1.820594	31.577496	0.579356	28.202763	13.402306	-6.923115	-19.412926	7.503877
38	1.977664	-1.621678	30.996773	0.767183	27.034958	15.055058	-4.031400	-19.004058	7.878182	1.127488	-2.291135	29.703595	1.651778	25.038318	17.439912	-1.811390	-16.574672	5.458197	2.611758	-1.299686	32.010686	1.538343	27.083455	15.061561	-10.115847	-20.810572	8.198204	1.264213	-1.796855	30.923160	2.224853	28.430197	16.850392	-5.669927	-18.451903	8.938763	3.123577	-1.066168	31.508870	1.445649	27.702148	15.626437	-7.830040	-19.572242	6.666360	2.808584	-2.309697	30.981122	1.113399	28.182704	14.960389	-8.084654	-17.558928	6.916602	2.155069	-2.176965	29.796492	2.178046	27.631568	16.854406	-8.554190	-17.998018	8.863447	2.831489	-1.991793	31.570712	1.823090	27.433137	16.240887	-10.157402	-18.560204	9.431531	2.797844	-1.303630	31.251285	1.324569	26.896341	15.427598	-10.533524	-19.684511	11.684467	1.436537	-2.040916	31.109852	0.947989	26.509906	15.259888	-5.385702	-18.310482	12.891163	1.800191	-2.244354	31.200633	1.408765	26.637153	15.722444	-7.985446	-16.753066	9.240776	2.280382	-1.381459	31.952961	0.490053	26.333301	13.831793	-9.926195	-20.208683	9.459150	3.160096	-1.697871	31.569369	2.105394	28.045825	16.028864	-10.894977	-19.762612	9.609740	1.653343	-1.563046	31.061212	2.007802	27.623542	16.690596	-6.092227	-16.519048	5.727968	1.527777	-1.233618	30.892211	1.616325	27.923541	15.711776	-6.349055	-18.046766	6.761751	-0.406636	-2.003635	30.732703	2.331860	27.103808	16.624812	-6.541096	-16.552925	7.113695	3.639457	-2.083462	31.057443	1.575990	27.121355	15.125391	-12.120605	-20.338971	8.871553	2.071408	-1.409127	30.538364	2.051784	28.339681	16.115367	-8.404385	-18.105979	10.257814	1.611750	-2.346562	30.604254	1.534511	26.086533	16.324919	-5.687271	-16.464603	6.312938	0.249056	-1.725119	30.431773	0.989334	28.331410	14.646983	-4.951569	-16.515881	7.068338	1.412544	-2.129025	29.951487	1.337536	27.066574	15.934666	-5.108693	-17.909965	8.560441	1.178360	-1.512110	32.008993	1.152669	28.249427	14.307911	-7.975797	-19.181696	9.163297
39	2.211470	-1.261077	31.431411	1.368255	26.983783	16.115599	-4.523752	-18.866153	9.556436	1.138280	-2.033527	30.349765	2.194756	25.296488	18.100630	-2.268171	-16.656816	7.444831	2.882799	-1.065768	32.161446	2.180719	26.838529	16.334259	-11.182325	-20.244696	9.834174	1.516440	-1.443392	31.069538	2.954378	28.509605	18.031547	-6.445107	-18.173239	10.802363	3.284721	-0.856911	31.716657	2.060917	27.524755	16.701348	-8.580465	-19.234930	8.229862	2.881231	-2.066767	31.244527	1.811894	28.113137	16.233084	-8.878999	-16.947501	8.448758	2.076912	-2.061582	30.081841	2.976354	27.528630	18.233210	-9.285596	-17.275306	10.471603	2.759363	-1.910910	31.734936	2.494327	27.340896	17.366812	-10.970014	-17.708455	11.079042	2.749709	-1.223988	31.307932	2.043575	26.518237	16.879680	-11.364344	-18.786067	13.011467	1.484586	-1.842406	31.287660	1.718036	26.266811	16.663783	-6.163429	-17.768380	14.437772	1.778516	-2.095359	31.510927	2.112729	26.668274	16.872321	-8.936880	-16.337439	10.830532	2.442566	-1.239208	32.159301	1.015206	26.117258	14.950768	-10.991394	-19.539810	10.996101	3.244852	-1.552996	31.765482	2.767309	27.804920	17.255462	-11.793062	-18.763413	11.282346	1.816457	-1.259987	31.408837	2.669423	27.634151	17.727137	-6.856901	-16.415954	7.420093	1.724134	-0.911441	31.192810	2.268022	27.932120	16.800801	-7.369140	-17.843320	8.293755	-0.355651	-1.779338	30.921818	3.094070	26.921594	18.076694	-7.461173	-16.035018	8.661184	3.680391	-1.971486	31.196364	2.314602	26.911424	16.517914	-13.177294	-19.355024	10.335127	2.009711	-1.236315	30.611885	2.929629	28.095714	17.735791	-9.083100	-17.200777	11.881963	1.750538	-2.053674	30.916678	2.104479	26.030360	17.350494	-6.284364	-16.318393	7.974005	0.309318	-1.492003	30.721036	1.612120	28.332810	15.706465	-5.735057	-16.202194	8.639460	1.434210	-1.920091	30.453577	1.915376	26.861788	16.903439	-5.590236	-17.510453	10.301424	1.252032	-1.300372	32.214655	1.869953	28.224457	15.556871	-9.059510	-18.712283	10.689960
40	2.375852	-0.982881	31.688242	2.100066	26.849812	17.482771	-5.025001	-18.519322	11.109752	1.069934	-1.862167	30.819537	2.873467	25.515469	19.053413	-2.838996	-16.580587	9.295286	3.071568	-0.925823	32.126005	2.957107	26.485940	17.972355	-12.190811	-19.350049	11.346799	1.728179	-1.134417	31.108423	3.782996	28.435824	19.493573	-7.123332	-17.676256	12.588005	3.342469	-0.735820	31.743200	2.793787	27.184891	18.127436	-9.322019	-18.591731	9.644674	2.916388	-1.848725	31.344198	2.627131	27.861778	17.855635	-9.642688	-16.150774	9.792815	1.977731	-1.962427	30.237904	3.875199	27.285106	19.907019	-9.951170	-16.442961	11.995541	2.622498	-1.896486	31.704976	3.308908	27.118973	18.913680	-11.673598	-16.672310	12.521725	2.639207	-1.214997	31.209323	2.880380	26.080714	18.682715	-12.085685	-17.723290	14.188458	1.465481	-1.737871	31.287247	2.612951	25.951020	18.410997	-6.943611	-17.073249	15.833405	1.687912	-2.001071	31.608869	2.960677	26.578475	18.367772	-9.890517	-15.731198	12.271927	2.493527	-1.205341	32.210608	1.657129	25.841079	16.379265	-12.033172	-18.617394	12.378378	3.242249	-1.473454	31.788693	3.557813	27.424589	18.847563	-12.552801	-17.544486	12.793030	1.912124	-1.014837	31.592909	3.441040	27.471007	19.104338	-7.620345	-16.080665	8.963625	1.841027	-0.669251	31.309609	3.036729	27.763551	18.250976	-8.396739	-17.388572	9.622529	-0.351935	-1.619007	30.977540	3.950609	26.616576	19.845312	-8.370304	-15.362057	10.068106	3.645575	-1.933810	31.185051	3.180218	26.627751	18.231127	-14.091671	-18.205378	11.690201	1.910021	-1.110976	30.589720	3.902834	27.721456	19.638441	-9.674120	-16.178978	13.399616	1.802046	-1.830139	31.059694	2.801670	25.868769	18.727320	-6.889692	-15.987539	9.439497	0.320123	-1.303144	30.851384	2.345646	28.188495	17.081464	-6.535002	-15.707588	10.034646	1.382524	-1.799904	30.790712	2.613438	26.590377	18.194353	-6.076475	-16.912907	11.868121	1.241372	-1.184126	32.185945	2.750931	28.100907	17.197881	-10.129057	-18.000688	12.088505
41	2.477888	-0.790892	31.776119	2.955500	26.631375	19.152422	-5.515762	-17.981817	12.557409	0.942225	-1.767804	31.106799	3.680047	25.662276	20.317014	-3.509419	-16.349197	11.008955	3.196641	-0.863170	31.935022	3.851502	26.024636	19.969131	-13.048098	-18.184618	12.769525	1.906114	-0.875486	31.050344	4.694310	28.198793	21.239615	-7.662563	-16.976424	14.295596	3.329802	-0.677325	31.623826	3.606053	26.695305	19.860567	-10.014695	-17.706812	10.952634	2.932016	-1.644162	31.267787	3.549180	27.374984	19.889647	-10.303945	-15.197948	10.905867	1.876812	-1.873475	30.249284	4.855934	26.841157	21.931226	-10.480176	-15.531610	13.399501	2.460903	-1.914219	31.539910	4.219642	26.760564	20.813944	-12.217616	-15.555352	13.765753	2.505454	-1.251496	31.005034	3.795374	25.578098	20.783594	-12.654400	-16.591146	15.213340	1.405201	-1.704298	31.156119	3.599598	25.560430	20.451494	-7.693746	-16.296980	17.085534	1.567050	-1.939170	31.549403	3.908201	26.365077	20.149343	-10.793209	-15.007962	13.585824	2.438495	-1.272378	32.101065	2.432896	25.487456	18.174409	-12.987653	-17.470692	13.581476	3.192610	-1.430555	31.686753	4.431815	26.911238	20.741750	-13.132470	-16.233376	14.138818	1.955878	-0.821679	31.626619	4.302806	27.110069	20.845063	-8.347456	-15.512510	10.338742	1.899976	-0.493983	31.285689	3.889753	27.429652	20.022480	-9.387084	-16.755752	10.768633	-0.370595	-1.511965	30.898710	4.883019	26.137036	21.983083	-9.203826	-14.562677	11.292540	3.556112	-1.956694	31.062343	4.145408	26.238621	20.258329	-14.766239	-16.975226	12.928495	1.798810	-1.026186	30.475913	4.948275	27.174182	21.862124	-10.110116	-15.096350	14.774071	1.780158	-1.670370	31.053146	3.618018	25.585134	20.468132	-7.469430	-15.497324	10.686734	0.294472	-1.153990	30.809546	3.189996	27.848893	18.837456	-7.304876	-15.041267	11.198315	1.276119	-1.762672	30.956804	3.427226	26.242004	19.828332	-6.534019	-16.146558	13.228663	1.189244	-1.126961	32.000979	3.749016	27.876582	19.147139	-11.123846	-17.144938	13.399891
42	2.536570	-0.673862	31.724312	3.904996	26.322642	21.090357	-5.971327	-17.296221	13.925922	0.784435	-1.729761	31.228239	4.583136	25.699346	21.881522	-4.247709	-15.990557	12.593392	3.284685	-0.853293	31.638846	4.823646	25.451287	22.281326	-13.668259	-16.851162	14.124540	2.063489	-0.664027	30.912361	5.659029	27.804754	23.246352	-8.051279	-16.117990	15.921363	3.263408	-0.674519	31.361805	4.470676	26.023732	21.946798	-10.588103	-16.593158	12.150743	2.950974	-1.443571	31.075281	4.518795	26.696477	22.235245	-10.829025	-14.190266	11.821144	1.793589	-1.789233	30.159264	5.860774	26.219402	24.226026	-10.863548	-14.607888	14.676725	2.303455	-1.943330	31.262549	5.193794	26.215842	23.097956	-12.516109	-14.441349	14.745304	2.379980	-1.317818	30.716738	4.760275	24.970020	23.219028	-12.988719	-15.468440	16.006936	1.321970	-1.733997	30.909805	4.656526	25.049721	22.825433	-8.367505	-15.491242	18.131268	1.441741	-1.903886	31.348793	4.930238	25.992986	22.243470	-11.570780	-14.219263	14.734740	2.330239	-1.390292	31.885697	3.296963	25.058043	20.250399	-13.811997	-16.233214	14.632793	3.117886	-1.411695	31.472853	5.359749	26.226797	22.966609	-13.449710	-14.931657	15.241886	1.966032	-0.678534	31.532844	5.220295	26.551769	22.934882	-9.000090	-14.752882	11.535413	1.910830	-0.391419	31.126263	4.807039	26.896896	22.166582	-10.269853	-15.993935	11.693697	-0.379518	-1.431709	30.735402	5.836768	25.502734	24.398351	-9.922591	-13.722948	12.352941	3.440369	-2.016589	30.873324	5.162176	25.713882	22.566262	-15.145549	-15.751748	14.025119	1.700322	-0.964393	30.305652	6.012862	26.481748	24.324108	-10.394942	-14.030481	16.006514	1.710888	-1.558854	30.928359	4.523333	25.167234	22.551370	-7.983706	-14.896061	11.707483	0.260194	-1.026054	30.648998	4.093767	27.340357	20.893145	-8.003330	-14.288422	12.156016	1.144250	-1.784669	30.972143	4.329148	25.799694	21.791544	-6.924429	-15.264547	14.364285	1.125823	-1.111295	31.695500	4.838813	27.512776	21.410650	-11.953961	-16.214595	14.616918
43	2.566364	-0.631364	31.534702	4.926748	25.882813	23.325498	-6.353281	-16.479265	15.213316	0.624168	-1.726777	31.203249	5.543493	25.578174	23.747540	-5.017885	-15.539997	14.041454	3.354517	-0.877765	31.283673	5.824685	24.750864	24.876334	-13.971152	-15.454016	15.402113	2.210247	-0.506761	30.697443	6.656462	27.227441	25.552288	-8.263503	-15.124354	17.421263	3.177271	-0.703715	31.018541	5.338068	25.204548	24.309494	-11.017408	-15.354610	13.253181	2.987671	-1.251393	30.780530	5.495210	25.801273	24.921389	-11.142996	-13.204009	12.469708	1.744618	-1.711880	29.971934	6.842864	25.382626	26.824740	-11.057348	-13.725746	15.752873	2.169911	-1.968610	30.920438	6.180090	25.481263	25.711660	-12.554478	-13.408703	15.442300	2.281947	-1.391109	30.392680	5.725896	24.249790	25.914009	-13.107366	-14.413496	16.556378	1.237319	-1.798284	30.603664	5.728644	24.407360	25.461803	-8.949872	-14.708138	18.958591	1.330934	-1.886761	31.057077	5.981341	25.464309	24.613796	-12.180307	-13.434870	15.694802	2.195153	-1.535833	31.573719	4.230515	24.517765	22.637045	-14.413696	-15.003518	15.469208	3.039197	-1.401937	31.185514	6.294197	25.368328	25.484397	-13.496016	-13.728816	16.057764	1.958962	-0.588777	31.331101	6.152286	25.797620	25.364255	-9.534600	-13.856520	12.528362	1.901964	-0.342388	30.882591	5.739572	26.204513	24.602148	-11.011663	-15.207340	12.425905	-0.357001	-1.373337	30.502602	6.769192	24.686108	27.112665	-10.456821	-12.907660	13.190526	3.322994	-2.091215	30.650421	6.175971	25.021336	25.133478	-15.198027	-14.609092	14.926401	1.630257	-0.924816	30.082907	7.055885	25.620382	27.046543	-10.495927	-13.045423	17.025953	1.622400	-1.482134	30.708950	5.477632	24.596215	24.964423	-8.386966	-14.233879	12.479861	0.235000	-0.916199	30.376692	5.025529	26.625024	23.290492	-8.564690	-13.498210	12.837003	1.015598	-1.838424	30.860302	5.283831	25.238109	24.075866	-7.207747	-14.322986	15.240578	1.077404	-1.115855	31.328851	5.965765	26.994833	23.932273	-12.570314	-15.290236	15.727652
44	2.590140	-0.637651	31.254766	5.969728	25.309431	25.794680	-6.652898	-15.589375	16.426535	0.482312	-1.742524	31.053654	6.516688	25.252400	25.919404	-5.783701	-15.038652	15.328087	3.411581	-0.927894	30.908786	6.803327	23.908453	27.728476	-13.911440	-14.082359	16.567632	2.356495	-0.394601	30.431800	7.658420	26.506503	28.100010	-8.347373	-14.070118	18.774930	3.089464	-0.757035	30.630198	6.159963	24.220717	26.978003	-11.244887	-14.052426	14.207723	3.042106	-1.078026	30.425665	6.436064	24.733880	27.881973	-11.241931	-12.303626	12.845859	1.725601	-1.643678	29.719094	7.762313	24.366098	29.675197	-11.088794	-12.919055	16.604750	2.070439	-1.984252	30.548343	7.131575	24.547857	28.636925	-12.318567	-12.522808	15.812643	2.223141	-1.461244	30.054203	6.645775	23.378135	28.895009	-12.973933	-13.477066	16.764453	1.161528	-1.885671	30.261903	6.759601	23.576505	28.392797	-9.402645	-13.989480	19.459954	1.242715	-1.885119	30.709436	7.017818	24.766938	27.260748	-12.576948	-12.716260	16.401766	2.060353	-1.683140	31.202711	5.188436	23.860166	25.278261	-14.769972	-13.875539	16.065492	2.966445	-1.394398	30.851906	7.186015	24.322470	28.291891	-13.257746	-12.695497	16.511598	1.949784	-0.551028	31.038179	7.054170	24.854980	28.123376	-9.913627	-12.886577	13.279373	1.890241	-0.347546	30.566322	6.642520	25.334289	27.357969	-11.537215	-14.488578	12.903192	-0.303619	-1.331598	30.231298	7.648069	23.722667	30.064238	-10.805491	-12.167905	13.803167	3.214611	-2.166393	30.414552	7.134653	24.142169	27.944786	-14.927210	-13.596987	15.570882	1.585792	-0.904893	29.826319	8.043101	24.619354	29.982313	-10.450444	-12.164638	17.816981	1.536494	-1.434465	30.411833	6.436839	23.856423	27.696909	-8.640557	-13.556900	12.973979	0.226799	-0.822153	30.034120	5.943991	25.732856	25.974287	-8.966846	-12.731555	13.240974	0.910371	-1.901312	30.646347	6.253570	24.536615	26.670596	-7.354807	-13.375963	15.817088	1.060628	-1.131341	30.941007	7.074061	26.293726	26.694058	-12.923846	-14.433858	16.681291
45	2.622797	-0.684044	30.899993	6.987525	24.556923	28.524511	-6.848866	-14.653591	17.518719	0.370173	-1.767471	30.811024	7.455132	24.705523	28.374471	-6.513353	-14.535428	16.419606	3.448236	-1.003074	30.543679	7.713890	22.931432	30.794233	-13.520456	-12.800095	17.586981	2.504116	-0.337249	30.111968	8.642405	25.635496	30.919013	-8.321697	-13.010065	19.892723	3.010598	-0.822387	30.244857	6.906458	23.109902	29.890570	-11.295073	-12.767342	14.990556	3.104467	-0.944655	30.029588	7.302193	23.516447	31.104021	-11.103902	-11.540948	12.902332	1.723378	-1.591274	29.414130	8.578415	23.190233	32.769318	-10.975219	-12.215392	17.180272	2.000114	-1.991657	30.170558	8.012082	23.437285	31.831624	-11.840539	-11.808645	15.856517	2.188964	-1.526672	29.711860	7.491870	22.373525	32.101944	-12.644060	-12.651112	16.655898	1.093829	-1.982753	29.907649	7.704266	22.570771	31.560740	-9.736429	-13.342629	19.630687	1.172888	-1.902046	30.332827	7.999071	23.907657	30.166795	-12.752467	-12.100427	16.809486	1.937850	-1.818200	30.794714	6.128878	23.062091	28.169437	-14.836623	-12.931450	16.345947	2.895255	-1.393223	30.496053	7.993591	23.106815	31.361497	-12.762047	-11.853376	16.579793	1.949378	-0.553115	30.671081	7.886682	23.754696	31.171672	-10.127074	-11.914488	13.764894	1.886006	-0.390000	30.200849	7.482243	24.323809	30.365993	-11.847970	-13.898884	13.134950	-0.231320	-1.311231	29.930081	8.446106	22.634040	33.238363	-10.961305	-11.547132	14.156027	3.108907	-2.238651	30.175725	7.998962	23.093391	30.966110	-14.394699	-12.726854	15.929943	1.557085	-0.910751	29.546871	8.936200	23.490149	33.124925	-10.286599	-11.404391	18.333543	1.461804	-1.414026	30.056022	7.358209	22.956656	30.708751	-8.733409	-12.903227	13.184109	0.233545	-0.751447	29.642724	6.813963	24.678368	28.940131	-9.175780	-12.044104	13.323975	0.835336	-1.958471	30.363168	7.201448	23.697936	29.534034	-7.364472	-12.470346	16.083038	1.076621	-1.158036	30.551847	8.112542	25.404725	29.669777	-13.015694	-13.680657	17.423310
46	2.670257	-0.751847	30.505411	7.940530	23.641472	31.466910	-6.966516	-13.707264	18.460783	0.292223	-1.801830	30.485366	8.311973	23.916414	31.121620	-7.179433	-14.075190	17.238061	3.441661	-1.112666	30.198042	8.516126	21.826391	34.061641	-12.839922	-11.646962	18.414246	2.645826	-0.329641	29.741440	9.592423	24.652075	33.957342	-8.244785	-11.995197	20.749779	2.941775	-0.898822	29.887803	7.550400	21.893427	33.039416	-11.181283	-11.571586	15.543817	3.153491	-0.870838	29.600699	8.074004	22.196704	34.546463	-10.751003	-10.927352	12.646813	1.714526	-1.563104	29.067074	9.274976	21.907777	36.070081	-10.761698	-11.617299	17.472225	1.942449	-1.996861	29.790760	8.801501	22.191805	35.241170	-11.181154	-11.258708	15.613856	2.156501	-1.593331	29.354135	8.236829	21.247153	35.521027	-12.144028	-11.932060	16.225727	1.023403	-2.088638	29.539952	8.514849	21.394508	34.952873	-9.948457	-12.773215	19.427286	1.109759	-1.944581	29.939692	8.893453	22.910440	33.302277	-12.726306	-11.597256	16.902614	1.824318	-1.939276	30.365830	7.013136	22.124828	31.282948	-14.621883	-12.199322	16.280222	2.807211	-1.412214	30.130588	8.691384	21.766841	34.649464	-12.060162	-11.183949	16.291413	1.958522	-0.587993	30.228270	8.614258	22.515479	34.500296	-10.163539	-11.000245	13.937639	1.889269	-0.461770	29.779955	8.223842	23.185412	33.611449	-11.921097	-13.491348	13.093655	-0.164085	-1.319726	29.596319	9.156973	21.464991	36.596805	-10.957279	-11.057423	14.257165	2.987035	-2.313166	29.926467	8.735073	21.893647	34.188438	-13.650253	-12.001790	15.967578	1.526315	-0.949692	29.246347	9.714758	22.265219	36.444840	-10.054370	-10.753272	18.571286	1.394363	-1.425019	29.639280	8.204490	21.903489	33.989736	-8.655699	-12.298932	13.085902	0.241409	-0.713019	29.216548	7.616034	23.505816	32.151754	-9.194938	-11.468613	13.093399	0.787697	-2.003370	30.024280	8.095763	22.721942	32.654779	-7.238279	-11.640112	16.008671	1.110290	-1.204173	30.154625	9.042654	24.343620	32.834765	-12.885548	-13.038152	17.905568
47	2.730561	-0.834917	30.083616	8.785591	22.562124	34.616373	-7.030065	-12.771019	19.190738	0.237437	-1.848047	30.087956	9.062832	22.927098	34.113210	-7.772220	-13.684499	17.747963	3.373129	-1.257233	29.857150	9.205587	20.635988	37.482248	-12.001039	-10.612827	19.049706	2.765565	-0.375724	29.302638	10.488953	23.566460	37.205480	-8.156807	-11.065392	21.286418	2.870698	-0.994493	29.548852	8.093114	20.615996	36.392401	-10.950397	-10.519550	15.842665	3.161756	-0.870800	29.128695	8.748655	20.830664	38.163721	-10.223018	-10.452355	12.119862	1.674593	-1.568122	28.674034	9.854117	20.579579	39.535250	-10.497517	-11.117789	17.496539	1.876653	-2.009597	29.385532	9.492096	20.855992	38.825285	-10.399434	-10.863601	15.126313	2.096112	-1.673004	28.952090	8.881799	20.045067	39.108894	-11.526007	-11.304433	15.535748	0.930934	-2.208720	29.140410	9.176864	20.098362	38.522135	-10.054456	-12.276876	18.878643	1.040142	-2.019461	29.523235	9.675072	21.798922	36.650851	-12.516215	-11.207114	16.670223	1.704384	-2.054843	29.913876	7.811758	21.066655	34.589695	-14.157562	-11.667298	15.873271	2.675805	-1.469988	29.745412	9.269096	20.360645	38.122239	-11.199918	-10.667349	15.685915	1.965851	-0.647942	29.713709	9.236569	21.191672	38.042100	-10.057368	-10.181648	13.829495	1.888914	-0.555480	29.288214	8.854226	21.952337	37.052247	-11.775887	-13.269288	12.801140	-0.127358	-1.366642	29.213413	9.787457	20.264178	40.099092	-10.838250	-10.695084	14.133600	2.829400	-2.397312	29.643035	9.351309	20.605568	37.563105	-12.790568	-11.388825	15.732310	1.474319	-1.030455	28.905649	10.374684	20.983107	39.911744	-9.803522	-10.196535	18.541055	1.321918	-1.467213	29.149897	8.964179	20.746350	37.475555	-8.445937	-11.748609	12.735176	0.230569	-0.717338	28.751860	8.344265	22.265717	35.567907	-9.044710	-11.016531	12.586697	0.750241	-2.037953	29.636111	8.925346	21.647212	35.969391	-7.017652	-10.890657	15.652789	1.136324	-1.283271	29.717626	9.831433	23.127495	36.184871	-12.574941	-12.501212	18.072039
48	2.789445	-0.933266	29.630952	9.494738	21.344165	37.950316	-7.074246	-11.859841	19.662001	0.191235	-1.914127	29.595451	9.669317	21.746606	37.358551	-8.266977	-13.388212	17.849492	3.215555	-1.438792	29.476593	9.771791	19.390452	41.044627	-11.114755	-9.703533	19.456471	2.845946	-0.473483	28.767910	11.315328	22.393775	40.636595	-8.086702	-10.243235	21.481218	2.776299	-1.122857	29.182996	8.554110	19.325906	39.913570	-10.654743	-9.645856	15.885380	3.098859	-0.956673	28.577882	9.331628	19.475388	41.920416	-9.556604	-10.110045	11.367238	1.583243	-1.616599	28.203794	10.322675	19.261189	43.134235	-10.224780	-10.715870	17.264203	1.784568	-2.040077	28.910994	10.111991	19.495471	42.514969	-9.579670	-10.585696	14.486350	1.984323	-1.778061	28.459084	9.451547	18.827511	42.813395	-10.844638	-10.762586	14.674248	0.796276	-2.351235	28.673238	9.706701	18.754323	42.211751	-10.074032	-11.855845	18.052028	0.955250	-2.122092	29.060949	10.353025	20.622284	40.155859	-12.178736	-10.904270	16.182125	1.556767	-2.178139	29.411453	8.503033	19.914936	38.071149	-13.470325	-11.317831	15.140413	2.485079	-1.575530	29.311172	9.763535	18.968960	41.711524	-10.265385	-10.264772	14.878751	1.949875	-0.741600	29.100522	9.749776	19.829343	41.774677	-9.816568	-9.507401	13.436206	1.863863	-0.672999	28.705419	9.379421	20.667190	40.639922	-11.451038	-13.205300	12.307299	-0.143856	-1.465176	28.741652	10.352097	19.076391	43.717106	-10.643694	-10.464114	13.802646	2.611646	-2.499890	29.271221	9.849951	19.280126	41.078226	-11.881644	-10.886496	15.226689	1.382258	-1.164047	28.480063	10.920643	19.682265	43.508885	-9.573751	-9.738152	18.241710	1.229479	-1.549528	28.540173	9.620898	19.520979	41.147149	-8.125785	-11.259847	12.153185	0.177603	-0.780948	28.217515	8.998444	21.001962	39.161521	-8.742293	-10.692192	11.845930	0.701532	-2.070210	29.169556	9.682614	20.506340	39.454928	-6.731903	-10.240917	15.035308	1.128893	-1.401748	29.202679	10.485833	21.812331	39.682796	-12.161978	-12.038479	17.941214
