Time	L.ASISX	L.ASISY	L.ASISZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.PSISX	L.PSISY	L.PSISZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	R.ASISX	R.ASISY	R.ASISZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.PSISX	R.PSISY	R.PSISZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ
11.222	2400.547	988.745	929.07	2157.61	38.769	1066.309	2180.063	55.082	1022.596	2170.263	85.218	1069.02	2335.933	1049.768	902.289	2387.019	44.593	1072.089	2335.471	47.375	973.598	2235.172	1025.71	1016.162	2283.013	162.965	990.368	2243.299	184.333	1015.324	2309.102	234.306	963.275	2270.695	260.131	990.568	2378.137	590.644	911.394	2334.478	582.815	969.875	2333.091	690.137	894.722	2292.989	683.642	950.227	2408.944	961.303	1140.8	1934.76	515.568	1106.206	1951.491	489.367	1152.502	1982.682	504.747	1108.134	2360.157	1036.142	1177.76	1951.373	319.013	1181.62	1959.988	292.484	1076.364	2243.888	1017.377	1090.418	2086.873	449.474	1159.365	2084.641	490.743	1124.495	2166.013	463.803	1170.237	2163.463	504.208	1134.676	2413.897	547.01	1181.519	2362.185	533.107	1130.581	2368.743	647.464	1197.083	2317.632	631.681	1151.817
11.229	2399.309	988.196	929.456	2134.233	39.869	1066.404	2156.671	56.134	1022.8	2147.07	86.223	1069.243	2335.252	1050.402	902.75	2363.211	44.319	1071.849	2311.848	47.344	973.599	2234.23	1026.535	1015.817	2261.458	163.37	990.353	2222.219	185.936	1015.15	2289.245	234.337	963.077	2251.567	261.252	990.376	2367.269	588.919	910.614	2323.284	582.097	968.951	2325.134	689.788	894.297	2285.036	684.27	949.984	2409.057	963.294	1140.059	1946.987	507.303	1107.772	1965.537	481.831	1154.357	1995.189	498.267	1109.096	2357.705	1036.935	1178.18	1973.588	311.636	1183.253	1980.903	285.47	1078.094	2242.657	1018.524	1090.041	2101.909	446.174	1160.096	2099.021	487.485	1125.184	2181.111	462.218	1170.259	2177.427	502.807	1135.334	2426.294	552.098	1182.045	2374.792	535.863	1131.679	2377.267	650.568	1197.556	2326.088	632.394	1153.263
11.236	2397.665	987.339	930.068	2110.887	41.481	1066.61	2133.361	57.674	1022.908	2124.049	87.719	1069.343	2335.3	1051.79	903.151	2339.489	44.17	1071.677	2288.212	47.331	973.672	2233.604	1028.153	1015.368	2239.673	164.58	990.241	2201.129	187.852	1015.37	2268.808	234.862	962.963	2231.832	262.569	990.453	2355.945	587.915	910.074	2311.211	582.24	968.093	2316.638	689.956	894.062	2276.619	685.648	949.89	2407.901	964.844	1140.514	1959.055	497.646	1109.041	1979.338	473.691	1155.667	2007.479	490.612	1109.823	2354.887	1038.091	1178.481	1995.292	303.731	1184.424	2001.969	277.621	1078.617	2241.8	1020.292	1089.627	2117.073	442.18	1160.347	2112.777	483.647	1125.544	2195.98	460.319	1170.438	2190.877	501.136	1135.735	2438.066	558.245	1182.499	2386.878	539.773	1132.598	2385.35	654.839	1198.17	2334.333	634.168	1154.52
11.242	2396.886	987.406	930.443	2087.659	44.344	1066.469	2110.293	60.086	1022.682	2101.418	90.536	1069.012	2335.479	1053.462	903.067	2315.679	44.161	1071.652	2264.639	47.251	973.725	2233.406	1030.343	1014.999	2217.851	166.086	990.165	2179.807	190.092	1015.417	2248.322	235.962	962.941	2211.976	264.196	990.53	2343.54	587.677	909.747	2299.172	583.263	967.815	2307.356	690.789	893.895	2267.638	687.997	949.956	2407.256	966.794	1140.645	1971.102	486.799	1109.897	1993.359	463.381	1155.179	2020.498	482.918	1108.736	2352.581	1039.663	1178.624	2016.687	295.245	1186.02	2023.731	268.775	1079.833	2241.182	1022.843	1089.283	2131.852	437.923	1160.859	2126.438	478.847	1125.986	2210.167	458.494	1170.701	2203.655	499.209	1135.89	2449.205	565.238	1183.013	2398.203	544.535	1133.497	2392.968	659.729	1198.461	2342.204	636.823	1155.663
11.249	2396.189	987.899	930.563	2064.465	47.932	1066.172	2087.391	62.99	1022.221	2078.986	93.88	1068.383	2336.46	1055.592	902.933	2291.904	44.214	1071.618	2240.58	47.083	973.907	2233.464	1033.153	1014.614	2196.199	168.253	989.833	2158.692	192.904	1015.212	2227.836	237.656	962.713	2191.934	266.447	990.416	2332.063	587.747	910.008	2286.786	585.248	967.987	2298.38	692.765	894.063	2258.294	691.393	950.068	2407.024	969.285	1140.428	1983.262	474.77	1110.216	2007.067	452.269	1155.592	2032.49	473.175	1108.537	2352.873	1042.782	1178.732	2038.779	285.756	1186.727	2046.103	259.415	1080.597	2240.901	1025.821	1089.144	2146.593	432.518	1160.824	2139.326	473.489	1125.741	2224.084	456.478	1170.534	2215.96	496.8	1135.875	2459.706	572.821	1183.162	2409.318	550.141	1134.226	2400.112	665.127	1198.968	2349.826	640.219	1156.803
11.256	2395.696	989.121	930.331	2041.529	52.29	1065.759	2064.583	66.309	1021.561	2056.802	97.707	1067.682	2337.538	1057.89	902.745	2268.144	44.315	1071.375	2217.07	47.062	973.807	2233.597	1036.45	1014.598	2174.646	171.247	989.29	2137.233	196.353	1014.672	2207.354	240.227	962.499	2171.571	269.667	990.091	2318.946	589.833	909.77	2274.245	588.303	968.369	2289.448	695.349	894.44	2249.36	695.213	950.692	2407.119	972.328	1139.937	1995.684	461.744	1110.187	2020.513	440.504	1155.53	2044.799	462.346	1108.295	2352.469	1046.054	1178.67	2061.069	275.699	1187.101	2069.141	249.454	1081.29	2241.046	1029.432	1089.2	2161.225	426.738	1160.517	2151.956	467.461	1125.377	2237.715	453.865	1170.16	2227.679	494.082	1135.602	2469.66	580.858	1183.149	2419.652	556.401	1134.851	2408.276	671.209	1198.87	2357.406	644.788	1157.46
11.263	2396.19	991.612	929.792	2018.741	57.186	1064.993	2042.079	70.167	1020.723	2034.865	102.513	1066.19	2338.857	1060.422	902.568	2244.349	44.528	1071.031	2193.677	47.208	973.573	2233.887	1040.246	1014.98	2153.228	174.88	988.496	2116.128	200.092	1014.292	2186.89	243.794	962.068	2151.633	273.179	990.09	2306.512	592.159	910.104	2261.958	592.154	968.889	2280.638	698.659	894.942	2240.916	699.976	951.218	2407.679	976.022	1139.206	2008.54	447.524	1109.847	2034.663	428.44	1155.588	2057.44	450.466	1108.038	2352.417	1050.006	1178.566	2083.556	265.062	1187.034	2092.552	239.134	1081.098	2241.554	1033.323	1089.625	2175.819	420.331	1160.165	2164.961	460.744	1125.329	2251.06	451.016	1169.781	2239.135	490.728	1135.307	2478.974	589.248	1183.166	2429.326	563.288	1135.352	2415.242	677.834	1199.36	2365.129	650.436	1157.828
11.269	2395.908	993.975	929.594	1996.463	63.1	1064.195	2020.029	74.872	1019.566	2013.694	107.992	1064.559	2340.323	1063.517	902.582	2220.702	44.707	1070.658	2170.492	47.463	973.387	2233.893	1044.57	1015.565	2132.238	179.284	987.714	2095.641	204.629	1013.744	2167.432	248.455	961.873	2130.029	277.92	989.52	2294.217	595.404	910.529	2249.7	597.047	969.409	2272.169	702.833	895.429	2232.51	705.428	951.777	2408.003	980.257	1138.751	2021.783	432.464	1109.401	2049.159	413.388	1154.46	2070.417	437.705	1107.089	2353.713	1054.065	1178.51	2106.386	254.019	1186.637	2116.277	228.496	1080.626	2242.403	1037.612	1090.226	2190.483	413.373	1159.481	2177.582	453.257	1124.891	2264.127	447.696	1169.273	2250.279	486.77	1134.891	2487.792	597.902	1183.111	2438.887	570.633	1135.439	2422.096	684.837	1199.516	2372.49	656.497	1158.048
11.276	2396.621	997.405	928.566	1974.66	69.848	1063.311	1998.458	80.346	1018.373	1993.085	114.327	1062.765	2341.703	1067.229	902.684	2197.102	44.868	1070.277	2147.41	47.756	973.039	2235.622	1048.884	1016.466	2111.787	184.365	986.696	2075.406	209.833	1012.959	2146.824	252.824	961.347	2112.332	282.42	989.731	2282.121	599.444	911.069	2237.601	602.592	969.854	2263.993	707.707	895.785	2224.584	711.627	952.218	2409.16	985.318	1137.904	2035.591	415.232	1109.148	2063.943	398.471	1153.517	2083.737	423.996	1106.364	2354.516	1059.052	1178.299	2129.609	242.599	1185.962	2140.772	217.985	1080.041	2243.669	1042.307	1090.98	2205.256	405.884	1158.705	2190.271	445.273	1124.428	2276.993	443.795	1168.675	2261.117	482.307	1134.405	2496.371	606.585	1182.606	2447.504	578.285	1135.564	2428.604	692.241	1199.726	2378.874	662.189	1158.326
11.283	2397.381	1001.067	927.815	1953.321	77.931	1062.061	1977.585	86.581	1017.128	1973.277	121.481	1060.931	2343.831	1071.336	903.144	2173.594	45.001	1069.797	2124.721	47.99	972.703	2236.83	1053.633	1017.275	2091.938	190.029	985.639	2055.841	215.58	1012.186	2127.577	258.463	960.739	2093.24	288.256	989.404	2270.547	604.261	911.432	2225.854	609.032	969.982	2256.172	713.26	896.172	2217.044	718.377	952.611	2410.819	990.872	1136.928	2050.708	397.655	1108.543	2079.228	382.844	1152.557	2097.888	409.61	1105.534	2356.153	1064.475	1178.083	2153.355	230.9	1184.822	2168.005	207.273	1079.448	2244.453	1047.477	1091.924	2220.189	397.988	1157.964	2203.128	436.565	1123.815	2289.779	439.512	1168.026	2271.879	477.322	1133.926	2504.063	615.454	1182.362	2455.39	586.276	1135.575	2434.795	699.668	1199.747	2385.55	669.252	1158.32
11.289	2398.484	1005.076	927.158	1932.569	87.483	1060.655	1957.501	93.979	1015.84	1954.347	129.76	1059.121	2345.77	1076.11	903.62	2150.297	45.071	1069.325	2102.17	48.456	972.135	2238.407	1058.532	1018.029	2072.833	196.446	984.287	2037.166	221.917	1011.328	2108.904	264.756	960.297	2074.911	294.371	988.994	2259.146	609.874	911.81	2214.48	616.223	970.089	2248.864	719.442	896.476	2209.896	725.865	952.781	2412.66	996.778	1136.136	2066.33	380.026	1107.355	2095.288	366.555	1151.428	2112.453	394.581	1104.688	2358.689	1071.19	1177.946	2177.463	219.346	1184.193	2193.258	196.618	1077.5	2246.283	1052.887	1092.464	2235.212	389.677	1156.949	2216.165	427.238	1122.79	2301.797	435.251	1168.094	2282.562	471.769	1133.007	2511.183	624.134	1181.906	2462.74	594.105	1135.29	2440.577	707.31	1199.656	2391.795	676.383	1158.216
11.296	2399.953	1009.267	926.684	1913.233	97.29	1059.535	1938.26	101.952	1014.528	1936.678	138.606	1057.173	2347.681	1081.175	904.295	2127.273	44.836	1069.044	2080.388	49.003	971.604	2240.377	1063.55	1018.609	2054.604	203.318	982.891	2019.314	228.719	1010.472	2090.961	271.801	959.469	2057.143	301.252	988.695	2248.474	616.036	912.04	2203.689	624.045	969.98	2241.991	726.018	896.634	2203.146	733.753	952.892	2414.652	1003.025	1135.453	2082.079	361.779	1106.2	2112.444	349.704	1150.185	2127.292	379.249	1103.671	2362.114	1077.287	1177.885	2202.606	207.042	1182.229	2219.723	185.93	1075.604	2248.355	1058.575	1092.881	2250.549	380.988	1155.974	2229.359	417.825	1121.847	2314.475	430.208	1167.1	2293.519	465.455	1132.051	2517.512	632.691	1181.457	2469.352	602.055	1134.921	2445.846	714.946	1199.536	2397.405	683.637	1158.087
11.303	2401.77	1013.458	926.51	1895.064	107.918	1058.525	1920.177	110.73	1013.325	1920.445	148.023	1055.35	2349.74	1086.463	905.086	2104.748	45.321	1068.14	2058.717	49.574	971.039	2242.614	1068.763	1018.724	2037.344	210.721	981.269	2002.486	235.754	1009.584	2073.869	279.31	958.552	2040.461	308.497	988.599	2238.268	622.896	911.995	2193.513	632.468	969.82	2235.846	732.247	896.719	2197.294	741.808	952.912	2416.682	1009.509	1135.079	2099.153	342.942	1104.719	2129.973	331.837	1148.448	2144.221	362.756	1102.578	2362.024	1083.47	1178.163	2228.139	195.118	1180.29	2246.67	175.616	1074.056	2250.608	1064.302	1092.975	2266.107	371.974	1154.648	2242.888	407.62	1120.619	2327.096	424.829	1166.123	2304.22	458.819	1131.14	2523.113	640.848	1180.887	2475.29	609.335	1134.385	2450.579	722.311	1199.463	2402.285	690.633	1158.352
11.309	2404.016	1017.591	926.7	1878.128	119.163	1057.312	1903.275	119.996	1012.284	1905.286	158.059	1053.526	2352.086	1091.615	905.822	2082.476	45.452	1067.817	2037.62	50.441	970.238	2245.021	1074.06	1018.701	2021.219	218.345	979.349	1986.715	243.091	1008.708	2057.698	287.16	957.389	2024.719	316.055	988.464	2228.796	630.055	911.821	2184.333	641.139	969.42	2229.981	739.489	896.548	2191.822	750.376	952.647	2418.618	1015.986	1134.967	2116.97	324.071	1103.071	2148.433	314.172	1146.858	2160.476	346.546	1101.37	2363.765	1089.681	1178.203	2254.324	183.523	1178.581	2274.352	165.75	1071.808	2252.978	1070.199	1092.888	2281.695	362.958	1153.796	2256.291	397.216	1119.812	2339.793	419.088	1165.159	2315.021	451.731	1130.093	2527.921	648.63	1180.151	2479.483	617.277	1134.142	2454.787	729.374	1199.359	2407.58	697.085	1157.815
11.316	2406.602	1021.493	927.304	1862.351	131.503	1056.071	1887.55	130.156	1010.899	1891.853	168.494	1051.841	2356.171	1096.037	907.06	2061.245	45.872	1066.852	2016.969	51.524	969.369	2247.664	1079.274	1018.399	2006.182	226.233	977.176	1972.24	250.474	1007.8	2042.571	295.403	956.136	2010.185	323.653	988.309	2219.989	637.619	911.349	2175.77	650.218	969.126	2224.745	746.973	896.136	2187.094	758.994	952.256	2420.481	1022.36	1135.094	2135.606	304.761	1101.383	2167.746	296.195	1145.125	2178.907	329.408	1099.651	2365.255	1095.945	1178.372	2281.111	171.884	1176.262	2302.687	156.264	1069.685	2255.363	1076.01	1092.545	2298.684	353.095	1151.899	2271.099	386.063	1117.839	2353.107	412.715	1163.675	2326.028	444.035	1128.934	2531.831	655.755	1179.301	2483.217	624.237	1133.399	2458.291	736.095	1199.252	2411.431	703.549	1157.711
11.323	2409.511	1025.23	928.228	1848.337	144.478	1054.675	1873.616	140.771	1009.556	1879.996	179.471	1049.876	2359.716	1100.668	907.685	2040.644	46.548	1066.046	1996.731	52.976	968.466	2250.499	1084.371	1017.91	1992.281	234.105	974.678	1959.147	257.788	1006.36	2028.542	303.7	954.52	1996.856	331.392	987.868	2211.892	645.321	910.778	2168.165	659.41	968.528	2220.071	754.47	895.54	2182.874	767.829	951.906	2422.116	1028.376	1135.461	2155.628	285.323	1099.184	2188.195	278.145	1143.314	2196.423	312.34	1098.412	2367.093	1102.459	1178.273	2308.094	160.413	1174.332	2331.02	147.226	1067.105	2257.784	1081.467	1091.932	2315.222	343.264	1150.511	2286.039	374.199	1116.49	2365.952	405.949	1162.545	2336.806	435.799	1127.647	2534.79	662.372	1178.27	2485.787	630.656	1132.975	2461.177	742.326	1199.162	2413.881	710.191	1157.703
11.329	2412.579	1028.781	929.295	1835.734	158.682	1052.888	1860.535	152.731	1007.925	1869.667	191.208	1047.551	2363.676	1104.729	908.119	2021.082	47.771	1065.087	1976.964	55.309	967.383	2253.597	1089.375	1017.13	1979.732	242.135	971.855	1947.08	265.111	1004.601	2015.666	312.064	952.392	1984.868	339.016	986.975	2204.56	653.066	910.814	2161.338	668.69	968.115	2215.928	761.982	894.589	2179.632	776.501	951.271	2423.737	1033.954	1135.767	2176.216	265.606	1097.349	2209.296	259.984	1141.53	2215.553	295.21	1097.106	2368.18	1108.198	1178.301	2336.747	149.618	1170.882	2360.303	138.463	1065.776	2260.156	1086.784	1091.368	2332.117	333.184	1149.174	2301.148	362.455	1115.209	2378.945	398.778	1161.282	2347.99	426.958	1126.401	2536.748	668.067	1177.45	2487.106	636.201	1132.96	2463.303	748.111	1198.856	2415.762	716.122	1157.577
11.336	2415.735	1031.948	930.325	1825.021	173.865	1050.713	1849.024	165.837	1005.575	1860.879	203.725	1044.542	2368.072	1108.469	908.413	2002.126	49.715	1063.98	1957.908	58.902	966.217	2256.21	1094.015	1016.52	1968.207	250.128	968.964	1936.087	272.599	1002.563	2003.97	320.267	950.264	1973.711	346.693	985.752	2197.795	660.856	910.358	2155.474	678.041	967.77	2212.414	769.32	893.7	2177.092	785.096	950.667	2425.003	1039.101	1136.508	2198.02	246.085	1095.175	2231.196	241.923	1139.694	2235.512	277.935	1095.654	2369.782	1113.394	1178.467	2365.0	139.086	1168.534	2389.727	130.513	1063.6	2262.486	1091.591	1090.867	2349.353	322.946	1147.758	2316.729	350.463	1113.661	2392.001	391.276	1160.16	2359.84	417.508	1125.304	2537.607	673.007	1177.01	2487.464	640.876	1133.174	2464.588	753.376	1198.375	2416.787	721.594	1157.38
11.343	2418.781	1034.79	931.279	1815.358	189.527	1047.9	1838.389	179.634	1002.731	1853.94	216.752	1041.036	2372.504	1111.907	908.714	1984.472	53.071	1062.589	1939.896	63.776	964.952	2258.922	1098.357	1015.866	1957.423	258.36	966.051	1925.72	280.376	1000.545	1992.97	328.937	947.981	1963.445	354.699	984.516	2192.074	668.411	909.984	2150.368	687.01	967.588	2209.537	776.423	892.85	2175.297	793.312	950.259	2425.778	1043.378	1137.826	2220.556	226.771	1093.156	2254.031	224.057	1137.557	2256.165	260.618	1093.876	2372.04	1118.26	1178.417	2393.616	129.251	1166.228	2418.992	123.075	1061.178	2264.57	1095.984	1090.14	2366.744	312.714	1146.231	2332.496	338.32	1112.385	2405.103	383.454	1158.976	2371.567	407.706	1124.108	2537.535	676.979	1176.706	2486.873	644.605	1133.631	2465.091	758.073	1197.607	2416.962	726.178	1157.028
11.349	2421.839	1037.455	932.269	1807.242	205.179	1045.046	1828.374	192.702	999.744	1847.085	230.047	1037.341	2376.974	1115.142	908.939	1968.056	57.735	1060.574	1922.797	69.766	963.28	2261.531	1102.39	1015.017	1947.295	267.174	963.223	1916.047	288.615	998.29	1982.919	337.981	946.254	1953.74	362.992	983.396	2187.071	675.834	909.683	2146.022	695.616	967.384	2207.242	783.175	892.177	2174.132	801.078	950.005	2426.499	1047.299	1137.929	2244.461	207.516	1091.471	2277.297	206.511	1135.685	2277.585	243.65	1092.228	2371.851	1122.565	1178.593	2422.134	120.017	1164.476	2448.276	116.05	1058.826	2266.464	1100.079	1089.376	2384.352	302.459	1145.033	2348.557	325.989	1111.113	2418.195	375.376	1158.048	2383.459	397.572	1122.911	2536.735	680.146	1176.269	2485.464	647.289	1134.279	2464.811	761.819	1196.524	2416.384	729.674	1156.52
11.356	2424.634	1040.018	933.094	1799.368	221.166	1042.193	1819.44	206.57	996.82	1840.846	243.346	1033.531	2380.857	1118.322	909.158	1952.451	63.645	1058.113	1906.377	76.838	961.311	2263.851	1106.148	1014.228	1937.499	276.438	960.131	1906.935	297.237	996.236	1973.282	347.184	944.316	1944.833	371.752	982.416	2182.947	682.751	909.599	2142.367	703.676	967.079	2205.587	789.6	891.928	2173.463	808.323	949.918	2427.267	1050.279	1138.583	2268.489	189.099	1089.935	2301.032	189.031	1133.712	2299.495	227.051	1090.867	2372.518	1126.159	1178.478	2451.122	110.927	1161.385	2477.485	109.598	1056.432	2268.293	1103.572	1088.747	2402.727	292.338	1143.395	2365.151	313.666	1109.774	2431.442	366.999	1157.126	2395.269	387.042	1122.084	2535.046	682.116	1175.535	2483.229	648.796	1134.736	2463.919	764.56	1194.936	2414.957	732.174	1155.908
11.363	2427.121	1042.598	933.681	1792.046	236.535	1039.293	1810.843	220.227	994.023	1834.689	256.299	1029.896	2384.315	1121.387	909.362	1937.576	70.665	1055.117	1890.63	84.729	958.65	2265.911	1109.42	1013.307	1928.568	285.518	957.426	1898.394	306.247	994.075	1964.887	356.448	942.46	1937.188	380.502	981.453	2179.793	689.198	909.633	2139.537	710.924	966.968	2204.538	795.631	891.845	2172.991	814.974	949.844	2428.301	1053.049	1138.442	2293.24	171.597	1087.291	2325.909	173.018	1131.449	2322.08	210.848	1088.873	2373.501	1129.176	1178.715	2480.053	103.16	1158.969	2506.296	103.655	1053.981	2269.793	1106.739	1088.084	2420.202	282.038	1142.364	2381.866	301.235	1108.869	2444.712	358.47	1156.464	2407.383	376.544	1121.441	2532.517	682.88	1174.588	2480.058	649.187	1134.965	2462.389	766.24	1193.223	2412.832	733.656	1155.29
11.369	2429.262	1045.156	934.07	1784.888	251.415	1036.582	1802.478	233.75	991.23	1828.154	269.217	1026.568	2386.976	1124.327	909.515	1923.361	78.133	1051.687	1875.163	92.945	955.715	2267.721	1112.254	1012.48	1920.495	294.854	955.111	1890.924	315.429	992.44	1957.54	365.357	940.525	1930.17	389.367	979.954	2177.709	694.937	909.764	2137.479	717.519	966.922	2204.176	801.012	891.928	2172.888	820.871	949.972	2429.132	1055.432	1138.751	2318.148	155.239	1085.359	2350.585	157.714	1129.272	2344.907	195.775	1087.261	2374.128	1131.47	1178.761	2506.798	93.869	1156.358	2534.457	98.369	1051.397	2271.095	1109.308	1087.326	2438.593	272.11	1141.126	2398.88	289.434	1108.295	2457.999	349.853	1155.953	2419.926	366.105	1120.795	2529.391	682.24	1173.197	2475.823	648.536	1135.51	2460.583	766.828	1191.587	2410.264	734.205	1154.953
11.376	2431.045	1047.592	934.248	1778.053	266.264	1033.751	1794.467	247.257	988.605	1822.027	281.882	1023.288	2388.821	1127.032	909.574	1909.293	84.102	1048.261	1859.652	100.956	953.502	2269.212	1114.668	1011.732	1912.558	303.858	952.629	1883.361	324.9	990.02	1951.016	373.778	938.595	1924.132	398.183	978.11	2176.674	699.798	909.939	2136.416	723.051	966.907	2204.698	805.479	892.143	2173.361	825.92	949.806	2429.848	1057.325	1138.833	2343.446	139.591	1083.197	2375.393	143.628	1127.3	2367.913	182.161	1086.057	2374.289	1133.219	1178.489	2535.191	87.398	1152.887	2561.901	94.002	1048.383	2272.25	1111.34	1086.746	2456.228	262.71	1140.71	2415.92	277.869	1107.124	2471.179	341.414	1155.502	2432.346	355.664	1120.293	2525.612	680.519	1172.392	2471.355	646.725	1135.882	2458.46	766.458	1190.082	2407.191	733.891	1154.898
11.383	2432.584	1049.918	934.388	1771.656	281.708	1030.734	1786.919	261.061	985.898	1816.399	294.729	1019.903	2390.092	1129.351	909.63	1893.474	92.125	1047.37	1843.925	110.654	953.158	2270.553	1116.644	1011.055	1905.316	312.811	950.536	1876.313	334.343	987.748	1945.562	381.563	937.074	1918.89	406.768	976.131	2176.547	703.707	910.051	2136.424	727.345	966.742	2205.757	809.005	892.255	2174.3	829.813	949.613	2430.552	1058.705	1138.838	2367.913	125.773	1080.896	2399.109	130.2	1125.443	2390.367	169.49	1084.628	2373.976	1134.302	1178.641	2561.962	80.769	1149.429	2588.269	90.813	1045.181	2273.138	1112.853	1086.289	2473.753	253.783	1139.884	2432.585	266.794	1106.553	2484.055	333.04	1155.063	2444.349	345.348	1120.114	2521.517	677.727	1171.864	2466.58	644.616	1135.873	2455.952	764.834	1189.22	2403.971	732.831	1154.855
11.389	2433.845	1052.026	934.424	1764.35	296.867	1027.904	1778.798	275.05	983.207	1809.667	307.767	1017.014	2390.912	1131.497	909.718	1878.165	103.819	1047.344	1829.507	122.336	952.417	2271.5	1118.305	1010.626	1898.561	321.479	948.638	1869.995	343.882	985.638	1940.411	388.864	934.863	1914.381	415.093	974.036	2177.641	706.395	909.903	2137.371	730.28	966.416	2207.369	811.369	891.96	2175.743	832.579	949.083	2431.173	1059.544	1138.812	2391.799	113.281	1077.522	2422.801	117.997	1123.214	2412.448	157.439	1083.662	2373.798	1134.947	1178.615	2587.856	75.547	1145.827	2613.421	89.348	1041.421	2273.867	1113.935	1085.995	2490.691	245.242	1138.932	2448.447	256.232	1106.154	2496.383	324.959	1154.76	2455.542	335.301	1120.464	2516.964	674.081	1172.117	2461.769	642.058	1135.614	2452.859	762.346	1189.08	2400.423	731.25	1154.64
11.396	2434.457	1053.737	934.853	1756.414	311.332	1024.528	1770.72	288.542	980.269	1801.979	320.703	1014.103	2391.558	1133.374	909.886	1863.756	114.596	1047.181	1816.91	133.796	951.815	2272.241	1119.319	1010.359	1892.011	330.413	946.988	1863.656	354.225	983.195	1936.527	396.376	932.656	1910.603	423.671	971.715	2179.674	707.484	909.537	2139.335	731.679	965.864	2209.49	812.48	891.168	2177.619	833.894	948.129	2431.633	1059.835	1138.715	2414.219	101.495	1076.562	2445.378	106.198	1121.916	2432.734	146.43	1082.519	2373.84	1135.1	1178.495	2612.797	71.808	1141.479	2636.795	89.745	1037.417	2274.417	1114.499	1085.896	2506.569	237.815	1137.977	2462.927	246.494	1106.286	2507.948	317.376	1154.63	2465.777	325.828	1121.338	2512.111	670.201	1173.028	2456.954	639.37	1135.282	2449.286	759.299	1189.804	2396.685	729.385	1154.566
11.403	2435.694	1055.62	934.296	1748.089	325.339	1020.11	1762.699	301.542	976.632	1794.237	333.37	1010.833	2392.125	1135.071	909.976	1848.02	125.901	1049.089	1805.542	145.157	951.504	2272.55	1119.879	1010.265	1886.411	339.361	945.742	1857.947	364.812	980.912	1933.587	403.79	930.457	1907.364	432.457	969.151	2182.794	707.286	908.798	2142.234	731.503	965.036	2211.993	812.259	889.883	2179.868	833.818	946.513	2430.705	1059.787	1138.074	2435.092	90.356	1075.604	2466.357	96.17	1121.201	2451.135	136.231	1082.368	2374.033	1134.756	1178.425	2635.991	70.014	1137.053	2657.302	91.752	1032.939	2274.704	1114.523	1085.961	2520.959	231.296	1137.14	2476.056	237.718	1106.56	2518.465	310.718	1154.57	2475.01	317.144	1122.574	2507.724	666.051	1174.004	2452.393	636.897	1134.835	2445.473	755.912	1191.381	2393.028	727.462	1154.651
