Time	L.ASISX	L.ASISY	L.ASISZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.PSISX	L.PSISY	L.PSISZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	R.ASISX	R.ASISY	R.ASISZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.PSISX	R.PSISY	R.PSISZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ
0.187	2456.676	1043.407	968.708	1776.452	290.544	1089.325	1788.826	272.265	1042.523	1820.505	303.926	1076.8	2415.953	1124.299	941.1	1895.0	100.44	1089.752	1842.298	124.367	998.297	2294.343	1116.294	1040.3	1904.484	321.565	998.393	1879.707	343.215	1038.525	1945.241	390.101	982.674	1922.028	415.118	1024.081	2185.466	708.287	943.781	2146.988	732.807	1001.151	2218.148	812.498	926.277	2187.921	834.124	984.068	2447.608	1055.847	1172.549	2405.254	108.855	1124.654	2437.524	116.769	1167.859	2425.598	153.558	1126.205	2396.062	1132.993	1210.901	2604.095	77.861	1187.964	2626.258	85.798	1082.522	2294.596	1112.897	1115.652	2504.427	243.542	1178.237	2462.226	253.994	1145.303	2510.119	323.532	1193.241	2469.468	333.256	1158.321	2532.333	672.794	1206.053	2477.052	640.647	1169.765	2468.287	761.154	1222.861	2415.68	729.727	1188.796
0.193	2457.666	1045.868	968.124	1766.703	304.553	1085.464	1779.327	285.55	1038.995	1811.307	316.655	1073.289	2416.423	1126.781	940.957	1881.083	111.039	1088.637	1829.82	135.917	996.708	2294.773	1117.414	1039.905	1897.255	331.174	996.341	1872.659	354.156	1035.717	1940.534	398.136	980.48	1917.697	424.348	1021.21	2187.09	710.091	942.996	2148.793	734.678	1000.563	2220.103	814.338	925.666	2190.097	835.918	983.48	2448.375	1056.377	1172.287	2428.198	97.55	1123.512	2460.775	106.042	1166.844	2446.467	143.142	1126.292	2396.105	1133.063	1210.448	2629.1	73.811	1183.571	2649.277	85.29	1077.719	2295.128	1113.347	1115.346	2520.978	236.073	1177.586	2477.387	244.386	1145.692	2522.478	316.116	1193.223	2480.457	323.938	1159.599	2528.159	668.95	1206.465	2472.646	637.947	1169.447	2465.655	758.172	1223.044	2412.573	727.866	1188.724
0.2	2458.294	1048.101	967.398	1756.712	318.344	1080.837	1769.955	298.67	1034.76	1801.731	329.468	1069.38	2416.694	1129.061	940.76	1867.531	122.68	1088.17	1818.554	147.651	994.905	2294.875	1117.877	1039.74	1890.615	340.871	994.194	1865.963	365.521	1032.694	1936.771	405.989	978.365	1913.834	433.655	1018.103	2189.865	710.407	942.023	2151.51	734.969	999.508	2222.569	814.743	924.523	2192.585	836.287	982.513	2449.038	1056.474	1171.816	2449.645	87.155	1122.735	2483.2	95.933	1166.07	2465.725	133.142	1126.839	2396.424	1132.729	1209.909	2653.278	71.118	1177.423	2670.417	86.548	1073.136	2295.507	1113.273	1115.227	2536.398	229.544	1176.983	2491.349	235.523	1146.521	2534.025	309.392	1193.446	2490.38	315.288	1161.488	2524.496	664.795	1206.925	2468.666	635.224	1168.792	2462.443	754.894	1224.146	2409.541	725.946	1188.524
0.207	2458.762	1049.884	966.506	1747.002	332.403	1075.314	1761.305	311.977	1030.003	1792.585	342.605	1065.323	2416.653	1131.08	940.628	1854.181	134.83	1088.21	1808.417	159.79	993.256	2294.694	1117.804	1039.645	1885.604	350.402	992.088	1860.371	376.598	1029.399	1934.08	413.55	976.302	1910.979	442.851	1014.831	2193.429	709.432	940.854	2155.078	733.711	998.394	2225.451	813.877	923.015	2195.392	835.282	980.909	2449.652	1056.209	1171.016	2469.154	77.662	1122.293	2503.068	86.672	1165.304	2482.968	124.561	1126.917	2396.865	1132.098	1209.398	2673.833	68.599	1173.242	2688.673	89.415	1068.489	2295.688	1112.607	1115.133	2550.186	224.208	1176.921	2503.723	227.919	1147.84	2544.423	303.559	1193.717	2499.388	307.536	1163.394	2519.237	660.606	1208.963	2464.617	632.545	1168.263	2458.996	751.383	1225.589	2406.47	724.138	1188.1
0.213	2458.956	1051.187	965.635	1738.174	346.875	1069.037	1753.64	325.55	1024.624	1784.289	356.146	1060.526	2416.259	1132.534	940.522	1841.079	147.937	1088.898	1799.193	172.0	991.771	2294.29	1117.203	1039.492	1880.757	360.108	989.791	1855.818	387.884	1026.019	1931.925	421.11	973.856	1909.281	451.885	1011.532	2197.746	707.049	939.6	2159.411	731.203	997.215	2228.606	811.756	921.279	2198.347	833.07	979.22	2450.131	1055.88	1170.024	2486.062	69.64	1122.659	2520.757	79.07	1164.735	2497.959	116.977	1128.184	2397.459	1131.35	1209.023	2691.954	69.281	1169.835	2702.606	92.449	1063.944	2295.65	1111.545	1115.047	2561.702	219.981	1176.625	2514.428	221.763	1148.555	2552.348	298.795	1194.037	2506.97	300.565	1164.567	2514.887	656.818	1210.044	2460.811	630.176	1167.583	2455.258	747.877	1227.139	2403.521	722.393	1187.304
0.22	2459.343	1052.051	964.327	1730.743	362.01	1062.391	1747.308	339.503	1018.771	1777.333	370.029	1055.324	2415.538	1133.384	940.463	1828.786	161.34	1089.471	1790.66	184.327	990.415	2293.692	1115.905	1039.327	1876.948	369.71	987.354	1852.313	399.212	1022.358	1930.806	428.318	971.594	1908.759	460.686	1008.033	2202.756	703.502	938.332	2164.122	727.454	996.056	2232.091	808.627	919.569	2201.335	829.827	977.354	2450.445	1055.37	1168.791	2499.9	63.435	1123.86	2535.595	73.697	1165.163	2510.396	111.198	1129.485	2397.763	1130.276	1208.47	2707.076	69.513	1165.357	2714.671	94.351	1059.4	2295.491	1110.074	1114.83	2570.669	216.603	1176.162	2523.169	216.84	1148.562	2558.633	295.244	1193.815	2512.988	295.235	1164.37	2510.988	653.19	1210.569	2457.393	628.008	1166.776	2451.014	744.623	1228.548	2400.339	720.74	1186.726
0.227	2459.166	1051.938	963.511	1724.944	377.652	1055.445	1742.422	353.907	1013.043	1771.914	384.191	1050.118	2415.068	1133.659	940.499	1817.757	175.134	1089.459	1782.839	197.091	989.198	2292.958	1114.171	1039.056	1874.299	379.367	984.675	1850.356	410.541	1018.87	1930.822	435.335	969.215	1909.755	469.173	1004.821	2208.264	698.976	937.068	2169.41	722.254	994.813	2235.874	804.496	918.144	2204.548	825.312	975.708	2450.561	1054.494	1167.197	2510.653	58.946	1125.236	2547.214	70.209	1165.594	2520.214	106.955	1130.572	2397.786	1129.227	1207.686	2718.616	69.859	1161.334	2722.944	94.898	1055.147	2294.747	1108.571	1114.351	2577.212	213.752	1175.319	2529.812	212.689	1147.546	2562.887	292.14	1192.893	2517.439	290.568	1162.955	2507.76	649.949	1210.432	2454.39	625.687	1165.759	2448.46	741.788	1228.7	2398.147	718.76	1185.875
0.233	2458.874	1051.134	962.705	1721.011	394.647	1048.149	1738.928	368.787	1007.237	1768.396	398.259	1045.017	2414.049	1132.761	940.068	1806.698	189.758	1089.889	1775.499	210.412	987.829	2292.212	1111.837	1038.607	1872.502	389.294	982.319	1849.889	421.815	1015.731	1931.926	442.266	966.801	1912.205	477.358	1001.619	2214.156	693.522	936.034	2175.102	716.066	993.875	2239.75	799.476	916.922	2207.996	819.809	974.56	2450.448	1053.298	1165.971	2518.245	55.203	1125.731	2555.384	67.419	1165.251	2527.069	103.431	1130.408	2397.677	1127.771	1207.052	2726.477	69.731	1157.963	2728.8	94.123	1051.336	2294.358	1106.461	1113.959	2581.562	210.78	1174.033	2534.433	208.775	1145.817	2565.497	288.87	1191.485	2520.355	286.464	1161.151	2505.171	647.067	1209.69	2451.507	623.183	1164.994	2446.691	739.312	1228.188	2396.038	716.832	1185.386
0.24	2458.416	1049.618	961.898	1719.454	411.179	1041.864	1737.209	384.161	1001.83	1766.959	413.414	1039.342	2412.743	1130.968	939.402	1797.347	204.586	1089.281	1768.693	223.958	986.127	2291.49	1109.023	1037.871	1872.309	399.065	979.595	1851.121	432.848	1012.639	1934.495	448.84	964.205	1916.297	485.063	998.812	2220.438	687.168	935.01	2181.272	708.712	993.156	2243.757	793.595	915.924	2211.655	813.22	973.617	2450.779	1051.581	1164.957	2522.44	51.83	1124.471	2559.686	64.595	1163.647	2530.883	100.108	1128.824	2397.305	1126.1	1206.62	2730.674	68.274	1155.289	2731.945	92.296	1048.645	2293.787	1104.017	1113.454	2584.04	207.77	1172.419	2536.83	205.053	1144.099	2566.94	285.46	1189.875	2521.711	282.562	1159.568	2503.084	644.372	1208.759	2448.946	620.616	1164.577	2445.48	737.233	1227.031	2394.385	714.745	1184.942
0.247	2457.798	1047.476	961.191	1720.496	428.172	1036.392	1737.556	399.945	996.54	1768.132	428.679	1034.202	2411.322	1128.286	938.494	1789.323	219.616	1088.042	1762.599	238.192	984.143	2290.513	1105.744	1037.002	1873.875	408.55	976.517	1854.243	443.486	1009.495	1938.506	454.952	961.441	1921.946	492.344	996.072	2226.442	679.876	932.897	2187.807	700.599	992.551	2247.84	787.142	915.276	2215.55	805.82	973.145	2451.444	1049.031	1163.847	2523.296	48.693	1121.186	2560.274	61.009	1160.71	2531.576	96.823	1126.067	2396.514	1123.79	1206.21	2731.264	65.054	1153.257	2732.866	90.065	1047.056	2292.948	1101.17	1112.697	2584.627	204.531	1170.518	2537.27	201.557	1142.556	2567.109	282.053	1188.341	2521.726	278.921	1158.389	2501.512	641.647	1207.67	2446.892	617.952	1164.062	2444.731	735.263	1225.531	2393.014	712.528	1184.326
0.253	2457.091	1044.813	960.58	1724.401	445.296	1031.569	1740.224	415.647	992.27	1772.161	443.785	1029.58	2409.834	1124.797	937.367	1782.826	234.511	1086.069	1757.438	253.059	981.718	2289.468	1101.853	1035.949	1877.17	417.705	973.473	1859.063	453.852	1006.038	1944.182	460.649	958.669	1929.42	498.885	993.084	2233.387	672.379	932.61	2194.684	691.735	992.09	2252.073	780.04	914.933	2219.576	797.792	973.112	2448.597	1047.091	1163.852	2521.25	45.809	1115.917	2557.567	56.751	1156.544	2529.467	93.633	1122.732	2395.097	1120.632	1205.588	2728.588	60.073	1151.464	2731.685	87.599	1045.731	2291.829	1097.728	1111.622	2583.156	201.071	1168.641	2535.642	198.23	1141.008	2565.857	278.596	1186.726	2520.347	275.532	1157.011	2500.494	638.997	1206.556	2446.39	614.947	1163.019	2444.2	733.105	1223.829	2392.022	710.059	1183.428
0.26	2456.21	1041.57	960.06	1731.176	462.272	1027.752	1745.014	431.925	988.409	1778.76	458.519	1025.722	2408.251	1120.778	936.252	1778.022	249.036	1083.193	1753.304	268.311	978.7	2288.385	1097.538	1034.687	1881.977	426.424	970.175	1865.417	463.709	1002.609	1951.248	465.703	955.764	1938.3	504.915	990.01	2240.508	664.464	931.865	2201.82	682.416	992.0	2256.401	772.572	914.826	2223.776	789.134	973.298	2447.375	1044.192	1163.278	2515.762	42.874	1111.347	2551.882	52.398	1152.153	2524.861	90.595	1118.779	2393.644	1117.362	1204.924	2722.934	53.602	1149.617	2727.867	83.787	1044.516	2290.509	1093.858	1110.519	2579.378	197.226	1166.793	2531.992	194.846	1138.843	2562.727	274.845	1185.022	2517.292	272.285	1155.033	2500.024	636.458	1205.253	2445.603	612.505	1162.04	2443.798	730.711	1221.506	2391.404	707.244	1182.324
0.267	2455.274	1037.829	959.599	1740.349	478.888	1024.667	1752.179	447.264	985.118	1787.77	472.049	1021.889	2406.721	1116.158	935.166	1774.678	263.125	1079.601	1750.716	283.89	975.534	2287.168	1092.552	1033.337	1888.446	434.394	967.043	1873.47	472.588	999.021	1959.458	470.253	953.072	1948.382	510.115	986.875	2247.829	656.306	931.138	2209.316	672.543	991.802	2260.818	764.79	914.873	2228.134	780.06	973.646	2446.584	1041.283	1163.673	2507.913	40.387	1106.532	2543.661	48.165	1148.04	2517.902	87.612	1115.278	2391.524	1113.322	1204.275	2714.835	46.075	1147.394	2721.956	78.475	1043.265	2288.955	1089.207	1109.161	2573.57	192.915	1164.761	2526.615	191.395	1136.125	2557.841	270.748	1183.254	2512.815	269.092	1152.503	2500.057	633.643	1203.784	2445.548	609.347	1160.908	2444.854	727.877	1219.028	2391.09	703.997	1181.125
0.273	2454.368	1033.579	959.214	1751.864	494.54	1022.689	1761.278	462.613	982.532	1798.29	483.961	1020.995	2405.14	1111.228	934.085	1772.77	276.564	1075.359	1749.195	299.892	971.389	2285.965	1086.975	1031.836	1894.544	442.028	962.663	1883.034	480.625	995.676	1969.048	474.095	950.046	1959.542	514.642	983.862	2255.274	647.818	930.328	2217.009	662.476	991.416	2265.365	756.776	914.994	2232.51	770.628	973.849	2445.275	1037.58	1164.247	2496.28	39.798	1100.925	2531.175	45.939	1143.812	2507.64	86.673	1110.786	2389.727	1108.488	1204.044	2702.837	43.387	1146.084	2712.486	71.12	1040.863	2287.387	1083.917	1107.627	2566.043	188.291	1162.894	2519.602	187.986	1133.307	2551.7	266.217	1181.324	2507.198	265.749	1149.868	2500.324	630.494	1202.137	2445.59	605.877	1159.67	2444.697	724.659	1217.523	2390.959	700.256	1179.78
0.28	2453.447	1028.88	958.942	1765.592	509.124	1020.877	1772.397	476.938	980.19	1811.332	495.922	1018.954	2403.598	1105.99	933.154	1772.469	289.315	1070.642	1749.75	315.557	967.204	2284.675	1080.998	1030.307	1904.362	448.797	959.609	1893.907	487.695	992.45	1979.629	477.251	947.158	1971.741	518.33	981.058	2263.0	639.212	929.454	2224.945	652.278	991.075	2270.001	748.455	914.937	2237.073	760.943	974.02	2444.088	1033.433	1165.078	2479.33	43.189	1097.294	2513.839	47.969	1139.831	2493.314	89.579	1106.18	2387.604	1103.528	1203.693	2684.59	42.799	1144.999	2696.107	64.026	1036.683	2285.629	1078.26	1106.054	2556.912	183.179	1160.5	2510.592	184.448	1130.717	2544.392	261.323	1179.621	2500.371	262.586	1147.6	2500.535	626.864	1200.524	2445.75	601.788	1158.461	2444.847	720.481	1216.129	2390.805	696.006	1178.625
0.287	2452.588	1023.853	958.711	1781.458	522.085	1019.419	1785.672	489.97	978.23	1825.832	506.223	1016.747	2402.137	1100.432	932.242	1773.582	301.248	1065.439	1752.318	330.649	962.561	2283.363	1074.549	1028.844	1915.623	453.864	957.64	1905.827	494.041	988.981	1991.818	479.296	945.111	1985.301	520.832	978.364	2270.953	630.49	929.042	2232.978	642.166	990.502	2274.742	739.956	914.613	2241.859	751.211	973.833	2442.814	1028.897	1166.096	2458.516	42.336	1096.385	2493.4	48.389	1138.646	2473.279	88.852	1103.342	2385.439	1098.179	1203.213	2664.68	42.53	1143.893	2676.619	58.16	1033.714	2283.849	1072.068	1104.74	2544.415	177.986	1156.639	2497.671	181.819	1127.707	2535.64	256.186	1177.245	2491.456	260.235	1145.782	2500.974	622.516	1198.7	2445.938	597.115	1157.191	2444.048	715.905	1215.298	2390.462	690.872	1177.641
0.293	2451.57	1018.444	958.554	1798.412	533.318	1018.054	1800.53	501.786	976.113	1841.938	514.929	1013.123	2400.643	1094.531	931.268	1776.408	312.321	1059.995	1757.219	345.223	957.778	2281.867	1067.812	1027.718	1927.192	458.61	954.991	1918.916	498.804	986.993	2004.091	480.977	942.523	1999.384	522.792	975.945	2279.22	621.91	928.031	2241.188	632.052	989.716	2279.736	731.38	913.976	2247.457	741.37	973.74	2441.184	1023.729	1167.174	2434.312	36.907	1093.658	2468.997	47.258	1135.532	2447.507	84.366	1097.43	2383.328	1092.305	1202.632	2640.966	44.513	1141.215	2651.79	56.657	1030.852	2281.921	1065.777	1103.544	2526.193	174.503	1151.402	2478.559	181.785	1124.721	2524.233	252.876	1173.329	2478.57	260.397	1144.401	2501.19	617.729	1197.253	2446.215	592.169	1155.687	2443.402	710.59	1214.243	2390.234	685.181	1176.416
0.3	2450.413	1012.888	958.648	1816.31	542.881	1017.092	1816.336	511.955	974.156	1858.932	521.535	1012.233	2399.324	1088.44	930.407	1781.206	322.257	1054.274	1764.435	358.701	952.671	2280.098	1061.041	1026.792	1939.554	462.761	952.945	1932.838	503.098	984.548	2017.441	482.147	940.017	2014.2	524.053	973.669	2287.642	613.178	926.632	2249.514	622.178	988.524	2284.859	722.758	912.963	2252.774	731.723	972.998	2439.156	1018.153	1168.208	2410.593	34.526	1090.833	2444.951	47.178	1132.186	2423.047	82.261	1092.472	2381.423	1086.172	1202.115	2617.032	45.027	1139.241	2629.37	56.185	1029.618	2279.66	1059.368	1102.654	2506.576	173.412	1147.115	2458.683	183.126	1121.908	2509.305	251.704	1169.106	2462.688	261.199	1142.036	2500.777	613.037	1196.536	2446.485	587.822	1153.661	2441.916	705.284	1213.843	2389.367	679.939	1175.126
0.307	2449.063	1007.308	958.992	1835.013	549.82	1016.517	1833.831	520.355	972.525	1876.409	527.066	1011.059	2397.632	1082.193	929.6	1788.415	330.898	1048.669	1774.193	370.398	947.907	2278.047	1054.243	1026.143	1952.77	466.448	950.35	1947.452	506.904	982.299	2031.448	482.988	937.794	2029.755	524.837	971.518	2296.423	604.893	925.238	2258.0	612.704	987.096	2290.354	714.56	911.819	2258.016	722.291	972.073	2438.237	1012.617	1169.459	2387.19	34.771	1089.653	2421.72	47.815	1130.661	2399.988	82.584	1090.604	2379.69	1080.472	1201.756	2593.76	44.943	1138.381	2606.894	54.977	1028.647	2277.093	1053.299	1102.068	2488.64	172.194	1143.282	2441.396	183.755	1117.582	2494.078	250.387	1165.449	2448.432	261.605	1137.489	2498.863	608.901	1195.868	2445.435	584.146	1151.466	2439.386	700.805	1213.147	2387.552	675.599	1173.262
0.313	2447.196	1001.724	959.987	1853.483	555.978	1015.287	1851.705	527.154	970.724	1893.969	531.644	1009.686	2396.036	1076.121	928.903	1797.993	338.042	1043.225	1786.314	380.193	943.023	2275.752	1047.838	1025.641	1967.862	469.079	948.569	1963.156	509.927	980.007	2046.119	483.782	935.524	2045.798	525.397	969.518	2305.861	597.882	923.682	2266.339	603.914	985.134	2296.648	707.189	910.771	2263.189	713.532	970.522	2435.655	1007.209	1170.107	2363.873	35.11	1088.614	2398.332	48.718	1129.289	2376.826	82.824	1088.566	2377.828	1074.817	1201.575	2570.113	45.106	1137.664	2584.152	54.501	1028.443	2274.164	1047.793	1101.472	2469.775	170.844	1140.426	2423.699	184.739	1113.628	2478.532	248.75	1162.489	2434.274	262.099	1133.494	2494.737	604.527	1194.143	2441.367	580.975	1148.575	2434.762	696.904	1211.652	2384.128	672.595	1170.552
0.32	2445.922	996.43	959.754	1871.187	560.861	1013.353	1869.165	532.318	969.328	1910.99	535.507	1008.236	2394.199	1070.359	928.155	1810.042	343.531	1038.309	1800.582	387.422	938.486	2273.475	1042.155	1025.171	1982.733	471.872	946.126	1979.274	512.698	977.72	2061.622	484.498	933.256	2062.335	525.746	967.49	2315.442	591.132	921.942	2275.092	595.639	982.931	2302.718	700.076	909.294	2268.548	705.251	968.783	2433.246	1002.482	1170.501	2340.595	35.431	1087.565	2374.955	49.344	1128.304	2353.89	82.955	1087.262	2375.861	1069.429	1201.401	2546.469	45.283	1136.793	2560.949	53.646	1027.345	2271.09	1042.756	1101.09	2449.953	169.772	1138.178	2404.832	185.94	1110.903	2462.36	247.289	1160.289	2419.136	262.747	1130.73	2488.379	600.406	1191.092	2436.448	578.497	1143.591	2429.88	692.705	1209.467	2379.519	669.699	1166.972
0.327	2443.221	992.014	960.893	1887.502	564.424	1011.49	1885.733	536.224	967.09	1927.172	538.795	1006.562	2391.998	1064.982	927.55	1824.337	347.235	1033.903	1816.435	392.194	934.157	2269.93	1036.842	1024.902	1998.62	474.145	943.863	1995.662	514.948	975.277	2077.538	485.176	931.089	2079.279	526.087	965.205	2325.31	585.459	920.021	2284.218	588.21	980.369	2309.14	693.847	907.718	2274.131	697.613	966.764	2430.327	998.583	1170.907	2317.24	35.481	1087.038	2351.863	49.753	1127.751	2331.041	83.245	1086.568	2373.644	1064.786	1201.461	2523.501	45.076	1136.249	2537.928	53.296	1026.99	2268.006	1038.527	1100.497	2431.192	169.259	1137.165	2386.338	187.093	1110.43	2446.192	246.172	1159.725	2403.721	263.176	1130.136	2482.562	595.936	1188.057	2431.27	575.511	1139.1	2424.838	688.556	1207.282	2374.471	666.493	1163.836
0.333	2440.668	988.154	961.074	1902.478	566.814	1008.947	1901.487	538.708	964.596	1942.476	541.446	1004.555	2389.488	1060.201	927.058	1839.902	349.407	1030.636	1833.741	394.325	930.164	2267.135	1032.759	1024.212	2014.734	475.815	941.462	2012.531	516.536	973.149	2094.02	485.412	928.908	2096.258	526.667	963.695	2335.888	580.664	917.687	2293.839	581.799	977.685	2316.068	688.637	906.026	2279.969	690.818	964.612	2427.583	995.544	1171.194	2294.073	36.049	1086.918	2328.77	49.977	1127.813	2307.677	83.465	1086.3	2371.197	1060.836	1201.567	2500.252	44.916	1136.067	2514.699	52.834	1027.045	2265.198	1035.042	1099.698	2412.88	168.225	1137.254	2367.963	187.679	1111.648	2431.535	244.489	1158.933	2388.639	263.114	1131.181	2476.195	591.412	1186.026	2425.21	572.487	1136.308	2419.651	684.7	1205.403	2369.455	664.066	1160.806
0.34	2437.959	985.043	961.096	1916.654	567.892	1005.935	1916.7	539.82	961.779	1957.143	543.309	1002.298	2385.828	1056.575	925.942	1858.288	349.225	1026.782	1852.339	393.913	927.632	2264.443	1029.698	1023.504	2031.38	476.744	939.313	2029.658	517.508	971.006	2110.648	485.53	926.689	2113.369	526.769	961.7	2346.781	577.073	915.37	2304.1	576.36	974.884	2323.636	684.324	904.232	2286.38	684.868	962.072	2425.04	993.14	1171.393	2270.878	36.283	1087.315	2305.648	50.077	1128.104	2284.754	83.685	1086.567	2368.233	1057.652	1201.604	2477.024	44.763	1136.453	2491.468	52.392	1027.222	2262.629	1032.728	1098.899	2394.935	166.366	1136.899	2349.537	187.733	1113.53	2417.241	241.605	1158.53	2373.704	262.21	1132.789	2469.148	587.214	1185.269	2418.095	568.953	1135.296	2413.59	681.288	1204.561	2363.591	661.598	1159.436
0.347	2435.243	982.648	960.895	1930.319	567.563	1001.751	1931.667	539.432	958.669	1971.438	544.094	999.961	2381.689	1054.471	925.518	1877.058	347.899	1024.222	1871.516	391.851	924.1	2262.003	1027.603	1022.859	2048.117	476.802	937.314	2046.677	517.71	969.154	2127.663	485.244	924.951	2130.421	526.527	959.859	2358.447	574.479	913.068	2314.944	571.963	971.933	2331.481	681.079	902.323	2293.174	679.864	959.711	2422.687	990.98	1171.355	2247.631	36.719	1087.551	2282.457	50.234	1128.438	2261.75	84.107	1087.003	2365.74	1055.576	1201.527	2453.687	44.608	1136.797	2468.072	52.025	1027.537	2260.44	1031.138	1098.268	2376.814	164.708	1136.146	2330.917	187.72	1115.17	2401.657	238.949	1158.437	2358.022	261.084	1134.368	2461.863	583.447	1184.876	2409.231	565.185	1136.069	2407.799	678.648	1204.183	2357.052	659.21	1159.866
