Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22
79	-39.108408	-4.181287	-2.522019	84.131306	8.965118	-3.022877	-11.926162	-1.486938	-7.599786	-39.646038	-4.80706	-3.931894	84.898031	7.889275	-2.189398	-11.332729	-2.394139	-8.041291	-38.332423	-4.582554	-3.732038	83.763195	7.314203	-2.15523	-12.040642	-2.270423	-8.209546	-39.36535	-3.137701	-5.04519	85.575949	6.829909	-2.331176	-12.985877	-3.552703	-8.519876	-39.936035	-3.975184	-4.486701	85.979903	8.629836	-0.818896	-12.687762	-2.096894	-7.569366	-40.453273	-4.669218	-3.305069	85.934326	8.289112	-2.32327	-13.320638	-2.057341	-7.473824	-39.551181	-4.868898	-2.680505	85.203413	8.243595	-2.295008	-11.976016	-1.493963	-7.54767	-42.1534	-2.150284	-4.640107	88.555107	9.056375	-2.564215	-13.650425	-1.152085	-6.013369	-41.279079	-2.851769	-3.475316	85.574057	12.527787	-1.624892	-13.461059	0.185961	-4.127062	-40.699692	-4.453918	-4.850416	84.237659	8.942993	-0.039286	-12.322189	-1.253787	-7.013469	-40.74465	-3.626236	-5.597848	82.907465	6.776607	-0.96904	-13.497741	-3.041895	-8.856622	-39.586457	-4.096865	-5.876484	85.739706	8.71729	-0.730712	-14.418925	-2.880044	-7.751018	-40.333723	-3.773506	-4.01811	84.843311	10.594105	-0.78249	-14.209222	-3.297616	-7.808287	-39.91349	-3.819237	-5.330206	83.509706	7.504406	-1.148964	-11.302767	-2.400784	-8.541609	-39.92092	-4.377945	-3.774709	85.619323	9.951418	-2.523023	-13.194257	-2.260443	-7.730404	-39.464168	-2.637896	-2.888737	85.021197	8.347788	-2.581819	-13.795439	-2.441546	-6.854804	-38.561769	-2.603741	-7.131849	81.30288	7.246142	1.047902	-11.206969	-2.309367	-8.750913	-40.813647	-2.557234	-2.65698	82.254429	7.429863	-0.737284	-12.276195	-1.858201	-7.175292	-38.491572	-4.560523	-2.612934	84.229601	9.293922	-4.133671	-13.285055	-2.374642	-7.665739	-39.446354	-3.791176	-3.884918	83.664886	10.121033	-0.883395	-13.726151	-2.767002	-7.158124	-37.646069	-4.500712	-1.800856	83.790957	10.24054	-2.58943	-13.661094	-3.139195	-7.837295	-39.057112	-2.782531	-2.932896	85.526244	10.80896	-1.606887	-12.782194	-1.342819	-6.580725
80	-39.265112	-3.554015	-3.878469	80.536621	8.921896	-0.904164	-12.45311	-1.765344	-7.37388	-39.732264	-4.147459	-5.274414	81.407367	7.829227	-0.104821	-11.916367	-2.560539	-7.75438	-38.466518	-3.717827	-5.286299	80.226196	6.909471	-0.021022	-12.719441	-2.655578	-8.171804	-39.496824	-2.012885	-6.712666	82.04277	6.516013	0.012533	-13.642588	-3.734862	-8.358812	-40.051938	-3.12569	-6.046233	82.494928	8.849766	1.77081	-13.29432	-2.277302	-7.266475	-40.530983	-3.845542	-4.785143	82.348838	8.18826	0.020977	-13.991981	-2.3753	-7.270635	-39.658884	-4.080573	-4.115648	81.598104	8.140386	0.014294	-12.583421	-1.729903	-7.334766	-42.553692	-1.380026	-5.99878	85.403874	9.247099	-0.325705	-14.215535	-1.311049	-5.899884	-41.410637	-2.040223	-5.26677	82.009883	12.572459	0.932235	-13.971372	0.104666	-3.738552	-40.676885	-3.554987	-6.177372	80.54531	8.924933	2.31799	-12.970592	-1.524206	-6.879696	-40.702075	-2.563909	-7.160033	79.104008	6.617247	1.484066	-14.062973	-3.483189	-8.719116	-39.700266	-3.076403	-7.478132	82.240675	8.265462	1.782531	-15.092417	-3.181243	-7.774054	-40.337424	-2.710681	-5.631463	81.239279	10.395154	1.96842	-14.822463	-3.526588	-7.687706	-39.862955	-2.848895	-6.809329	79.852973	7.548696	1.440344	-11.836156	-2.606837	-8.275112	-40.144141	-3.609137	-5.166091	82.258383	9.805206	-0.159389	-13.874558	-2.575873	-7.543044	-39.707152	-1.690243	-4.678592	81.589586	8.432346	-0.106446	-14.402392	-2.638199	-6.715616	-38.538062	-1.496313	-8.613127	77.724889	7.352788	3.776939	-11.735619	-2.527063	-8.440031	-40.801505	-1.567123	-4.398014	78.634231	7.517027	1.742035	-12.810559	-2.152832	-6.86343	-38.678419	-3.554491	-4.354506	80.739692	9.094157	-1.50221	-14.059485	-2.715673	-7.508337	-39.698828	-2.975441	-5.404216	80.209885	9.885373	1.487079	-14.36362	-2.978909	-6.909526	-37.92888	-3.787333	-3.296049	80.35799	10.100296	-0.204314	-14.303384	-3.406151	-7.65784	-39.061152	-1.930473	-4.421053	82.165702	10.582162	0.921687	-13.288947	-1.419264	-6.326433
81	-39.214242	-2.760245	-5.389388	76.655058	8.916426	1.462655	-12.915797	-2.059867	-7.203197	-39.592411	-3.336144	-6.716526	77.619573	7.758379	2.172045	-12.468704	-2.730816	-7.525296	-38.363147	-2.679244	-6.952492	76.392313	6.559667	2.285396	-13.345055	-3.107387	-8.185083	-39.383935	-0.805324	-8.407308	78.23671	6.19881	2.389466	-14.244265	-3.924777	-8.226021	-39.931963	-2.193402	-7.656413	78.710351	9.096629	4.513896	-13.865184	-2.465188	-7.034344	-40.360317	-2.851268	-6.398	78.431432	8.153291	2.574757	-14.601482	-2.721812	-7.166481	-39.51186	-3.102851	-5.696629	77.662262	8.050718	2.558604	-13.131154	-1.985643	-7.227569	-42.70109	-0.523248	-7.38126	81.963	9.438968	2.026798	-14.756843	-1.511952	-5.891184	-41.314958	-1.184298	-7.033011	78.195043	12.568167	3.555483	-14.443814	0.006289	-3.512937	-40.402187	-2.546833	-7.579415	76.53571	8.94694	4.822815	-13.569475	-1.820149	-6.879503	-40.366738	-1.379402	-8.821739	74.938424	6.561739	4.108802	-14.538159	-3.984444	-8.599537	-39.588986	-1.975051	-9.086129	78.459879	7.829376	4.32433	-15.691761	-3.526852	-7.891974	-40.102787	-1.552107	-7.300528	77.33678	10.141473	4.834707	-15.36911	-3.748087	-7.634876	-39.571897	-1.779145	-8.379554	75.900304	7.593566	4.204583	-12.315544	-2.810412	-8.052394	-40.112406	-2.662854	-6.682158	78.591967	9.65016	2.439993	-14.500395	-2.89821	-7.440439	-39.719644	-0.62175	-6.552359	77.864505	8.529009	2.527442	-14.931662	-2.844465	-6.67512	-38.297347	-0.401243	-10.079038	73.849095	7.525465	6.531426	-12.176552	-2.787784	-8.154352	-40.584166	-0.525667	-6.172514	74.742164	7.635194	4.297199	-13.285703	-2.432956	-6.618884	-38.627252	-2.346955	-6.2485	76.932257	8.892019	1.372513	-14.750451	-3.070308	-7.402611	-39.749136	-2.059704	-6.958215	76.487236	9.566231	3.920856	-14.9367	-3.162617	-6.773872	-37.974002	-2.864166	-4.957181	76.616677	9.953882	2.456687	-14.867489	-3.67538	-7.597535	-38.856304	-0.999074	-5.989753	78.541063	10.336131	3.556302	-13.782542	-1.54187	-6.133134
82	-38.925322	-1.821103	-7.059335	72.442235	8.934859	4.069508	-13.291692	-2.379921	-7.116491	-39.197503	-2.395973	-8.258472	73.477609	7.676052	4.615501	-12.957656	-2.917585	-7.416733	-38.002043	-1.515281	-8.705266	72.213756	6.2817	4.713392	-13.878436	-3.630292	-8.262879	-39.006732	0.400744	-10.084432	74.126632	5.89956	4.694745	-14.764349	-4.136069	-8.139038	-39.570235	-1.264306	-9.256307	74.597973	9.352989	7.307871	-14.382911	-2.681513	-6.919001	-39.959002	-1.761564	-8.099598	74.192838	8.181891	5.258935	-15.116835	-3.09548	-7.178749	-39.123466	-2.008996	-7.385753	73.408941	7.96265	5.253402	-13.600459	-2.264563	-7.23773	-42.609183	0.371254	-8.768699	78.24457	9.608239	4.431343	-15.274612	-1.782761	-5.985609	-40.966773	-0.323493	-8.744783	74.104138	12.488561	6.203484	-14.868833	-0.144019	-3.506318	-39.90414	-1.505164	-9.020735	72.224662	8.994403	7.391623	-14.092172	-2.150263	-6.998001	-39.814451	-0.186585	-10.510772	70.498833	6.596851	6.779427	-14.925113	-4.516678	-8.516179	-39.243849	-0.882151	-10.626746	74.374756	7.429592	6.774565	-16.190277	-3.935913	-8.113021	-39.622521	-0.394387	-8.956078	73.10581	9.83391	7.674764	-15.822987	-3.988626	-7.666416	-39.023442	-0.681255	-10.016313	71.609151	7.643763	7.067105	-12.709809	-3.02203	-7.926287	-39.801494	-1.589831	-8.290275	74.579505	9.48109	5.207456	-15.039848	-3.244344	-7.463663	-39.475621	0.492233	-8.447371	73.805984	8.639069	5.231316	-15.365504	-3.094288	-6.756161	-37.867522	0.596501	-11.471304	69.698724	7.766522	9.208573	-12.540681	-3.096684	-7.93195	-40.146	0.503622	-7.94206	70.538193	7.786832	6.864191	-13.676955	-2.690534	-6.50489	-38.351887	-1.044616	-8.213648	72.829413	8.703963	4.356752	-15.346931	-3.455102	-7.372462	-39.574372	-1.09563	-8.507964	72.46315	9.158421	6.321085	-15.416792	-3.343094	-6.795207	-37.747326	-1.774675	-6.764489	72.522704	9.799724	5.344842	-15.309573	-3.963612	-7.687964	-38.440337	-0.060765	-7.580781	74.635059	10.075657	6.194124	-14.250264	-1.743944	-6.042888
83	-38.427942	-0.804939	-8.843689	67.94156	8.951012	6.828545	-13.584676	-2.724867	-7.105685	-38.605431	-1.405824	-9.854649	69.04694	7.585202	7.127121	-13.377662	-3.131255	-7.433704	-37.448943	-0.331143	-10.470524	67.76722	6.061752	7.142734	-14.322565	-4.194996	-8.385377	-38.413897	1.52951	-11.712026	69.756981	5.633792	6.849345	-15.206691	-4.380753	-8.092007	-39.021423	-0.414379	-10.790299	70.213186	9.587529	10.039265	-14.848611	-2.943382	-6.916077	-39.350311	-0.662941	-9.831022	69.653939	8.257919	7.975851	-15.523509	-3.499197	-7.298001	-38.513295	-0.892292	-9.117786	68.863968	7.859435	7.977782	-13.983329	-2.570616	-7.354237	-42.296521	1.243816	-10.128985	74.265347	9.724962	6.800957	-15.770729	-2.143761	-6.168881	-40.404182	0.504991	-10.390573	69.777666	12.321996	8.830729	-15.244584	-0.367552	-3.704232	-39.19309	-0.500473	-10.463127	67.608431	9.039281	9.933491	-14.518289	-2.520275	-7.204089	-39.045103	0.90151	-12.137252	65.77946	6.718509	9.364192	-15.206763	-5.054693	-8.483211	-38.714362	0.125293	-12.057873	70.038386	7.080092	9.047229	-16.595007	-4.408776	-8.40244	-38.968535	0.677612	-10.542489	68.62467	9.491365	10.366134	-16.19841	-4.269709	-7.754648	-38.290246	0.355984	-11.650968	67.057977	7.702361	9.898209	-13.025871	-3.25274	-7.911196	-39.263019	-0.490042	-9.915514	70.277737	9.292624	8.002557	-15.494571	-3.625598	-7.605833	-39.038674	1.564449	-10.29766	69.48924	8.749571	7.893623	-15.724192	-3.404609	-6.923157	-37.270528	1.438185	-12.748948	65.296161	8.058439	11.73932	-12.847998	-3.450129	-7.802099	-39.542484	1.469632	-9.67533	66.085577	7.954471	9.38244	-13.994064	-2.933837	-6.524271	-37.874191	0.233175	-10.152493	68.466533	8.544468	7.299111	-15.853511	-3.881609	-7.432577	-39.223768	-0.146033	-10.026875	68.203676	8.696469	8.61402	-15.814193	-3.553936	-6.94863	-37.289651	-0.62799	-8.638236	68.131493	9.634508	8.319252	-15.633371	-4.281618	-7.900963	-37.860005	0.813734	-9.129371	70.500719	9.811997	8.734714	-14.685556	-2.027363	-6.065941
84	-37.721062	0.208537	-10.679022	63.165826	8.930952	9.625586	-13.797004	-3.091273	-7.163286	-37.802855	-0.449832	-11.439881	64.298889	7.467804	9.582071	-13.711478	-3.397341	-7.591616	-36.693273	0.762597	-12.149966	63.042277	5.898298	9.41398	-14.66554	-4.774016	-8.531362	-37.616299	2.50252	-13.245621	65.128494	5.41066	8.752729	-15.570453	-4.674658	-8.065222	-38.300158	0.281525	-12.190264	65.567268	9.748073	12.583055	-15.255574	-3.258862	-7.01677	-38.556493	0.349961	-11.50969	64.842077	8.351518	10.600407	-15.823614	-3.93149	-7.501151	-37.702022	0.145269	-10.804806	64.059672	7.72245	10.578222	-14.282733	-2.909906	-7.548394	-41.776584	2.036546	-11.420699	70.039159	9.747374	9.03678	-16.240889	-2.591889	-6.417593	-39.630901	1.255963	-11.934085	65.222055	12.029781	11.366817	-15.561732	-0.692143	-4.103204	-38.312347	0.399341	-11.849497	62.74094	9.035656	12.335782	-14.855798	-2.921736	-7.439041	-38.123703	1.811627	-13.616647	60.867525	6.870554	11.744397	-15.407163	-5.567717	-8.479555	-38.012274	0.972266	-13.33235	65.458275	6.795221	11.039302	-16.904286	-4.946315	-8.708195	-38.136802	1.566631	-11.989726	63.873078	9.118675	12.751621	-16.486155	-4.615362	-7.880541	-37.379058	1.213294	-13.173605	62.242647	7.762955	12.524773	-13.26055	-3.524504	-8.044413	-38.515529	0.527175	-11.460842	65.709014	9.072431	10.654604	-15.869421	-4.055015	-7.864681	-38.394745	2.503271	-12.021496	64.89367	8.832627	10.389021	-16.007876	-3.800462	-7.154639	-36.519472	2.079671	-13.868252	60.660129	8.358717	14.063458	-13.119627	-3.834042	-7.780733	-38.763461	2.300296	-11.317203	61.359105	8.103591	11.757294	-14.226663	-3.176002	-6.700701	-37.213256	1.376733	-11.965796	63.879615	8.411687	10.051916	-16.282745	-4.349857	-7.58187	-38.675522	0.718747	-11.468233	63.6898	8.194915	10.680423	-16.116061	-3.836524	-7.234984	-36.612889	0.452783	-10.473494	63.467511	9.447989	11.207048	-15.845412	-4.640253	-8.215767	-37.127436	1.555403	-10.569185	66.14889	9.552947	11.074767	-15.080074	-2.396415	-6.22341
85	-36.85059	1.126285	-12.454514	58.203344	8.841901	12.292984	-13.959302	-3.466053	-7.263844	-36.863804	0.394304	-12.925251	59.350372	7.299949	11.84334	-13.989018	-3.719455	-7.821378	-35.801492	1.705967	-13.679763	58.147576	5.761258	11.435133	-14.94474	-5.327961	-8.664587	-36.66054	3.284929	-14.646441	60.294236	5.218583	10.359765	-15.870875	-5.015307	-8.023733	-37.443178	0.799619	-13.422104	60.723207	9.791417	14.861962	-15.607903	-3.611464	-7.182512	-37.625828	1.208218	-13.052938	59.8394	8.415839	13.016278	-16.04689	-4.374264	-7.745391	-36.744475	1.025982	-12.361172	59.080436	7.538964	12.914471	-14.523861	-3.283131	-7.765386	-41.088948	2.719281	-12.614603	65.621145	9.6405	11.067684	-16.679844	-3.090555	-6.68993	-38.692513	1.900097	-13.346678	60.498895	11.590172	13.736531	-15.827195	-1.116634	-4.644806	-37.282507	1.126293	-13.104069	57.661838	8.92502	14.458517	-15.114092	-3.343654	-7.648948	-37.07976	2.483553	-14.861603	55.826635	6.983116	13.79156	-15.543757	-6.023896	-8.474442	-37.174249	1.631444	-14.435279	60.688692	6.561225	12.71174	-17.136035	-5.523611	-8.9623	-37.190223	2.262716	-13.280939	58.946506	8.727012	14.810065	-16.715984	-5.008524	-8.008685	-36.366474	1.86213	-14.513392	57.2751	7.801508	14.864294	-13.457872	-3.842649	-8.281349	-37.61634	1.381608	-12.845263	60.952929	8.811653	13.025456	-16.189583	-4.527574	-8.20519	-37.605849	3.286562	-13.594293	60.113815	8.86494	12.669571	-16.248921	-4.256622	-7.401567	-35.648779	2.518077	-14.803217	55.856845	8.602886	16.143253	-13.382017	-4.224241	-7.852724	-37.86681	2.983569	-12.837946	56.457662	8.190531	13.935268	-14.405139	-3.43231	-6.971645	-36.412989	2.321745	-13.583671	59.144082	8.278808	12.513707	-16.662924	-4.841399	-7.794421	-37.98674	1.464671	-12.806633	59.012471	7.677916	12.488166	-16.353035	-4.194699	-7.583772	-35.774648	1.366154	-12.165981	58.619216	9.229224	13.845854	-15.98598	-5.037851	-8.58928	-36.276709	2.142351	-11.866544	61.630247	9.289467	13.171149	-15.435896	-2.828541	-6.494916
86	-35.856128	1.850687	-14.034542	53.152453	8.642055	14.620136	-14.108898	-3.838912	-7.380162	-35.801368	1.029304	-14.182856	54.252288	7.031011	13.701108	-14.228273	-4.121519	-8.067313	-34.776191	2.416475	-14.955078	53.127018	5.622386	13.047896	-15.175877	-5.815735	-8.747035	-35.576877	3.841359	-15.849625	55.300863	5.040348	11.608039	-16.115651	-5.392615	-7.93464	-36.464006	1.122009	-14.446751	55.736966	9.66132	16.782228	-15.909809	-3.988107	-7.378038	-36.573437	1.848541	-14.370407	54.70599	8.388319	15.087014	-16.21554	-4.810444	-7.991281	-35.665501	1.675381	-13.689159	53.990744	7.288325	14.821636	-14.722497	-3.694653	-7.955322	-40.235441	3.257133	-13.666219	61.03895	9.343956	12.788147	-17.077189	-3.609389	-6.940457	-37.622123	2.396862	-14.575681	55.672422	10.973069	15.820609	-16.049834	-1.641783	-5.275719	-36.149654	1.659304	-14.170277	52.472792	8.670531	16.204092	-15.324138	-3.771051	-7.79072	-35.948759	2.921406	-15.839402	50.74599	6.997617	15.441059	-15.643057	-6.409131	-8.442189	-36.216358	2.076924	-15.332794	55.776772	6.351783	14.00729	-17.296615	-6.105498	-9.097703	-36.135352	2.701719	-14.337267	53.881572	8.305263	16.4092	-16.890518	-5.4385	-8.112302	-35.274714	2.231211	-15.550815	52.212919	7.76734	16.754345	-13.655522	-4.228282	-8.596907	-36.603564	2.010098	-13.994377	56.07984	8.491432	14.977751	-16.474103	-5.036071	-8.582251	-36.665654	3.850438	-14.938739	55.178905	8.792362	14.611047	-16.45936	-4.755823	-7.628845	-34.668447	2.722732	-15.492384	50.945196	8.705387	17.872552	-13.661425	-4.60522	-8.00527	-36.857285	3.457235	-14.145724	51.431493	8.135898	15.76264	-14.548426	-3.717163	-7.286623	-35.485759	2.997793	-14.916242	54.316714	8.106012	14.547427	-17.013674	-5.33458	-8.047927	-37.15467	2.022331	-13.971789	54.209318	7.153252	13.905016	-16.531866	-4.64759	-7.941089	-34.815356	2.029106	-13.617906	53.670159	8.952145	16.068633	-16.093522	-5.470455	-8.970494	-35.328875	2.553105	-12.977761	56.990449	8.988437	14.956538	-15.753503	-3.301697	-6.841641
87	-34.790878	2.337459	-15.329417	48.128542	8.316458	16.462185	-14.283827	-4.210242	-7.487726	-34.664881	1.468078	-15.193387	49.117227	6.655394	15.127339	-14.455902	-4.592834	-8.272063	-33.666179	2.920357	-15.975933	48.08085	5.450268	14.261744	-15.393829	-6.234977	-8.761753	-34.407766	4.18138	-16.819432	50.229585	4.856312	12.491824	-16.317043	-5.786526	-7.781432	-35.38599	1.264595	-15.253555	50.695801	9.33612	18.293384	-16.17335	-4.377756	-7.575595	-35.445628	2.292624	-15.452336	49.552346	8.23533	16.78222	-16.365172	-5.232376	-8.200394	-34.517578	2.113712	-14.77334	48.894871	6.967704	16.287886	-14.899074	-4.135213	-8.090923	-39.264128	3.6635	-14.574034	56.375405	8.864761	14.179408	-17.434394	-4.12263	-7.134767	-36.466764	2.727278	-15.587195	50.828631	10.188296	17.526358	-16.249053	-2.257478	-5.93639	-34.935896	1.976624	-14.984449	47.27534	8.232693	17.440708	-15.502371	-4.194242	-7.830888	-34.763012	3.154741	-16.5405	45.724407	6.882467	16.654217	-15.727604	-6.727416	-8.374012	-35.163154	2.325969	-16.017347	50.801094	6.13386	14.9274	-17.392291	-6.653631	-9.085033	-35.013293	2.92819	-15.17152	48.779304	7.847994	17.593782	-17.023512	-5.879349	-8.181624	-34.145311	2.371753	-16.294626	47.160632	7.629536	18.204751	-13.888024	-4.671673	-8.927241	-35.517784	2.411322	-14.888088	51.181192	8.092277	16.454379	-16.742724	-5.565953	-8.93415	-35.622158	4.219749	-16.06154	50.192111	8.593987	16.203702	-16.655908	-5.26143	-7.815088	-33.617157	2.738589	-15.954833	46.033217	8.63173	19.230994	-13.975832	-4.976861	-8.194809	-35.779222	3.742457	-15.222047	46.395631	7.917179	17.199567	-14.69173	-4.031464	-7.571919	-34.475881	3.432984	-15.972201	49.487328	7.868556	16.152581	-17.35644	-5.805595	-8.301178	-36.229139	2.403025	-14.958347	49.380062	6.627054	14.947962	-16.678761	-5.167566	-8.250754	-33.781153	2.428237	-14.786642	48.722589	8.590277	17.787337	-16.205862	-5.920839	-9.297057	-34.314899	2.792711	-13.880943	52.30379	8.614122	16.385576	-16.040204	-3.79127	-7.200847
88	-33.700341	2.568488	-16.269245	43.252467	7.867322	17.703172	-14.510792	-4.589809	-7.573836	-33.470255	1.699056	-15.898175	44.053022	6.162243	16.017353	-14.676245	-5.135031	-8.389687	-32.490803	3.205662	-16.683441	43.11408	5.215366	14.991392	-15.620861	-6.583149	-8.681173	-33.194067	4.32165	-17.527058	45.187523	4.653694	13.005597	-16.481391	-6.178923	-7.555293	-34.232996	1.240586	-15.823129	45.709267	8.813713	19.32344	-16.405948	-4.778301	-7.756137	-34.259467	2.510847	-16.217984	44.506291	7.894303	17.934734	-16.51167	-5.633169	-8.327629	-33.32253	2.312776	-15.531605	43.912903	6.554796	17.174351	-15.05737	-4.603292	-8.14003	-38.183669	3.90798	-15.285497	51.701413	8.176936	15.099356	-17.731838	-4.620156	-7.232257	-35.269005	2.877646	-16.343306	46.064128	9.267687	18.756086	-16.447548	-2.962381	-6.570938	-33.677885	2.121254	-15.55649	42.188375	7.640598	18.171279	-15.656312	-4.612133	-7.780739	-33.548165	3.205514	-16.93958	40.877066	6.619101	17.369283	-15.814108	-6.992217	-8.271825	-34.036764	2.403184	-16.479981	45.86449	5.886726	15.472886	-17.420672	-7.136923	-8.919987	-33.841939	2.931382	-15.734555	43.750402	7.341871	18.283391	-17.107626	-6.320376	-8.203952	-32.994975	2.282807	-16.692039	42.235685	7.334623	19.099864	-14.185057	-5.175039	-9.212014	-34.386323	2.602181	-15.51743	46.360426	7.593642	17.40271	-17.004366	-6.098581	-9.195515	-34.493578	4.368189	-16.903333	45.263148	8.227396	17.322275	-16.835077	-5.749021	-7.939241	-32.505217	2.560413	-16.151589	41.249107	8.317538	20.069818	-14.339905	-5.348825	-8.392977	-34.65372	3.813359	-15.98503	41.479332	7.496561	18.09086	-14.858192	-4.387748	-7.764349	-33.396029	3.593264	-16.677543	44.760888	7.527948	17.190759	-17.694384	-6.225453	-8.510963	-35.231681	2.584079	-15.714962	44.634632	6.105416	15.54115	-16.802509	-5.738294	-8.452275	-32.707338	2.573801	-15.640091	43.891255	8.12085	18.923104	-16.349314	-6.367681	-9.510265	-33.262133	2.867097	-14.552362	47.66377	8.140674	17.393281	-16.302221	-4.279143	-7.512356
