Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22
36	8.262757	-1.822076	3.113343	27.875881	4.563608	6.746659	4.646265	1.196288	-7.89142	7.562988	-1.022684	2.427416	28.642377	4.621505	8.094295	3.401363	-0.974262	-7.949923	10.774681	1.591917	5.065429	26.367696	5.015741	6.162517	5.257711	-4.075554	-9.068716	10.426277	2.133985	4.079418	27.691338	4.514898	6.058229	3.472182	-1.785089	-8.761913	7.438195	0.99532	2.110864	27.205177	4.220575	6.417873	5.359866	-0.828233	-10.201193	9.81678	-0.485445	3.094207	27.145374	4.732964	7.085421	5.076746	-0.782183	-8.53087	10.242532	-0.864658	2.647188	26.913152	4.578807	7.339386	2.959989	1.248298	-7.551697	8.409279	0.842923	2.875607	26.618573	4.457634	7.803762	-0.760176	-4.381811	-11.509174	8.531856	-0.337963	3.3075	26.471108	4.884785	7.589098	4.496853	-2.415969	-10.385985	9.872816	-2.294602	3.192394	25.985454	4.626858	7.848673	3.711814	0.809599	-8.08425	8.616711	-0.591618	3.446869	25.389708	4.577709	8.307883	3.443435	0.012438	-7.106333	10.181392	0.057358	3.290238	25.001666	4.648435	7.487576	4.55552	-1.994388	-9.249563	9.725061	-0.078689	2.898244	25.218053	4.74637	7.732051	3.800665	-1.872127	-7.708021	9.463559	-1.970988	3.30514	25.968789	4.526316	7.955648	4.028029	1.883514	-7.513896	8.920516	-1.092006	3.592764	26.340614	4.688095	8.084437	3.692595	-0.724743	-8.492216	8.719148	2.226174	4.943508	26.55162	4.874132	5.615272	7.166075	-3.546021	-11.028772	10.734434	-1.207779	2.531616	26.456197	4.45104	7.472217	3.836964	1.279333	-8.332495	9.222293	-0.088029	4.239587	27.269049	4.649806	6.686034	3.656864	-1.102537	-9.677804	10.606751	-0.800378	3.180677	25.649153	4.633855	7.894287	4.387154	0.595737	-8.338318	10.466407	0.275003	2.190914	25.144247	4.676274	7.461548	2.727254	-1.431354	-8.542421	10.167566	0.816838	2.083175	25.439774	4.720452	8.485709	3.067453	-2.980601	-10.12183	9.472033	0.004543	3.169259	26.966047	4.794661	7.030623	4.514883	-0.323237	-7.967315
37	9.251984	-1.901127	3.433359	27.779343	4.908026	6.741648	6.240267	0.827162	-7.910307	8.553974	-1.163688	2.765973	28.348567	4.959193	8.007322	5.080885	-1.205231	-7.94497	11.706171	1.52066	5.291169	26.309113	5.367548	6.00053	6.719814	-4.551751	-8.882162	11.334713	1.996357	4.422159	27.451502	4.908175	6.02731	5.366928	-2.240428	-8.797486	8.364094	0.910987	2.609502	26.946001	4.602302	6.212564	7.243677	-1.357094	-10.314497	10.759939	-0.594208	3.358746	26.964581	5.104281	7.05585	6.604432	-1.055927	-8.451474	11.254993	-0.903757	3.342092	26.676323	4.955363	7.000349	4.695323	1.148038	-7.613029	9.402864	0.829875	3.379091	26.104796	4.789353	7.382362	1.279261	-4.897865	-11.57895	9.578948	-0.378809	3.684513	26.213042	5.31302	7.532981	6.44174	-3.091875	-10.341224	10.77145	-2.353853	3.509332	26.067131	4.953591	7.765976	5.158968	0.555105	-7.97725	9.594705	-0.71318	3.81144	25.163581	4.862324	8.238446	5.051291	-0.078524	-7.085382	11.140448	-0.051597	3.722737	24.815063	5.000427	7.414005	6.314109	-2.314607	-9.136924	10.61151	-0.21323	3.386321	25.139895	5.109038	7.536407	5.430446	-2.1922	-7.611496	10.48787	-2.109867	3.755456	25.803396	4.842762	7.789565	5.471053	1.640213	-7.441998	10.011304	-1.071418	3.993455	25.894362	4.977367	7.93456	5.535616	-1.044855	-8.63896	9.600736	2.08087	4.984126	26.320009	5.331581	5.564001	9.047269	-3.939348	-10.783653	11.751263	-1.29673	3.135237	26.328222	4.819041	7.244255	5.338923	1.111659	-8.402744	10.188141	-0.101854	4.629783	27.049176	4.985517	6.378794	5.400606	-1.392338	-9.774237	11.610932	-0.707991	3.974381	25.511728	5.029714	7.558564	6.235439	0.350321	-8.609437	11.548995	0.020198	2.506783	24.747379	5.118517	7.483031	4.54725	-1.733657	-8.466367	11.287283	0.743519	2.733109	24.930829	5.160652	8.148961	4.980386	-3.492067	-10.09326	10.450794	-0.091185	3.756291	26.690098	5.255171	7.017006	6.531938	-0.91759	-8.102033
38	10.136851	-2.08584	3.514233	27.992582	5.293687	6.867435	7.461994	0.408941	-7.879386	9.423751	-1.382012	2.961029	28.382403	5.341528	7.984259	6.434959	-1.452766	-7.849693	12.563196	1.328325	5.285507	26.521409	5.768949	5.983344	7.8686	-5.017827	-8.643534	12.133226	1.759426	4.590035	27.53827	5.337297	6.042978	6.944985	-2.701908	-8.74754	9.218827	0.737655	2.956566	26.989362	5.018304	6.033085	8.772197	-1.886709	-10.292373	11.57262	-0.821267	3.375678	27.16509	5.531924	7.143395	7.73398	-1.349221	-8.270581	12.141118	-1.060403	3.790428	26.783002	5.365747	6.771715	6.069774	1.036231	-7.546635	10.289309	0.740657	3.733013	25.892502	5.132378	6.97283	3.133408	-5.502025	-11.440608	10.521966	-0.545193	3.899076	26.255295	5.785075	7.515519	8.111324	-3.784826	-10.19375	11.534054	-2.512079	3.589412	26.544149	5.336876	7.795869	6.229304	0.308238	-7.751381	10.463996	-0.908962	4.016575	25.259311	5.181992	8.19574	6.352189	-0.167649	-6.987685	11.973534	-0.251021	3.985453	24.948627	5.393821	7.391799	7.777414	-2.635655	-8.940596	11.383444	-0.427927	3.699432	25.384951	5.50784	7.392969	6.765892	-2.516248	-7.463723	11.402394	-2.330515	4.014729	25.964802	5.185424	7.698438	6.565226	1.406535	-7.307188	11.001299	-1.159941	4.143897	25.765227	5.283823	7.851848	7.052569	-1.379205	-8.640874	10.414724	1.805378	4.840455	26.349575	5.850208	5.587174	10.673058	-4.324821	-10.474941	12.643344	-1.478534	3.527026	26.549253	5.22278	7.092739	6.486152	0.913418	-8.333004	11.050498	-0.230072	4.782954	27.124662	5.344289	6.156999	6.859293	-1.691162	-9.747284	12.513697	-0.735487	4.544253	25.665922	5.448806	7.309926	7.794878	0.094149	-8.759134	12.503503	-0.332797	2.67328	24.671001	5.597194	7.556912	6.091549	-2.065682	-8.299323	12.30578	0.572827	3.253428	24.738509	5.622565	7.765203	6.579898	-4.011987	-9.901344	11.307232	-0.278931	4.165761	26.705062	5.746333	7.062273	8.242938	-1.547412	-8.130904
39	10.897744	-2.38218	3.343222	28.551671	5.744237	7.146399	8.293038	-0.071478	-7.854339	10.141466	-1.686022	2.971343	28.835447	5.791665	8.066098	7.397901	-1.726174	-7.695897	13.323938	0.991932	5.023138	27.077411	6.24747	6.141039	8.642666	-5.459199	-8.408644	12.813761	1.412113	4.539684	27.999354	5.814043	6.145083	8.167836	-3.158037	-8.652777	9.989553	0.472877	3.097775	27.379349	5.481916	5.946797	9.911484	-2.408149	-10.16992	12.273202	-1.144639	3.191262	27.707867	6.024509	7.337514	8.527503	-1.66959	-8.050704	12.912071	-1.325374	4.001022	27.21348	5.821749	6.676514	7.120155	0.899446	-7.411459	11.083467	0.581286	3.910138	25.967905	5.49344	6.633778	4.801258	-6.158207	-11.160626	11.331376	-0.844203	3.927052	26.652786	6.315278	7.55224	9.459378	-4.471066	-9.998495	12.165894	-2.761471	3.456329	27.403924	5.794362	7.946038	6.952521	0.050288	-7.467627	11.200669	-1.196529	4.012518	25.759443	5.562756	8.217775	7.27999	-0.283545	-6.844767	12.672939	-0.557138	4.033421	25.43937	5.846201	7.460917	8.914313	-2.954224	-8.695063	12.017669	-0.740839	3.77704	26.027592	5.969646	7.354107	7.742898	-2.853331	-7.315541	12.181177	-2.649084	4.028551	26.531898	5.58561	7.73846	7.257976	1.148362	-7.154163	11.869412	-1.371187	4.041446	26.011044	5.630823	7.845323	8.2084	-1.739745	-8.535496	11.142549	1.384877	4.472644	26.722677	6.446079	5.727593	11.972825	-4.692305	-10.148442	13.412832	-1.744916	3.71632	27.097052	5.672455	7.035254	7.323926	0.674543	-8.166833	11.778224	-0.506591	4.641511	27.586304	5.748594	6.065681	7.964637	-2.009934	-9.602898	13.317789	-0.881759	4.893262	26.103464	5.899972	7.155275	9.07969	-0.188004	-8.811365	13.289295	-0.79686	2.647142	25.01519	6.131069	7.715818	7.27951	-2.418421	-8.076754	13.205585	0.293343	3.590546	24.920561	6.116429	7.394082	7.823057	-4.506315	-9.594307	12.025052	-0.561702	4.348057	27.069995	6.279811	7.200566	9.594559	-2.202174	-8.092788
40	11.519692	-2.77906	2.940079	29.477472	6.274743	7.56932	8.749883	-0.621921	-7.885945	10.711875	-2.059862	2.802405	29.700329	6.317079	8.263815	8.003423	-2.036865	-7.530612	13.981466	0.532809	4.549137	27.977438	6.806807	6.447295	9.070735	-5.873251	-8.225404	13.367979	0.959188	4.262075	28.868422	6.348182	6.349718	9.021578	-3.610761	-8.561853	10.659926	0.118952	2.998954	28.141936	6.008347	6.015979	10.65949	-2.921607	-9.999544	12.830635	-1.571967	2.787611	28.687733	6.609989	7.65392	8.924527	-2.035429	-7.841719	13.526187	-1.721079	3.912213	28.079562	6.35215	6.768529	7.771781	0.706746	-7.238816	11.754254	0.333141	3.831638	26.435785	5.891852	6.441005	6.212837	-6.835415	-10.774285	11.978865	-1.265704	3.762967	27.448197	6.912876	7.647972	10.454631	-5.134905	-9.822041	12.639078	-3.105044	3.108282	28.711073	6.359695	8.228942	7.298201	-0.242886	-7.178838	11.816503	-1.562504	3.825252	26.627917	6.011503	8.311001	7.886298	-0.452512	-6.699762	13.231015	-0.970719	3.853676	26.314007	6.371275	7.636284	9.711584	-3.276824	-8.439456	12.519747	-1.140228	3.623102	27.051765	6.505858	7.439137	8.384107	-3.217065	-7.218224	12.824578	-3.05339	3.811544	27.492124	6.063267	7.922819	7.59725	0.8291	-7.029815	12.591911	-1.702472	3.707128	26.672098	6.041474	7.922725	8.995205	-2.142319	-8.384371	11.773456	0.845089	3.898281	27.452031	7.110411	5.994883	12.94525	-5.035499	-9.855705	14.010773	-2.107853	3.654537	28.078067	6.196364	7.109992	7.790976	0.364307	-7.921044	12.363233	-0.923301	4.230689	28.44344	6.210072	6.111344	8.734092	-2.358561	-9.385389	13.978269	-1.177768	4.952068	26.934377	6.404826	7.131277	10.002689	-0.527692	-8.760815	13.901438	-1.351895	2.445486	25.7905	6.726218	7.957025	8.116874	-2.784093	-7.85453	13.966546	-0.095628	3.715879	25.520803	6.65426	7.093744	8.693976	-4.948055	-9.241452	12.590619	-0.934158	4.272697	27.829228	6.866444	7.453809	10.562979	-2.874072	-8.036947
41	11.985065	-3.253405	2.34584	30.802274	6.890179	8.094452	8.851484	-1.241039	-8.01003	11.122441	-2.485936	2.455875	31.015204	6.929552	8.579495	8.252481	-2.404094	-7.396957	14.508904	-0.026598	3.89946	29.264559	7.449309	6.869904	9.154101	-6.256135	-8.137169	13.778674	0.41845	3.775189	30.188654	6.945899	6.643249	9.490696	-4.07057	-8.518138	11.206483	-0.318149	2.643043	29.309266	6.613181	6.284302	11.01421	-3.433721	-9.833263	13.255367	-2.065089	2.240323	30.053113	7.276071	8.041037	9.009826	-2.442772	-7.687687	13.988831	-2.211574	3.589855	29.347128	6.955776	7.009617	8.096396	0.445584	-7.07347	12.306768	0.012405	3.522815	27.267975	6.334741	6.408424	7.385096	-7.487326	-10.367042	12.435187	-1.79155	3.405591	28.689761	7.581181	7.799078	11.063045	-5.768953	-9.723701	12.963619	-3.509201	2.621211	30.41134	7.036579	8.59623	7.347372	-0.583473	-6.944905	12.265455	-2.01204	3.434803	27.975256	6.557939	8.483848	8.111017	-0.722573	-6.600766	13.631674	-1.479564	3.457642	27.612614	6.979111	7.904103	10.14922	-3.616832	-8.21272	12.874028	-1.614066	3.240035	28.489436	7.12908	7.65091	8.67828	-3.625756	-7.222177	13.309903	-3.52813	3.377086	28.881496	6.641968	8.248928	7.602591	0.410207	-6.979386	13.138126	-2.140179	3.166694	27.792172	6.535382	8.086868	9.407256	-2.603197	-8.253797	12.272676	0.211912	3.135	28.599787	7.834743	6.383828	13.545763	-5.345011	-9.646636	14.44319	-2.534848	3.399117	29.451083	6.797007	7.290964	7.962472	-0.021601	-7.652645	12.770917	-1.470365	3.570696	29.755673	6.74123	6.295048	9.15157	-2.751427	-9.145592	14.492035	-1.590138	4.763655	28.138091	6.964458	7.221031	10.605876	-0.936519	-8.649633	14.314582	-1.97644	2.082837	27.056658	7.390262	8.266631	8.578426	-3.1613	-7.688499	14.560125	-0.587968	3.622257	26.592268	7.246852	6.901566	9.17803	-5.322026	-8.910874	12.984665	-1.384044	3.926642	29.034179	7.513624	7.820689	11.127325	-3.558791	-8.010627
42	12.292645	-3.758975	1.650965	32.517364	7.572954	8.630787	8.667393	-1.906096	-8.239614	11.376235	-2.932874	1.975669	32.763754	7.62375	8.970918	8.196711	-2.833643	-7.326759	14.889503	-0.641844	3.142977	30.936075	8.157917	7.342907	8.9494	-6.603856	-8.16492	14.039146	-0.16918	3.144148	31.950093	7.598499	6.972256	9.613285	-4.547213	-8.552772	11.616486	-0.812879	2.068627	30.86596	7.297588	6.738563	11.027819	-3.951571	-9.716835	13.516315	-2.591277	1.606383	31.860205	8.020405	8.432493	8.796345	-2.886601	-7.634451	14.261305	-2.771288	3.063863	31.087924	7.642866	7.366425	8.088114	0.094016	-6.962512	12.710341	-0.37571	2.974908	28.533577	6.835301	6.559937	8.265542	-8.061123	-10.013215	12.697724	-2.377156	2.890489	30.370973	8.302617	7.978446	11.305327	-6.368632	-9.742548	13.107928	-3.942764	2.049257	32.551036	7.84726	8.991673	7.117889	-0.98346	-6.832168	12.562825	-2.507242	2.919116	29.720422	7.186402	8.69055	8.058556	-1.091616	-6.577139	13.87438	-2.046963	2.901822	29.325371	7.662803	8.21892	10.256345	-3.984649	-8.050867	13.075138	-2.131118	2.684852	30.329665	7.82985	7.939963	8.662169	-4.084522	-7.351394	13.628796	-4.038171	2.790121	30.688048	7.323063	8.659691	7.343335	-0.120361	-7.030544	13.497992	-2.642556	2.486716	29.357043	7.112893	8.308054	9.49446	-3.123151	-8.205923	12.617802	-0.466141	2.248603	30.178888	8.59867	6.841666	13.777829	-5.616283	-9.547949	14.670522	-3.001215	2.972181	31.277534	7.493941	7.555673	7.843856	-0.497417	-7.418111	12.985624	-2.103561	2.73648	31.528113	7.334864	6.572163	9.249692	-3.1891	-8.940361	14.814067	-2.10346	4.324895	29.792727	7.588171	7.421749	10.852634	-1.431998	-8.517745	14.528052	-2.631006	1.604914	28.807962	8.115091	8.604921	8.696428	-3.547626	-7.620777	14.973375	-1.154866	3.346034	28.130028	7.894021	6.819333	9.318438	-5.629884	-8.663583	13.208295	-1.877437	3.355692	30.682902	8.211864	8.257517	11.321614	-4.245807	-8.053808
43	12.421179	-4.245616	0.953318	34.659262	8.300783	9.061666	8.238975	-2.588847	-8.58683	11.470508	-3.364281	1.430231	34.934087	8.388301	9.361643	7.896004	-3.316627	-7.345422	15.104031	-1.261372	2.357583	32.993105	8.90696	7.781857	8.523248	-6.906327	-8.318144	14.123218	-0.76286	2.428755	34.183301	8.293706	7.268281	9.405062	-5.041946	-8.695176	11.86215	-1.336441	1.325826	32.838131	8.064626	7.32997	10.727422	-4.474721	-9.685785	13.616431	-3.102594	0.977342	34.070258	8.815163	8.737777	8.368769	-3.345143	-7.692189	14.347326	-3.350087	2.428702	33.265774	8.398513	7.752057	7.823858	-0.337733	-6.939927	12.965002	-0.801749	2.259108	30.208218	7.386952	6.840711	8.860914	-8.524998	-9.761266	12.750986	-2.974749	2.256086	32.524307	9.052	8.139759	11.182761	-6.917551	-9.911085	13.092173	-4.360692	1.476645	35.048365	8.762982	9.33099	6.714992	-1.425072	-6.856033	12.664711	-3.02133	2.319339	31.935531	7.902969	8.875563	7.736046	-1.575472	-6.675324	13.939708	-2.633519	2.237725	31.482739	8.412887	8.524638	10.041544	-4.38324	-7.987431	13.110385	-2.648998	2.037	32.569642	8.585945	8.225938	8.380672	-4.584412	-7.615635	13.7699	-4.540414	2.134648	32.907076	8.096321	9.063569	6.891895	-0.756587	-7.198425	13.64905	-3.165291	1.732669	31.392583	7.770407	8.532972	9.285738	-3.692844	-8.295144	12.789	-1.130344	1.326857	32.202222	9.376044	7.282233	13.658913	-5.845096	-9.569262	14.696694	-3.468326	2.440985	33.516554	8.279853	7.843113	7.513779	-1.045223	-7.261142	12.993099	-2.762646	1.827836	33.767506	7.973568	6.865442	9.068778	-3.658176	-8.823329	14.945141	-2.670085	3.708001	31.874351	8.264872	7.686156	10.793099	-1.997967	-8.41637	14.542904	-3.267626	1.069036	31.034166	8.884625	8.912725	8.515322	-3.93697	-7.682928	15.177332	-1.766481	2.918106	30.167395	8.596082	6.831499	9.137788	-5.872458	-8.551867	13.248438	-2.376498	2.609931	32.811816	8.944705	8.702783	11.150713	-4.913228	-8.203322
44	12.381238	-4.666446	0.356029	37.186991	9.037315	9.282721	7.650436	-3.253921	-9.033214	11.402156	-3.744388	0.901598	37.511605	9.207304	9.655908	7.415717	-3.829488	-7.468422	15.135913	-1.83345	1.622729	35.434159	9.665649	8.096117	7.944375	-7.15107	-8.591893	14.03529	-1.317257	1.717752	36.829223	9.004024	7.451422	8.95566	-5.538455	-8.948254	11.943177	-1.847575	0.525928	35.178664	8.896164	7.936358	10.206759	-4.99191	-9.747026	13.542824	-3.550219	0.44863	36.68587	9.6333	8.851023	7.78791	-3.791901	-7.868507	14.233914	-3.893007	1.787327	35.886667	9.207056	8.055251	7.358137	-0.83462	-7.036485	13.053098	-1.231678	1.454114	32.312407	7.981264	7.172295	9.150206	-8.845315	-9.647321	12.620858	-3.532441	1.578883	35.089682	9.789685	8.22393	10.781994	-7.400342	-10.21694	12.89079	-4.718897	0.986327	37.933921	9.77207	9.499187	6.183447	-1.890773	-7.042197	12.584706	-3.517133	1.710162	34.556217	8.679173	8.972525	7.235628	-2.141796	-6.895839	13.837504	-3.188783	1.550433	34.035011	9.198418	8.747007	9.584878	-4.796984	-8.028196	12.968765	-3.122308	1.382539	35.203163	9.365754	8.418726	7.889052	-5.101942	-8.009147	13.722738	-4.990333	1.502344	35.535402	8.940217	9.352181	6.312536	-1.475364	-7.482845	13.613042	-3.658194	0.998044	33.836179	8.48165	8.681936	8.872435	-4.279738	-8.533871	12.775108	-1.720602	0.465588	34.67309	10.135764	7.600234	13.231915	-6.029425	-9.701111	14.501364	-3.893446	1.868637	36.17102	9.146679	8.070938	7.032971	-1.641094	-7.216098	12.78654	-3.383251	0.958498	36.469707	8.637271	7.080193	8.659539	-4.134445	-8.835921	14.870231	-3.239064	2.98909	34.401325	8.982449	7.945423	10.456746	-2.611504	-8.395569	14.363503	-3.835139	0.545238	33.716336	9.676006	9.112318	8.089812	-4.317589	-7.88841	15.182018	-2.374899	2.417562	32.640984	9.337343	6.872586	8.727086	-6.063479	-8.583881	13.128968	-2.839238	1.798129	35.361573	9.683213	9.067799	10.697418	-5.532636	-8.46525
45	12.154506	-4.976497	-0.043736	40.122164	9.75295	9.184564	6.945678	-3.867956	-9.571608	11.183977	-4.046151	0.473515	40.440485	10.058049	9.761466	6.834596	-4.340342	-7.691796	14.984021	-2.315502	1.011239	38.220422	10.40266	8.209303	7.289968	-7.331889	-8.958394	13.750585	-1.784069	1.106363	39.900272	9.701536	7.415228	8.317783	-6.007873	-9.323785	11.828861	-2.303137	-0.223245	37.909104	9.775285	8.419305	9.518047	-5.482595	-9.905824	13.300902	-3.900483	0.091253	39.669723	10.446122	8.701699	7.122259	-4.200472	-8.152612	13.927713	-4.351084	1.240705	38.912756	10.043705	8.170916	6.760603	-1.370421	-7.257722	12.969101	-1.628081	0.657921	34.830025	8.602546	7.455434	9.148216	-9.012585	-9.672875	12.298802	-3.99786	0.941154	38.076359	10.47327	8.151101	10.150365	-7.787888	-10.657527	12.537724	-5.000081	0.631396	41.11857	10.823725	9.434009	5.598502	-2.349717	-7.340936	12.308693	-3.955945	1.164444	37.586245	9.490039	8.895728	6.612795	-2.759742	-7.244878	13.545106	-3.657361	0.929051	37.005199	9.989974	8.784905	8.928832	-5.199658	-8.187728	12.65935	-3.513995	0.808299	38.183033	10.132319	8.437369	7.26746	-5.602753	-8.502089	13.495905	-5.34938	0.984105	38.532641	9.818781	9.423373	5.667131	-2.235631	-7.862654	13.38085	-4.0724	0.385539	36.698629	9.225805	8.650552	8.30426	-4.846513	-8.938378	12.586683	-2.19161	-0.251047	37.5435	10.843168	7.704688	12.588751	-6.174312	-9.911232	14.081211	-4.23729	1.326969	39.210728	10.06968	8.145839	6.470077	-2.249455	-7.287319	12.385968	-3.910647	0.2375	39.573749	9.308359	7.131206	8.100333	-4.588599	-8.995193	14.592609	-3.757043	2.264987	37.349632	9.721746	8.113747	9.906004	-3.23801	-8.48759	14.008636	-4.289722	0.111955	36.789936	10.461807	9.122225	7.500952	-4.674532	-8.221957	14.957727	-2.926386	1.924812	35.56504	10.102467	6.856444	8.1339	-6.205705	-8.768575	12.846861	-3.223912	1.032177	38.339655	10.401935	9.236218	10.001382	-6.065155	-8.849192
46	11.76557	-5.170522	-0.218553	43.377772	10.431672	8.770005	6.188243	-4.415473	-10.168978	10.811498	-4.243419	0.229483	43.70192	10.920901	9.578621	6.205912	-4.818858	-8.01187	14.626531	-2.666861	0.599002	41.349505	11.09252	8.041146	6.613208	-7.439819	-9.396328	13.296718	-2.14693	0.655067	43.296864	10.36169	7.121	7.591443	-6.424331	-9.792101	11.53841	-2.677727	-0.829369	40.955639	10.664946	8.669493	8.747671	-5.929683	-10.12903	12.905652	-4.135763	-0.051848	42.96355	11.227888	8.257174	6.431895	-4.550497	-8.521988	13.445984	-4.691438	0.863649	42.277938	10.881161	8.026389	6.099141	-1.91856	-7.590498	12.713789	-1.958159	-0.031561	37.723007	9.234765	7.592795	8.897081	-9.038695	-9.810349	11.821992	-4.348936	0.422355	41.383931	11.080419	7.883805	9.395363	-8.078301	-11.190187	12.009364	-5.171595	0.494301	44.621292	11.876324	9.013254	4.999994	-2.770233	-7.72188	11.848458	-4.310742	0.743265	40.977989	10.303806	8.584429	5.92942	-3.385523	-7.700116	13.084374	-4.011336	0.448868	40.31237	10.75611	8.580609	8.165401	-5.56247	-8.44288	12.173953	-3.790323	0.398929	41.498723	10.851714	8.195736	6.573141	-6.050987	-9.069065	13.080139	-5.577866	0.668017	41.895749	10.696545	9.167648	4.993455	-2.996965	-8.318901	12.990219	-4.385535	-0.037847	39.885222	9.971866	8.386254	7.661548	-5.358972	-9.467882	12.212792	-2.503654	-0.744221	40.800356	11.459216	7.508868	11.80454	-6.283378	-10.172261	13.445757	-4.471055	0.887131	42.587883	11.013078	7.978201	5.88598	-2.834215	-7.453701	11.791622	-4.296126	-0.230342	43.052192	9.980112	6.934248	7.449593	-4.991778	-9.320102	14.124217	-4.178703	1.630748	40.665969	10.46292	8.111107	9.220143	-3.839603	-8.70558	13.467274	-4.58425	-0.144844	40.233532	11.217037	8.844594	6.805812	-4.991664	-8.66942	14.526555	-3.382909	1.515165	38.839952	10.866912	6.710152	7.444665	-6.314477	-9.062467	12.435335	-3.517839	0.404478	41.639557	11.083626	9.153711	9.166246	-6.496952	-9.323218
