Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13
89	-27.297353	0.673113	-1.754347	18.085882	5.000357	25.632438	3.486356	-5.291838	-15.528356	-29.281725	-0.026884	-2.393886	24.867864	7.129831	25.369742	0.412381	-4.001959	-16.144512	-28.761212	0.56249	-3.175074	22.400884	6.314691	25.009179	0.484362	-3.633306	-15.715307	-28.024543	0.224888	-3.506174	21.578607	6.032739	23.714559	0.924217	-5.296266	-15.972188	-27.697642	-0.054128	-1.984457	23.795652	7.157632	24.819056	1.24075	-3.867984	-14.9323	-31.196377	0.17643	-4.020394	26.899015	7.338231	22.918353	0.877477	-2.526345	-14.062387	-27.707206	0.537001	-3.299768	23.449487	6.745095	24.146661	2.0201	-4.039351	-14.925399	-27.737251	0.301715	-1.977597	22.3005	4.515479	23.116082	1.83604	-5.077519	-14.791401	-28.647422	0.897771	-3.167325	24.994809	6.931803	23.068249	1.302006	-5.757716	-16.124173	-29.173161	1.022431	-2.407871	25.615595	7.448456	22.551191	4.23169	-6.928473	-15.005582	-30.115333	0.429037	-2.826794	25.538132	6.986556	23.167073	1.111561	-4.928016	-14.694241	-32.609741	0.063252	-5.581424	44.627258	12.162567	20.826037	-0.319953	-1.590258	-13.868999	-31.193009	0.665462	-5.213074	44.01764	12.844835	20.102638	-1.013517	-1.159833	-13.420416
90	-26.684281	0.429797	-0.637384	14.810494	3.414278	24.844722	3.158082	-5.954979	-16.280053	-28.558886	-0.226029	-1.76457	21.15292	5.627383	24.617492	0.081154	-3.794641	-16.204402	-28.074381	0.353402	-2.276876	18.761563	4.702324	23.990988	0.293218	-3.94207	-16.072246	-27.268023	-0.09969	-2.369739	18.007472	4.422489	22.482544	0.693703	-5.395626	-16.304175	-27.038174	-0.224472	-1.162562	20.279151	5.526184	24.0239	1.028519	-4.141852	-15.571171	-30.560155	-0.013919	-3.324418	23.068148	5.818804	22.532498	0.584434	-2.754209	-14.452226	-27.106227	0.31388	-2.582941	19.859966	5.270994	23.492625	1.796592	-4.187676	-15.393696	-27.070451	0.004266	-1.164364	18.581254	3.284616	22.42262	1.539427	-5.216056	-15.251343	-27.955133	0.623675	-2.124072	21.241244	5.341863	22.068263	1.144455	-5.906571	-16.278304	-28.339281	0.824779	-1.368938	21.943744	5.853951	21.55092	3.674532	-6.906128	-15.304994	-29.386795	0.134407	-1.894601	21.713865	5.465787	22.835326	0.66429	-5.004216	-15.088091	-32.244615	-0.111042	-5.456965	40.671628	11.069489	21.633487	-0.393963	-2.112018	-14.140542	-30.857194	0.522589	-5.495808	39.960054	11.733797	20.903772	-0.966633	-1.644018	-13.31356
91	-26.152565	0.119309	0.669882	11.931581	1.952698	23.774378	2.597181	-6.731648	-17.10991	-27.856016	-0.482801	-0.923849	17.766744	4.138333	23.403	-0.440932	-3.632935	-16.218811	-27.444045	0.038452	-1.110502	15.478979	3.194964	22.48212	-0.09091	-4.289947	-16.443001	-26.551773	-0.489015	-1.014921	14.844718	2.929455	20.933894	0.225999	-5.610328	-16.738688	-26.433203	-0.463978	-0.113822	17.132089	3.969257	22.857102	0.543183	-4.507009	-16.281548	-29.966495	-0.323661	-2.32317	19.624282	4.307029	21.627895	0.095384	-2.966828	-14.943959	-26.570753	0.003335	-1.570725	16.631452	3.860588	22.388171	1.388505	-4.356136	-15.935631	-26.454316	-0.398192	-0.08228	15.263573	2.129676	21.423117	1.045635	-5.316135	-15.867874	-27.322151	0.23089	-0.777814	17.880095	3.861621	20.5865	0.739073	-6.070455	-16.532842	-27.571858	0.538995	-0.066407	18.657769	4.380057	20.162005	2.894655	-6.905676	-15.81181	-28.697786	-0.265114	-0.655271	18.305537	3.947118	22.050295	0.071551	-5.10938	-15.665779	-31.756796	-0.215458	-5.264867	36.607191	9.836177	22.320603	-0.337899	-2.70957	-14.389038	-30.433769	0.408153	-5.621702	35.884932	10.42857	21.3709	-0.882775	-2.07357	-13.114646
92	-25.687125	-0.229333	2.04244	9.468023	0.655331	22.585439	1.845963	-7.581308	-18.0092	-27.187409	-0.78682	0.051579	14.775082	2.762388	21.92345	-1.166219	-3.615529	-16.281872	-26.871002	-0.354732	0.2342	12.616036	1.854703	20.698197	-0.66722	-4.647776	-16.903455	-25.889793	-0.901153	0.423084	12.140404	1.618419	19.342225	-0.472433	-6.007107	-17.336056	-25.891424	-0.766186	1.09728	14.409887	2.558185	21.466656	-0.152398	-4.902767	-17.076142	-29.431439	-0.749717	-1.080046	16.623906	2.901058	20.387713	-0.619272	-3.232823	-15.595218	-26.10742	-0.365184	-0.351734	13.819465	2.567867	21.020021	0.805705	-4.550894	-16.564591	-25.892551	-0.872187	1.15838	12.406976	1.074664	20.285384	0.394254	-5.428112	-16.602183	-26.738348	-0.234107	0.763213	14.956727	2.538959	18.886285	0.146057	-6.261554	-16.943418	-26.882079	0.201674	1.406813	15.816854	3.070544	18.595054	1.906503	-6.944764	-16.52975	-28.07296	-0.769358	0.838773	15.383941	2.529773	20.942353	-0.66428	-5.320457	-16.431816	-31.169584	-0.270593	-4.979147	32.5073	8.459599	22.77748	-0.174656	-3.384785	-14.646689	-29.935749	0.312569	-5.54668	31.852903	8.97287	21.492277	-0.764866	-2.37883	-12.981722
93	-25.257987	-0.589783	3.331094	7.398552	-0.439545	21.443304	0.983491	-8.465147	-18.932932	-26.566192	-1.112202	1.052024	12.226748	1.57843	20.444245	-2.071224	-3.849278	-16.504887	-26.340774	-0.7742	1.598166	10.190004	0.721354	18.943105	-1.364998	-5.002019	-17.542338	-25.274317	-1.280494	1.751576	9.889573	0.528227	18.018873	-1.271098	-6.623111	-18.123015	-25.409633	-1.099873	2.339538	12.135149	1.34403	20.052608	-0.969743	-5.286688	-17.936807	-28.950817	-1.238004	0.24882	14.088959	1.666293	19.093022	-1.533195	-3.626462	-16.433852	-25.70465	-0.736128	0.913543	11.449012	1.430404	19.65149	0.092654	-4.799685	-17.292638	-25.371446	-1.357582	2.368358	10.021336	0.142506	19.239336	-0.30386	-5.626224	-17.39968	-26.185637	-0.692605	2.298314	12.483372	1.39993	17.31536	-0.510102	-6.508765	-17.530961	-26.256394	-0.119671	2.86817	13.433066	1.947221	17.14751	0.787062	-7.030629	-17.437875	-27.511738	-1.318977	2.406313	12.969739	1.27879	19.753812	-1.478887	-5.664644	-17.343416	-30.519597	-0.305734	-4.56999	28.463521	6.979294	22.904899	-0.009067	-4.144122	-14.966645	-29.394427	0.205353	-5.216898	27.945661	7.44061	21.257845	-0.697523	-2.591476	-13.057564
94	-24.833988	-0.945263	4.398484	5.686351	-1.300094	20.459999	0.112835	-9.317596	-19.784488	-25.994234	-1.417466	1.939858	10.130216	0.629538	19.23281	-3.059152	-4.377602	-16.978872	-25.836144	-1.159702	2.785034	8.187166	-0.179046	17.515539	-2.057995	-5.350436	-18.378377	-24.69487	-1.585823	2.786392	8.064622	-0.32316	17.179823	-1.932326	-7.421484	-18.960106	-24.970895	-1.419638	3.431395	10.2845	0.356669	18.829023	-1.827667	-5.698115	-18.795661	-28.507057	-1.713288	1.440181	12.003069	0.647795	18.020651	-2.506472	-4.15346	-17.413135	-25.342579	-1.057976	2.034831	9.509009	0.479566	18.531514	-0.666973	-5.151038	-18.086875	-24.878475	-1.791969	3.329209	8.081804	-0.635069	18.507661	-0.892958	-5.992294	-18.157468	-25.656676	-1.073707	3.599364	10.455186	0.466714	16.156975	-1.058894	-6.850421	-18.229013	-25.667542	-0.37242	4.112834	11.482889	1.0299	16.071999	-0.354973	-7.182419	-18.456555	-26.991559	-1.824185	3.779583	11.020225	0.239801	18.761269	-2.274893	-6.139277	-18.30535	-29.859035	-0.37397	-3.979204	24.59347	5.469389	22.595854	0.033205	-4.969932	-15.37333	-28.844419	0.047029	-4.588142	24.264426	5.911608	20.644834	-0.804683	-2.781153	-13.398274
95	-24.396683	-1.280925	5.137747	4.306565	-1.913242	19.690259	-0.665626	-10.02699	-20.436528	-25.460284	-1.663686	2.566745	8.460441	-0.076788	18.475679	-3.958874	-5.122348	-17.69663	-25.349746	-1.463389	3.621607	6.595773	-0.835435	16.602764	-2.619875	-5.692127	-19.263527	-24.151711	-1.805017	3.412587	6.653737	-0.934691	16.86991	-2.20045	-8.28576	-19.518604	-24.555252	-1.687061	4.197222	8.813759	-0.386844	17.967314	-2.623386	-6.183966	-19.516465	-28.085855	-2.119921	2.285214	10.336623	-0.114739	17.359833	-3.324723	-4.741908	-18.397177	-25.005072	-1.30213	2.843935	7.970829	-0.25632	17.814262	-1.358092	-5.638657	-18.835385	-24.414971	-2.135023	3.862619	6.563081	-1.220947	18.226415	-1.239154	-6.582032	-18.741947	-25.157759	-1.339677	4.487619	8.868567	-0.237762	15.540256	-1.346119	-7.302096	-18.867253	-25.092063	-0.542244	4.989369	9.934267	0.340969	15.485424	-1.411223	-7.419265	-19.437491	-26.491753	-2.218128	4.720322	9.469578	-0.547449	18.155529	-2.974555	-6.749098	-19.188768	-29.243507	-0.546992	-3.128706	21.025587	4.028126	21.764064	-0.136301	-5.795807	-15.883931	-28.301415	-0.182627	-3.661333	20.89512	4.457343	19.686651	-1.139672	-2.941156	-14.005229
96	-23.945184	-1.583264	5.492072	3.261903	-2.291231	19.158527	-1.261696	-10.468227	-20.787488	-24.952875	-1.837215	2.832286	7.195472	-0.557648	18.214822	-4.581149	-5.893738	-18.462597	-24.885378	-1.660911	4.010389	5.420338	-1.258601	16.247166	-2.971708	-6.017967	-19.917822	-23.653033	-1.951751	3.610817	5.678135	-1.317643	16.997098	-1.938746	-9.053271	-19.530144	-24.153193	-1.892635	4.536274	7.69944	-0.874371	17.542647	-3.232718	-6.702481	-19.933469	-27.675917	-2.435881	2.660478	9.066168	-0.603358	17.184886	-3.837964	-5.329016	-19.190462	-24.682256	-1.463289	3.234782	6.809465	-0.761222	17.544678	-1.866515	-6.239798	-19.375771	-23.994885	-2.382663	3.895297	5.467979	-1.585563	18.405767	-1.29415	-7.391181	-19.057684	-24.696633	-1.490532	4.87577	7.72932	-0.693196	15.454131	-1.299767	-7.824852	-19.247274	-24.523698	-0.643425	5.435287	8.772553	-0.112181	15.36185	-2.274679	-7.726424	-20.189026	-26.004329	-2.482891	5.115922	8.275317	-1.064961	17.979895	-3.51935	-7.44726	-19.848536	-28.709465	-0.882385	-1.967869	17.86629	2.745458	20.408172	-0.537361	-6.517632	-16.531537	-27.761524	-0.481547	-2.501307	17.89349	3.136632	18.510121	-1.675241	-3.031029	-14.879821
97	-23.493792	-1.848265	5.470713	2.583382	-2.463558	18.867779	-1.593117	-10.562128	-20.804269	-24.468789	-1.952207	2.717351	6.334307	-0.837633	18.379191	-4.791095	-6.469028	-18.971738	-24.453998	-1.758174	3.95081	4.677959	-1.472605	16.388053	-3.083621	-6.298906	-20.121004	-23.208544	-2.055297	3.440624	5.182523	-1.487459	17.422051	-1.237207	-9.597192	-19.017628	-23.764639	-2.052803	4.440603	6.949156	-1.105082	17.542014	-3.548927	-7.118615	-19.982412	-27.264089	-2.668631	2.543621	8.177006	-0.828643	17.465591	-4.011749	-5.889941	-19.604854	-24.369889	-1.556677	3.194317	6.019624	-1.042565	17.688223	-2.118653	-6.857939	-19.587155	-23.636251	-2.566186	3.485518	4.832511	-1.720694	18.943076	-1.106553	-8.340892	-19.082567	-24.274928	-1.556624	4.779544	7.053645	-0.892509	15.794062	-0.950478	-8.326024	-19.262527	-23.972998	-0.702212	5.469566	8.010151	-0.345012	15.59031	-2.836194	-8.03022	-20.54788	-25.531748	-2.646809	4.998842	7.436696	-1.323111	18.152673	-3.859844	-8.087738	-20.16654	-28.261423	-1.388901	-0.522117	15.177616	1.666079	18.643455	-1.103429	-7.031948	-17.327209	-27.21995	-0.833878	-1.236113	15.300501	2.002281	17.31756	-2.342377	-3.097293	-16.017587
98	-23.063732	-2.08499	5.135999	2.30825	-2.456555	18.800433	-1.629268	-10.32817	-20.513856	-24.011693	-2.039757	2.265159	5.888058	-0.931207	18.862942	-4.585696	-6.724379	-19.04043	-24.065503	-1.790849	3.519891	4.388227	-1.492809	16.923257	-2.95216	-6.487529	-19.836931	-22.824033	-2.15024	2.994662	5.202267	-1.453764	18.027376	-0.346616	-9.877054	-18.197707	-23.394445	-2.192626	3.969281	6.588387	-1.100579	17.895793	-3.52791	-7.285427	-19.713433	-26.849352	-2.85105	1.999297	7.673249	-0.807305	18.087207	-3.843497	-6.34834	-19.536249	-24.068717	-1.616879	2.802989	5.618123	-1.126698	18.16255	-2.105467	-7.362317	-19.45552	-23.348189	-2.733504	2.772932	4.69384	-1.638095	19.687762	-0.77867	-9.297265	-18.865635	-23.892842	-1.58278	4.294414	6.863258	-0.850944	16.413735	-0.415114	-8.694226	-18.939158	-23.456216	-0.748484	5.161704	7.670608	-0.379635	16.05284	-3.049402	-8.223038	-20.459223	-25.084726	-2.767162	4.488924	6.983422	-1.338878	18.538917	-3.955672	-8.491453	-20.095464	-27.876227	-2.004389	1.065594	12.967972	0.788683	16.714882	-1.684281	-7.291734	-18.216179	-26.685905	-1.201968	-0.04158	13.15005	1.096411	16.335412	-3.010985	-3.262963	-17.288206
99	-22.672175	-2.307119	4.56462	2.451165	-2.281873	18.934893	-1.446395	-9.910515	-19.976579	-23.586837	-2.13259	1.546443	5.862204	-0.839421	19.568317	-4.068359	-6.666294	-18.718864	-23.718408	-1.803994	2.829564	4.557684	-1.321322	17.744764	-2.553251	-6.499579	-19.17822	-22.498998	-2.262486	2.355687	5.735922	-1.218702	18.729082	0.525234	-9.868875	-17.260197	-23.050766	-2.331688	3.209696	6.638758	-0.896307	18.512167	-3.226768	-7.148204	-19.200233	-26.448198	-3.020055	1.137839	7.57663	-0.551873	18.900192	-3.312036	-6.533161	-19.025865	-23.778816	-1.686551	2.177166	5.621376	-1.03216	18.871482	-1.875212	-7.662033	-19.065404	-23.122875	-2.922125	1.890699	5.051745	-1.355882	20.510745	-0.413388	-10.109826	-18.520952	-23.552557	-1.609082	3.533416	7.168834	-0.595537	17.193319	0.182902	-8.812404	-18.389227	-22.983393	-0.807795	4.593361	7.760438	-0.229421	16.679792	-2.963339	-8.217405	-19.989872	-24.677406	-2.893976	3.704855	6.945719	-1.126764	19.032148	-3.779008	-8.547335	-19.668516	-27.519016	-2.607131	2.538622	11.201568	0.092733	14.959701	-2.095408	-7.34311	-19.076403	-26.175026	-1.532502	0.888071	11.449301	0.439806	15.745673	-3.508184	-3.634575	-18.39106
100	-22.327612	-2.517724	3.814159	2.994022	-1.940408	19.260954	-1.17616	-9.51508	-19.269266	-23.196846	-2.251718	0.642357	6.247316	-0.570628	20.401125	-3.273371	-6.259987	-18.173076	-23.402929	-1.829457	1.990172	5.169051	-0.964319	18.742166	-1.78574	-6.153786	-18.307363	-22.232418	-2.39564	1.576389	6.748984	-0.792566	19.449428	1.334367	-9.45283	-16.305056	-22.740568	-2.476799	2.245572	7.097412	-0.521472	19.310583	-2.751515	-6.743457	-18.515459	-26.075879	-3.192188	0.070105	7.902178	-0.088778	19.759188	-2.393072	-6.234767	-18.202182	-23.495662	-1.793303	1.405411	6.021051	-0.757399	19.734875	-1.477918	-7.720004	-18.54419	-22.939434	-3.143448	0.926229	5.861889	-0.896963	21.317495	-0.050118	-10.618256	-18.175529	-23.252048	-1.655215	2.582378	7.953971	-0.159533	18.058195	0.825856	-8.508167	-17.734897	-22.55391	-0.888424	3.826424	8.25561	0.095359	17.453584	-2.612982	-7.948731	-19.267587	-24.319238	-3.041562	2.718156	7.328267	-0.710945	19.593697	-3.307491	-8.24586	-18.991535	-27.165189	-3.071436	3.612842	9.83305	-0.429294	13.689972	-2.200121	-7.312459	-19.736903	-25.695825	-1.791088	1.394807	10.179701	0.031091	15.634265	-3.701003	-4.22415	-19.042031
